signal_1,signal_2,signal_3
-0.49960269053199624-0.019907817199568613i,0.03279774525841402+0.009773225286154647i,0.0008879314906001497+0.00027445013066375724i
0.34630389953830887-0.3606564120870127i,-0.030111242839832134+0.01891368111134962i,-0.0008140089883087127+0.000524903454246296i
0.04016493667246182+0.4983811698540329i,0.0057970245842945845-0.036496253534464514i,0.0001554144882200333-0.0009757654686965786i
-0.39959130417468675-0.3005435739118002i,0.024463934169189683+0.02939992164602815i,0.0006634131235044011+0.0008072152725051794i
0.48996621189047723-0.09965869238743696i,-0.039612497012338196-0.0010870684636055273i,-0.0010716265620559118-0.000014617613795826607i
-0.2504412625300463+0.43275484345833165i,0.02784196373083213-0.030105495986319744i,0.000752327531176336-0.0008023627558029165i
-0.1577103711078306-0.4744757494730856i,0.0043579800204953814+0.04207572641170019i,0.00012018155119012564+0.0011523321178265255i
0.4596723057425395+0.1967210578261781i,-0.03561817763164068-0.02534926112738239i,-0.0009643157406701667-0.0006699147883611467i
-0.4521316871881111+0.2134840829246094i,0.04384745783683187-0.010384698482662998i,0.0011863537269258249-0.00026809503702585356i
0.140163445950488-0.47995199909496433i,-0.021834829222334526+0.040914253760410704i,-0.0005882173847456322+0.001123315476547187i
0.26617763638274144+0.4232570833739911i,-0.016798032657911067-0.044758938394036676i,-0.0004557849226814171-0.0011944890640404255i
-0.4932987891075957-0.08158189516135425i,0.045928046921599956+0.01738292448947921i,0.0012440281131448428+0.0004843884554755126i
0.38827394292198-0.31502805195056605i,-0.04463451066772852+0.023538333919511645i,-0.0012054658993701395+0.0006555267312759737i
-0.021820043754806034+0.49952073031953137i,0.012127009781811953-0.05043755646305742i,0.0003266000836686318-0.0013480123034579417i
-0.35932672700743706-0.3476837732362107i,0.030557555722049903+0.04347929577872143i,0.0008296283191312598+0.001192341000816229i
0.4985327318751014-0.03825799911055752i,-0.05420026470142768-0.00605743238779366i,-0.0014652699008894591-0.00014334554905400492i
-0.30207092387610057+0.39843558795380396i,0.04134787943607695-0.03762450615622398i,0.0011177305086511838-0.0010013595194715195i
-0.09778052986592844-0.4903455587430482i,0.000840334073333379+0.05715804188707501i,0.00002670367952759564+0.0015649734735257487i
0.4317938714139077+0.25209457090302484i,-0.04447153249981144-0.038137161819951866i,-0.0012033572991260947-0.0010101998421353346i
-0.4750755932443299+0.15589061439634633i,0.05929539393723503-0.008373990229419906i,0.0016046543732827598-0.00020965630638091552i
0.19848124471036357-0.458917050025236i,-0.03373919618003889+0.051015915728292005i,-0.0009085450917093635+0.001401685470275393i
0.21175212134169027+0.45294377443562583i,-0.01630069479864146-0.06041762746783196i,-0.0004423007042336568-0.0016127911630194793i
-0.4794110060178335-0.14200176874082765i,0.05720610781552565+0.0282702428233697i,0.0015500329999922468+0.0007828356794543109i
0.42427472724911-0.2645565281786466i,-0.06031751331889415+0.024563943216690105i,-0.0016282845994273524+0.0006887497372658104i
-0.08346957200073354+0.49298072785482805i,0.021905458739458976-0.06278497461766733i,0.0005909662375973722-0.0016772668066553482i
-0.31353793057643714-0.3894787657358806i,0.03312632817409334+0.059021706540444856i,0.0009005100008678401+0.0016168602204555086i
0.49943489400053914+0.023730844758102523i,-0.06746884286538235-0.014627591457522753i,-0.0018232553038706445-0.00036955126854434754i
-0.3490566063841696+0.35799083432802326i,0.05661610268667791-0.04171730973436692i,0.0015307058270199085-0.001107856705118236i
-0.036347433582906125-0.498676904540959i,-0.006408567781051708+0.07121075883705696i,-0.00016770315718660483+0.0019495286603269564i
0.39727711047068964+0.30359240635035467i,-0.0500230027351423-0.0529809410268912i,-0.0013531218954983446-0.0014062425407270773i
-0.4907157777728184+0.09590049057349818i,0.07401545578121388-0.0025221495938633734i,0.002003145460063933-0.00004755483285163769i
0.2537476232412777-0.43082681372729376i,-0.0479867269571274+0.057965203068481776i,-0.0012922448228356444+0.001594480680433713i
0.15407116199975235+0.47566696831473587i,-0.01187676109187399-0.07566125426296647i,-0.00032266391350788804-0.0020200248726604756i
-0.4581528495436402-0.20023855366188725i,0.06550454806639493+0.04177916698770934i,0.0017752853289601295+0.0011518575441272617i
0.4537527829324974-0.21001778090560358i,-0.07590940853095962+0.021602479041662327i,-0.002048584798466445+0.0006137797990265286i
-0.14383585929940448+0.4788617072822674i,0.03457118219776055-0.07234905894386442i,0.0009333007411702998-0.001931400719140533i
-0.2629288636076045-0.4252860027086573i,0.03167160722031987+0.07480556233305159i,0.0008624052255841399+0.0020474261872965405i
0.492658828588435+0.08535483387523385i,-0.07817538449822847-0.026336741078398836i,-0.0021118378014526986-0.0006809805939943755i
-0.39067596061692356+0.3120423729533973i,0.07246275621046312-0.04177612966284046i,0.001959073663619888-0.0011054678677721722i
0.025644456361414353-0.4993417022540584i,-0.017034534507726375+0.08294601678668286i,-0.0004535280143521426+0.0022707688395898432i
0.3566526773913319+0.35042284570259696i,-0.05155916833433826-0.06874363613424055i,-0.0013941900681399954-0.0018273618769052344i
-0.49881179138791704+0.034435988836654816i,0.08668238385550611+0.0069280829076849805i,0.002345724449162275+0.000211481239692755i
0.30511292617367886-0.3961131444448387i,-0.06349770160368629+0.060946503546565105i,-0.0017100308999841245+0.0016792513280672544i
0.09402153505785357+0.4910773227130564i,-0.0036545797392441353-0.0891360229736429i,-0.00010033663503748581-0.002379536968787474i
-0.42985113876155395-0.2553969280610615i,0.06990853688261894+0.05689658938100218i,0.0018947854686852455+0.001563722893412766i
0.4762549196426667-0.1522502790288206i,-0.09003838787453679+0.014664822765401831i,-0.0024290606960895625+0.0004306436567861654i
-0.20199084520056604+0.4573807318862763i,0.04918557953508981-0.0781203104780751i,0.0013280509695392402-0.0020830739386184884i
-0.20827758079967446-0.4545549901295754i,0.026083206770821255+0.08945113868475255i,0.0007122024408445642+0.0024462595106391934i
0.4783087096504553+0.14566657210889528i,-0.08522230717673902-0.040329226193312896i,-0.0023011210840281145-0.0010545701744945248i
-0.4262891381033549+0.2612966072159877i,0.08750937267685156-0.03756767907097462i,0.0023652416848624473-0.0009879788324703882i
0.08724208779390388-0.49232973140180036i,-0.03027421021233613+0.09118470064267029i,-0.0008100594910364585+0.002496327990136087i
0.31054512490786407+0.3918659262027956i,-0.048723681637352224-0.08405831831448334i,-0.0013168433678521947-0.002236512129435156i
-0.4992391674315435-0.027557946612559805i,0.09604159988823525+0.01931379790592359i,0.0025981295901357387+0.0005492186787122359i
0.35178747257305854-0.3553097238897306i,-0.07892850306456285+0.05948048323538958i,-0.002125332923940974+0.0016426914730276417i
0.03252643268684083+0.498937921612037i,0.007809793235612959-0.0995195465206429i,0.0002095098255398384-0.002655460638431792i
-0.39494097908598225-0.30662889700490625i,0.06981547438016776+0.07231334522295034i,0.0018920364350802632+0.0019825433005991938i
0.49143519357453397-0.09214212973859848i,-0.10132392395197319+0.004193493856767281i,-0.002732108753387981+0.00015119003409448545i
-0.25704046540417524+0.42886804632144515i,0.06448392023700884-0.07937434164916295i,0.0017406950721858697-0.002112726510942559i
-0.1504242811511162-0.47683575184704713i,0.01668280488000674+0.10152934963071701i,0.0004586280065759724+0.002774187784657359i
0.4566051533357572+0.20373883763635459i,-0.08776716211752077-0.05539559182579841i,-0.002368183555169991-0.0014575348300212645i
-0.45534862825415956+0.206533693396827i,0.10028732452589195-0.029287019778092307i,0.0027091265261619574-0.0007609300532844439i
0.147498469800927-0.47774879276368465i,-0.04498545336054707+0.09497021628823106i,-0.0012061809871045893+0.0025999440664947826i
0.25966330224445905+0.4272845093806221i,-0.041581283965174604-0.09742731779043975i,-0.0011229299083592246-0.0025930604504246875i
-0.4919913355012231-0.0891282321537922i,0.10102606417453225+0.03357123479362171i,0.0027312677347742405+0.0009364140999611035i
0.39305369635269677-0.309043856515279i,-0.09276477286651509+0.05349791286055047i,-0.00249690967936241+0.0014827811612974097i
-0.029468730463012932+0.4991279175771264i,0.02154051979937873-0.10563992138535924i,0.0005801742531030339-0.002816104188289246i
-0.35395907303677027-0.3531468294116873i,0.0650182304255297+0.08651044644934847i,0.0017614463044225788+0.00236670295952219i
0.49906022592528404-0.0306174249178474i,-0.10849715063280728-0.008933601294854782i,-0.002923256944669999-0.00020076356177014227i
-0.30813839694424294+0.3937619994905692i,0.07895382892375541-0.07576406382201352i,0.0021299581906326064-0.002011226167751288i
-0.09025839089175153-0.4917857474353349i,0.004239607689377666+0.10968248771024196i,0.0001227203425054066+0.002994092856044652i
0.4278818262179674+0.25867883788572593i,-0.08532322587134772-0.0700425030867855i,-0.002299961949770117-0.0018493451940650653i
-0.4774076756911243+0.1485955466894847i,0.10935795713324412-0.01758531824237855i,0.002951585009339117-0.00044241988339242897i
0.2054872315964305-0.4558230510694494i,-0.05970787950725503+0.09367687541908806i,-0.0016020932970554436+0.0025645654087951817i
0.20478945739687351+0.4561340763046956i,-0.030657746697734183-0.1073407435265979i,-0.0008270067131131794-0.0028561718775309414i
-0.47717972246227436-0.14932829728422406i,0.10087178717359772+0.04828616370190724i,0.002724517185826012+0.0013342638302091224i
0.42827717800569753-0.25802682545033395i,-0.10343725843324465+0.043391819177828195i,-0.0027821657394825334+0.0012102718121375182i
-0.09101085189690525+0.49164438964450874i,0.03618147090251802-0.10659761713774i,0.000974573642811951-0.0028374268279585143i
-0.30753546907113183-0.39423556695005546i,0.0557694730053422+0.0978711733298213i,0.0015101470042249152+0.0026720815150791805i
0.4990127908181358+0.031377965680417993i,-0.11052827897439028-0.02343107199983552i,-0.0029747985231533816-0.0005902550828914085i
-0.3544990694059875+0.3526023054474097i,0.0909425391610006-0.06739606397448662i,0.0024509013312878085-0.0017820132238200853i
-0.028704889603771794-0.4991751383494861i,-0.010045290374312623+0.1127562422538417i,-0.0002626616288632142+0.0030746817321777556i
0.3925803155652542+0.3096419351684925i,-0.07784767178877233-0.08259405111308656i,-0.002095725716196008-0.002184649252087397i
-0.4921271485840078+0.08837289774721416i,0.11344823648655888-0.0035670733348505i,0.003058283572716207-0.00006295754145213295i
0.26031686437989354-0.42688958873080923i,-0.07275706725357373+0.0871095166198849i,-0.001952048296432818+0.002385149397968825i
0.1467672109923687+0.47797109891875755i,-0.01695046441771189-0.112414696238399i,-0.00045656329287670607-0.0029887448210620064i
-0.45503203939121034-0.20723263702333997i,0.095228482980712+0.06177985232577031i,0.0025688258268040977+0.0016969240821451427i
0.4569163980564539-0.20304295736031408i,-0.10946141380496485+0.030041872862614713i,-0.002941133598572706+0.0008492959520799945i
-0.1511537941019418+0.4766023882274761i,0.05007286933112701-0.10188661501467054i,0.0013475055604910396-0.0027064171221844466i
-0.25638387533191687-0.4292634187546861i,0.042820228251435485+0.10482083273028689i,0.0011589856556459435+0.002856055061344701i
0.49129361751190054+0.09289093606464455i,-0.10675750975018015-0.03767228353146344i,-0.002869446282801946-0.0009731495501580804i
-0.39540974214418806+0.30602174592984205i,0.09879556705622673-0.054883587616061325i,0.0026588905777642368-0.0014424750395562393i
0.03328991024809755-0.49889032142180967i,-0.024593655231323026+0.10993957630504088i,-0.0006545061339563576+0.002994400178330113i
0.35124334045704114+0.3558446319875078i,-0.06580905469315154-0.09132802514102005i,-0.0017688539999577788-0.002417170299017785i
-0.49928075240234004+0.026791598749995232i,0.11159871794624068+0.011252130661292544i,0.0030038287420421023+0.0003358794731367873i
0.3111444272323818-0.3913932235970464i,-0.08235701533685381+0.07558546894310172i,-0.0022081555276778977+0.002070846322689537i
0.08648858661782557+0.4924598587622848i,-0.0018995868558673698-0.11154631195514601i,-0.00005104766407672677-0.002961726525055139i
-0.42588878078657955-0.26195104046013873i,0.08425591570323512+0.0722362986573403i,0.002269278775748449+0.001975194890853318i
0.47853106228372744-0.14493756435003363i,-0.10959832434262179+0.014799721546608717i,-0.0029409621524034905+0.00043678845205689937i
-0.20897293029519365+0.45423316635205446i,0.06137194919238279-0.0915048651273473i,0.0016491508394066866-0.002424031731946983i
-0.2012906872269112-0.45769187292809593i,0.027420204538294517+0.10599230156242609i,0.000742340253829984+0.0028821304096692674i
0.47602137918948645+0.1529757968849349i,-0.09701910866472552-0.04980206562896103i,-0.0026036517392517976-0.0012994193083867658i
-0.43024146182974976+0.2547364420871591i,0.10102559508114783-0.039362488800466826i,0.002714318521107545-0.001024166778261898i
0.09477291175433167-0.49093567537655597i,-0.03755344205023156+0.10090181839528709i,-0.0010026916555083188+0.0027451224218893867i
0.30450640811843194+0.3965766163866864i,-0.05021930959079873-0.09464673619286246i,-0.0013474978851621756-0.0025044736842447i
-0.4987585089268586-0.035201610480461346i,0.10331298868610919+0.025038233424311003i,0.0027757836809464936+0.0007042226607013727i
0.3571885063387179-0.3498796704053513i,-0.08681135651266762+0.05998292610766499i,-0.0023251782254016117+0.0016461172734501157i
0.024880297009457902+0.4993776082457584i,0.012692684042170253-0.10407469796815488i,0.00034058605491968884-0.002758428656105615i
-0.3901979898677473-0.31264227669566896i,0.06868891382511295+0.07787228688048521i,0.0018466519864449168+0.002121311547725649i
0.4927888707248659-0.08460394828734508i,-0.10302605065066607-0.0005786507070370025i,-0.002760529805886558+0.00002039448473395776i
-0.2635793594696596+0.4248806244145497i,0.06822037178642656-0.07603599496889163i,0.0018297918835153487-0.0020071803864504865i
-0.14310289752718944-0.4790838755257613i,0.011264365106922214+0.10040662075248255i,0.0003063905931138073+0.0027248320042914816i
0.4534308684977199+0.21070881429113003i,-0.0817396029224571-0.05789994039113204i,-0.00219004548141246-0.0015177438706599502i
-0.45845873186513514+0.19953484496224372i,0.09650114352826313-0.022452993374293486i,0.0025877037857513934-0.000571464639195565i
0.1547988863011775-0.47543349351219927i,-0.04695619855853527+0.0859070381508713i,-0.0012544540106185162+0.002335044944846757i
0.2530880437463633+0.43121168215933997i,-0.03261145003799893-0.09127243247373662i,-0.0008736669269132245-0.002413239480551018i
-0.49056844703488456-0.09665365748855859i,0.08868785616554516+0.035788734178652075i,0.0023779753527385455+0.0009882130938785778i
0.397741228303021-0.3029871510605441i,-0.08470399640960836+0.04173524820253146i,-0.0022659693225651257+0.0011502768200840085i
-0.03711050306221925+0.4986179951320666i,0.024803376774714905-0.08992634743284593i,0.0006639427663998361-0.0023782278544159105i
-0.34850837043897664-0.3585270277756586i,0.049848899680738454+0.07714173136532176i,0.0013373972547771572+0.002094510923174996i
0.4994706263956982-0.022969667340791075i,-0.0894994280731256-0.014064068412948601i,-0.002394548017535325-0.0003453195109194624i
-0.31413357219857013+0.38899602311866877i,0.0689508202363565-0.056678467025557094i,0.001845438548389731-0.001489158717637738i
-0.08271507485249655-0.49311054974490076i,-0.0036266732245602896+0.08764627299767268i,-0.00009438788092647592+0.002374191008125214i
0.4238693878873924+0.26520241125098115i,-0.061984699928280616-0.060187415710042595i,-0.0016583542135472323-0.0015811512150301938i
-0.4796277450127982+0.14126561398695614i,0.08463240617969113-0.006152875272511787i,0.0022645099518166186-0.00013836945596376875i
0.21244500534545885-0.4526221035862468i,-0.050923391639317084+0.06587877552461958i,-0.0013600297168509285+0.0017900943363202098i
0.19777874403237908+0.4592173560298394i,-0.014946533556276004-0.08044459105364322i,-0.0004004022187213558-0.002124379408618785i
-0.47483647926580314-0.15661978954943356i,0.06849589108796789+0.041536472433644646i,0.00183236334606667+0.0011356112077592362i
0.4321791428670536-0.25143658272622826i,-0.07510656087216201+0.02275268161909724i,-0.0020068831100034158+0.0006350647855890146i
-0.09853077817958239+0.4901926975766809i,0.03238854381463101-0.06971527707313009i,0.000864692609883407-0.0018388868982959462i
-0.3014608512157688-0.39889986978466363i,0.029581305426167166+0.06895198044718863i,0.0007916091513794258+0.0018667092994966723i
0.4984736051855679+0.0390177241329511i,-0.06946733678368196-0.023548498776999174i,-0.0018563537891036143-0.0006042273916985576i
-0.3598583571024138+0.3471310458745742i,0.062310906525304036-0.03519942576726126i,0.0016637093966348478-0.0009180264492122227i
-0.021055610734085545-0.4995562520173257i,-0.015094001449795169+0.06798907096368936i,-0.0004024282330297042+0.0018390002487116064i
0.38779141024781105+0.3156188129999046i,-0.039430067748503564-0.055258126017870814i,-0.001054233937136456-0.0014530652523800926i
-0.4934230526696798+0.0808245698445732i,0.06552122330083184+0.007341562853515195i,0.0017488223249836161+0.00021650763317832526i
0.26682502781472317-0.4228522038071342i,-0.0479012927385609+0.04238820259248593i,-0.0012788567026867557+0.0011532303976759944i
0.13942882420858446+0.48016308380204376i,0.0005558182068459193-0.062085265511819344i,0.000012988028763772477-0.0016371162023474594i
-0.45180446606431746-0.21417809812753297i,0.04419138173168806+0.04058783065853019i,0.0011788005575421212+0.0011021167575866477i
0.4599728077224306-0.19602049457389947i,-0.057758230633054616+0.0052636060099608036i,-0.0015422592291983552+0.0001601643559130569i
-0.1584362640731063+0.47423124458979315i,0.03362344011879589-0.04476699534846994i,0.000894949720487165-0.0011767783618370428i
-0.24977873230199663-0.43314011790654755i,0.010108727334670104+0.052857243166495135i,0.0002688366575862856+0.0014273703466206838i
0.4898131351193484+0.100405243119431i,-0.0441147146276942-0.027085806207261743i,-0.0011786211193638575-0.0007050442835924646i
-0.4000507495569858+0.2999293173173001i,0.04766930348329216-0.013800786583746484i,0.0012690397844810348-0.0003527390338495172i
0.04092755330980971-0.49832188727489757i,-0.0210802983279424+0.04246820808395309i,-0.0005634746535139398+0.0011480149250995253i
0.34575159192228716+0.3611829268396245i,-0.016241232863544938-0.04229566332074397i,-0.00043576607237970523-0.0011128289876046068i
-0.4996325682555322+0.019140922283625406i,0.040039129273256986+0.015873129368852594i,0.001065021447068454+0.00043631405966606027i
0.3171029250181904-0.3865814712630063i,-0.036889397250924764+0.01754868250825496i,-0.000985398911576399+0.0004813291626181832i
0.07893534545410988+0.4937268496221213i,0.01165153440658347-0.03689494408665776i,0.0003072123622061747-0.0009711271115190386i
-0.4218264974614452-0.26844369213272756i,0.017820374948915477+0.031760646345195216i,0.00047231430806096003+0.0008574661417073848i
0.48069492806150177-0.13759084358191997i,-0.03317909774286344-0.008414744830720156i,-0.0008870414919440468-0.0002129639877909995i
-0.2159059845705133+0.450979024680596i,0.02714883585947907-0.01704472180682531i,0.0007196015106631326-0.0004445845011988356i
-0.19425656530411944-0.4607213687212765i,-0.006192200667060483+0.0291891042594248i,-0.00016793664778743845+0.0007865894557705248i
0.4736223607071414+0.1602491289359912i,-0.015305549797300906-0.023145294506814344i,-0.0004115060865233272-0.0006078600709131981i
-0.4340928389451637+0.2481165083373027i,0.025163029545391385+0.0050964880808974135i,0.0006662157556483468+0.00014269046716148975i
0.10228149925648466-0.48942643241929296i,-0.019889379736116927+0.012832591920731298i,-0.0005332908910852203+0.00034855561409388296i
0.2983962455212141+0.40119425827399563i,0.005133529134170963-0.02123713601464268i,0.0001321603200696241-0.0005596789095213499i
-0.4981608277938827-0.042837015385754365i,0.009805534324972885+0.01758807603099695i,0.0002568580175074594+0.00047280398891062417i
0.36250573360157085-0.34436752567643075i,-0.017619687746869492-0.006181504066994539i,-0.0004735463483843358-0.00016018600741853897i
0.017228323637787424+0.4997001265924048i,0.016339946943814937-0.006348995879129488i,0.0004299493808927099-0.0001661061830917643i
-0.38536344935802785-0.318582302076876i,-0.008165571527577147+0.014578558872540677i,-0.00022197610795514691+0.00039023792497111i
0.4940269257309196-0.07704591670206787i,-0.00268523806386925-0.016146331517637197i,-0.00007683436446767628-0.00042811084295693607i
-0.2700564105189036+0.4207935132984494i,0.012279727012827164+0.011024679741260483i,0.0003215058382942398+0.0002934634713879505i
-0.13574793803760246-0.4812195930364808i,-0.017061714309011693-0.0009094748056859501i,-0.0004593500948300207-0.00002435258312321251i
0.45015019600451195+0.21762935243886505i,0.014577841871971097-0.010833968904220132i,0.00038176776580828525-0.00028971234159709986i
-0.46146126830366746+0.19248917974662752i,-0.004249437069408144+0.019122776114708723i,-0.00011855831704702371+0.0005062363062515781i
0.16206298256916193-0.4730066445745278i,-0.010421153210455336-0.01859939605730569i,-0.0002835722306116164-0.0004975363428678012i
0.24645340362816534+0.43503768028547485i,0.022231588777087273+0.0071545026521300705i,0.0005848529910610809+0.00018566485087730965i
-0.4890304575580469-0.10415640549020437i,-0.022942984570285492+0.011182781644736553i,-0.0006161759306447908+0.0002925576486211282i
0.40233543894673596-0.29685935665901203i,0.009351759829025254-0.02626405557140063i,0.00024128752942150308-0.0007042756140541219i
-0.044743568578650084+0.4979910826264332i,0.01312107079068347+0.02741648505789013i,0.00034236111791263583+0.0007214157193650194i
-0.3429758981014724-0.3638231059829764i,-0.031169312558404407-0.010618170586938699i,-0.0008356552501425509-0.0002895516756890145i
0.499763836994905-0.015316520757406726i,0.03170784821550112-0.016242967688116727i,0.0008348205387399775-0.00044110041608838205i
-0.3200550430031397+0.3841387770695781i,-0.01086489906589663+0.036804114637431745i,-0.00029539981533732636+0.0009681987766147099i
-0.07515235162127326-0.49431965483603824i,-0.020631713893331797-0.03556217395614537i,-0.0005566578862018481-0.0009552402376023387i
0.4197574978525402+0.2716637603858597i,0.042880066995516164+0.009955119401604725i,0.0011313201346301114+0.00025179334428443147i
-0.48173528031894075+0.13390253609616581i,-0.03884687351292818+0.0262413336836321i,-0.0010393889748664391+0.0006850172762576198i
0.21935293346895218-0.44931495860751497i,0.007661868540017174-0.049175362241429474i,0.00019396360210740607-0.0013200731846828915i
0.19072162615781965+0.46219289018732135i,0.032862634510917886+0.041329160755893456i,0.0008651240834460554+0.0010821809741276942i
-0.4723818262188712-0.16387453474825353i,-0.05557684730290557-0.003912179997478623i,-0.0014847119131601617-0.00011848201008793351i
0.4359797063229912-0.2447873462617592i,0.04266277396479049-0.04037079402712472i,0.0011228148294554381-0.0010897072708876561i
-0.10602758646354699+0.488625992258943i,0.0011963294291561831+0.06181599857655878i,0.00002408394122687671+0.0016235788519491391i
-0.2953155022857499-0.40347057986368906i,-0.048740100715246926-0.04266944786500866i,-0.0013044707076620356-0.0011505610913513972i
0.4978174636108797+0.046648327614502355i,0.06748208037282963-0.007680701673410958i,0.0017815864225776271-0.00022521768638039037i
-0.36513321203452775+0.341578339320175i,-0.04133743118289982+0.057738301225095004i,-0.0011056317316280049+0.0015129599855623458i
-0.013401391708803473-0.49982015612454334i,-0.01565676537142157-0.07234018631448219i,-0.0004275263849130755-0.0019416704534412177i
0.3829115181296089+0.321521637501737i,0.06696277419656398+0.03849670673488644i,0.001768020789074622+0.0009974275423469173i
-0.4946031859744596+0.07325727791460816i,-0.07630894422977531+0.024992635548692424i,-0.0020349724693866215+0.0006414220967645993i
0.2732705865484364-0.41871560623979454i,0.0338667998594787-0.07619514563248583i,0.000885969445885587-0.0020478526966711255i
0.13205772343936897+0.48224240866358004i,0.0353647673066378+0.07909476137495308i,0.0009297410530402704+0.0020723181270091567i
-0.44847088684201747-0.22107330737486136i,-0.08535401541637293-0.02744288527520808i,-0.0022766713741475507-0.0007528664799248449i
0.4629212948111604-0.1889520402127161i,0.08027051296178625-0.0466498652875171i,0.0021171446272182028-0.0012677984312156822i
-0.16568156054157834+0.47174883270589496i,-0.019421473025689192+0.0940875710772607i,-0.000524065918203994+0.002468138710262189i
-0.24311498426930322-0.43691519058209827i,-0.05884826057347274-0.07970004044498924i,-0.0015752810467099501-0.00214287924961474i
0.48821772877339426+0.10789599197280407i,0.10188008363126824+0.00977007854106751i,0.002691041201992454+0.0002255331798063401i
-0.40459789394505913+0.29376651657007563i,-0.07744492798295938+0.07163507610367212i,-0.0020643387175366353+0.0018706888721847848i
0.04855559354168115-0.4976365331838873i,-0.0016636010763010345-0.10851397698101568i,-0.000059782514339652464-0.002911489653190797i
0.34017872030501295+0.36643647774553656i,0.08449049931201304+0.07329463509444131i,0.002230724837858564+0.0019079168282634625i
-0.4998671564016476+0.011485754500416709i,-0.11395479100025323+0.014662235022590812i,-0.0030346709236257333+0.0003573127160128443i
0.32298702150072345-0.38167901641451685i,0.06690920444626383-0.09719914255445541i,0.0017584788448172567-0.002615986841566142i
0.07136358376852889+0.4948779980210437i,0.028789339057465654+0.11784103149926059i,0.0007540919969310252+0.0030876618237877474i
-0.4176652419115386-0.2748733597209915i,-0.10970884812545208-0.058348185173107706i,-0.0029245921596461255-0.0015820856254919005i
0.48274600927250416-0.130211840470835i,0.11965880457172492-0.043926102623074254i,0.003158039148757526-0.001207514194974893i
-0.2227883813379091+0.4476190703846332i,-0.04790175042451779+0.12158007679721845i,-0.0012799307411862505+0.003185730894396434i
-0.18717686543321485-0.46364276670459775i,-0.06009961768442886-0.11930907986630207i,-0.001611505097072434-0.0032028440193041675i
0.471112217080314+0.16748486173475635i,0.1321887769399613+0.03551600755338914i,0.0034918642630249524+0.0008956624396125141i
-0.43784236580871094+0.24143835918819379i,-0.11691971949322498+0.07689218975068456i,-0.0031116115591254294+0.001999681084657204i
0.10976608857554049-0.4878023566406591i,0.02099836895757147-0.1413310843306094i,0.0005372649025439074-0.0037918576194919318i
0.29221607073140277+0.40571776843667107i,0.09366787574491804+0.11223257627876532i,0.0024723142436241887+0.0029277134872816644i
-0.4974462642653413-0.050462369848703365i,-0.1490132060083923-0.00464752472399619i,-0.0039653635042048024-0.00016412324125637066i
0.3677379067912512-0.3387745830064288i,0.10484303105112192-0.11021399654243386i,0.002760149876125136-0.0029721913831466606i
0.009572307938991081+0.4999054009801437i,0.01299285906961979+0.15480019803834755i,0.00033458276818212613+0.004055520382058793i
-0.38043849187536466-0.3244475794522882i,-0.12650441067263068-0.09486824893072096i,-0.003372078994099831-0.00255927653265071i
0.49514906811033277-0.06946980830855565i,0.1580875055765349-0.03181204298220058i,0.004173221378553865-0.0008983870735687747i
-0.27647009885441304+0.41660767192382575i,-0.08268301917689683+0.1420101745137622i,-0.002202139754627178+0.003716426724504924i
-0.12836112836174568-0.4832424032800898i,-0.05186449965027239-0.15880645634248025i,-0.0013965002857443324-0.004259035539810453i
0.44676390559373874+0.22449882832757717i,0.15599882546525828+0.06820581386996213i,0.0041204757222104245+0.00174973400227168i
-0.46435553309065547+0.18539835086027365i,-0.1571414745623213+0.07264293496226994i,-0.004178090545154503+0.001877383898645556i
0.16928905424454527-0.47046881535736784i,0.051200253458312736-0.16827608588246437i,0.0013338041447078421-0.004515924113588266i
0.2397609385621663+0.4387616060727614i,0.09340030845984498+0.1527804821090738i,0.0024639058804010374+0.003990180123303239i
-0.48737772792609574-0.11163471580401702i,-0.1788812541731444-0.03203904946366211i,-0.0047580797739959725-0.0008988007280788078i
0.40683525035341433-0.29066191106279027i,0.14525022882185928-0.11392672583072583i,0.003827022000908204-0.003081367670233235i
-0.052366136081456294+0.49724732715144887i,-0.011363379597062056+0.18730238902457888i,-0.000311222927562085+0.00490546350380998i
-0.3373629540971435-0.3690338214254352i,-0.13421848046073287-0.13471637879255263i,-0.003578690544392712-0.0036235311589584702i
0.49993978892748964-0.007659780810124129i,0.19284279909084467-0.01072813781562575i,0.00509079385563628-0.0003512140844958724i
-0.32590142001513533+0.37919140098919324i,-0.12162620179030262+0.15365849173513224i,-0.003233921098462882+0.004014879253029332i
-0.06757199562466162-0.49541277901884473i,-0.034317876066309504-0.1954562936516268i,-0.0009347774209436565-0.005238533818603464i
0.41554712087791973+0.27806136927697545i,0.17140919975504973+0.10586450146591665i,0.004526416425117919+0.002735663086688772i
-0.48372978712277065+0.1265080406013082i,-0.19537230649044002+0.05881536066234875i,-0.00519099724093578+0.0015021047366492106i
0.2262093951735927-0.44590239208204546i,0.08714823161045912-0.18728178002007737i,0.0022823082046641925-0.005028400003922313i
0.1836197595706047+0.46505998063353093i,0.08337123028644988+0.19221982289007083i,0.002197047297158037+0.005023354753472428i
-0.46981633925179833-0.17109083071437142i,-0.2013403821535647-0.06591412196993318i,-0.005353698221192688-0.0018040085466033268i
0.4396779766549305-0.23808067615393969i,0.18545468719185318-0.107778944876919i,0.004887990989768155-0.0029282597626444076i
-0.11349951778771097+0.48694464128422044i,-0.04288790515458192+0.21299493830507185i,-0.0011463373697819417+0.005575101952110141i
