exchange_group,center_x,center_y,center_z,normal_x,normal_y,normal_z,exchange_coupling,res_seq_id,res
methyl_3_4_5,25.78666666666667,26.20333333333333,28.666666666666664,-0.41131002815344203,-0.3359196684257986,0.8473382070372585,0,1,TEM
methyl_7_8_9,24.92666666666667,27.25333333333333,26.076666666666664,-0.841950080298848,0.16643160268145202,-0.5132451499173146,0,1,TEM
methyl_21_22_23,28.886666666666667,27.833333333333332,29.643333333333327,0.15557084596527448,-0.05479465756903892,0.9863038362429402,0,1,TEM
methyl_25_26_27,29.67666666666667,29.68333333333333,27.266666666666662,0.5920347799355249,0.7846039901669457,-0.18409616498124548,0,1,TEM
