group_15
0.999999999999999-1.49259570690011e-33i
0.766396260563722-0.000353191384884588i
0.985180098581651+4.46324247062542e-05i
0.859218933546453-0.000315727684032201i
0.864281388565198+0.000904517844270245i
0.793383312827566+0.00113675262134302i
0.695612448652507+0.000746317374018978i
0.692542334316517-0.000286872484456064i
0.592439922735461-0.00190389254328825i
0.675658732698482-0.000188385774698845i
0.593337676583343-0.00136656358929677i
0.701043891455873+2.93703901076092e-05i
0.687697751302493-2.18024745976087e-05i
0.705126405326961-1.44116215255293e-05i
0.67023509534205-5.6629864165281e-05i
0.632211515059222+4.05997599327888e-05i
0.515695631931084-0.00108210037233011i
0.513267614396008-0.000119511686118839i
0.404388719827216-0.00128662787392213i
0.402331439087312-0.000302625617016707i
0.350349948547029+0.000143682652633442i
0.345132295733432+0.000348503218460294i
0.323211908455817+0.00018578352467182i
0.293439814908014+1.44272591284671e-05i
0.291785108098035+1.6159699027002e-05i
0.225734329930272+1.77927557844984e-06i
0.279288754456214+4.36107949838143e-06i
0.226235211962045-0.000127352643864381i
0.312062889309417-2.94140383337101e-05i
0.302699053898858-0.000235135298753981i
0.358621952516084+0.0003336983703311i
0.391243821149462+0.000428856555734885i
0.419747669798743+0.00051959860677324i
0.495344437961581-5.35573370977884e-06i
0.497169807637398-0.00119980714686666i
0.627554073021583-2.98326344195711e-05i
0.592890516571062-0.00106472398960784i
0.740329030883146+8.94873285331127e-06i
0.737026361835766-8.44128284704123e-05i
0.778305071132212+3.90021108142471e-05i
0.779471789355333-1.69396249701594e-05i
0.745405902404841-7.67245664234445e-05i
0.687949433976728-0.000892747275659845i
0.70759591013451-0.000151172373377519i
0.647821666156656-0.00128777725002045i
0.702046981242869-0.000374312677347202i
0.71551615949305+0.000181547379379791i
0.805508201645606+0.000494641007953804i
0.856320694389219-0.00011934393859312i
0.909553797751041+2.79698034444494e-06i
0.940379849545487-0.000129086461012012i
0.842676730091983+0.000174352860115754i
0.973161271556521-1.46079774539561e-05i
0.81284811112139-0.000404287311081623i
0.960962948741549+8.73871429798782e-05i
0.828216605729995-0.000637329341676637i
0.821135842639911+0.000647137623893106i
0.757344631757721+0.000408065465463876i
0.698669584901167+0.000597308845551474i
0.695311262212165-0.000307882225796956i
0.633005435124454-0.000951153565580034i
0.685187287659473-5.43417229834524e-05i
0.615736930173635-0.000696323828200916i
0.695604076645368+1.98395046600751e-06i
0.666662991312269-4.7314692305432e-05i
0.663645971489075-7.25798448686042e-05i
0.655074523062972-4.88082358266159e-05i
0.587509514406062-0.000325571025910421i
0.546894937931401-0.00055028460780366i
0.507642854956133-0.000254904465151901i
0.450564903381055-0.000435719356596395i
0.428329835701865+2.80958794140022e-05i
0.399612396949756+0.000177911029095739i
0.391603311812682+0.000198297338924033i
0.36960429807947-0.000149542155015209i
0.36137365290986+1.8361911267459e-05i
0.33507695512101-2.20588037703613e-05i
0.319276782096504+0.000219903508712822i
0.351060747422724-2.36707465558943e-05i
0.34477093458982-4.7653093022673e-05i
0.422905353832911-1.23206382018551e-05i
0.432870595545558-0.000111861530238666i
0.488922937072213+0.000520495260567723i
0.532888838335516+0.000123832371037407i
0.586743943757647+0.000370907590156086i
0.660500987879561-0.000643571914298379i
0.705330908427549-0.000693053144987927i
0.796082045435409-0.00036880707603736i
0.793575083276807-0.000204375620264911i
0.889699118562224+1.92692952882551e-07i
0.871060327204651+6.95520250999195e-05i
0.857031781590186+0.000128563645840563i
0.844447377543183+2.21663286132071e-05i
0.754681568462397-0.000462013419436682i
0.739945579180442-0.00050737484640346i
0.698604491944113-0.000521848335945519i
0.688074914089948-0.000377440178089642i
0.699370984253177+0.00031551206344899i
0.738280572711542+0.000357527441739205i
0.793871433648104+0.000506568781496139i
