signal,TempSignals_2,TempSignals_3,TempSignals_4,TempSignals_5,TempSignals_6,TempSignals_7,TempSignals_8,TempSignals_9,TempSignals_10,TempSignals_11,TempSignals_12,TempSignals_13,TempSignals_14,TempSignals_15,TempSignals_16,TempSignals_17,TempSignals_18,TempSignals_19,TempSignals_20,TempSignals_21,TempSignals_22,TempSignals_23,TempSignals_24,TempSignals_25,TempSignals_26,TempSignals_27,TempSignals_28,TempSignals_29,TempSignals_30,TempSignals_31,TempSignals_32,TempSignals_33,TempSignals_34,TempSignals_35,TempSignals_36,TempSignals_37,TempSignals_38,TempSignals_39,TempSignals_40,TempSignals_41,TempSignals_42,TempSignals_43,TempSignals_44,TempSignals_45,TempSignals_46,TempSignals_47,TempSignals_48,TempSignals_49,TempSignals_50,TempSignals_51,TempSignals_52,TempSignals_53,TempSignals_54,TempSignals_55,TempSignals_56,TempSignals_57,TempSignals_58,TempSignals_59,TempSignals_60,TempSignals_61,TempSignals_62,TempSignals_63,TempSignals_64,TempSignals_65,TempSignals_66,TempSignals_67,TempSignals_68,TempSignals_69,TempSignals_70,TempSignals_71,TempSignals_72,TempSignals_73,TempSignals_74,TempSignals_75,TempSignals_76,TempSignals_77,TempSignals_78,TempSignals_79,TempSignals_80,TempSignals_81,TempSignals_82,TempSignals_83,TempSignals_84,TempSignals_85,TempSignals_86,TempSignals_87,TempSignals_88,TempSignals_89,TempSignals_90,TempSignals_91,TempSignals_92,TempSignals_93,TempSignals_94,TempSignals_95,TempSignals_96,TempSignals_97,TempSignals_98,TempSignals_99,TempSignals_100
1.00000000000001-4.88704723388267e-33i,0.862002642462411+5.74920037231397e-05i,0.995904963893052-4.43333430885797e-06i,0.940252318094144-1.31097855510839e-06i,0.961956222217954-6.37036693999432e-05i,0.936854630360722+9.17909308779927e-05i,0.912785214047607-1.72224854516612e-05i,0.88434660769064+0.00153155646162865i,0.883196567588951+3.82567190528697e-05i,0.890455369508126+0.00179541470711061i,0.878712202532104+0.000292650351451158i,0.921526353190313+9.17331707002623e-05i,0.896616517549408+0.000753263107971255i,0.904085727262803+0.000532137027078196i,0.893992638623682-1.79484941529909e-06i,0.843081213537495+0.00282415266329818i,0.831276669234485-0.000455294431940551i,0.787576771657444+0.00224261130687378i,0.766479139239039+0.00136494258255294i,0.763207852578769+0.000171657102189475i,0.743064830075992+0.0014205661079292i,0.743447898941004-0.000126033313476276i,0.722443414647112-0.00129186861770566i,0.701651639331074+0.00110033321296954i,0.688694118248959-0.000982945098036251i,0.659120186210721+0.00248889590473936i,0.671859683902407+0.00141740618509838i,0.647421098655499+0.00177979671553195i,0.667926472661785+4.13494319994119e-05i,0.662534360136068-0.000298951000932779i,0.662027783781683-0.00179891060668875i,0.670146125223229+0.00054812172985627i,0.653153558789407-0.000689219531233038i,0.644847177458293+0.00215553071451543i,0.633535427342062-2.48562429602602e-05i,0.62948427384004+0.000953520547701718i,0.625565780814603+7.58247660462858e-05i,0.648543280029143+0.000139483830206988i,0.640696451936116+0.000472716048441526i,0.645830936082936+0.000203629762690145i,0.650860415515605+0.000120126238522153i,0.613701536799945-0.000940793478488861i,0.638832317009531-0.000314723115153232i,0.607646731653131-0.000729910773504942i,0.624201412048527+0.000411772262798069i,0.62332405024727+0.00117551097584797i,0.625429240927566+0.000563001752010234i,0.626508181286683-0.000211792062119772i,0.640110532531456-9.5193185449565e-05i,0.625404665652985-0.00304881794691347i,0.646066356127111-0.000521051074449094i,0.630183907061196-0.00114599085916544i,0.645085237134272-0.000857556736779276i,0.642410178403845+0.00204118747582759i,0.661483289088891-0.000603580641150751i,0.661822555853072+0.00054676397130558i,0.677858172783845+5.9368442016711e-05i,0.679559101778115-0.00224005516332712i,0.673557969547338-0.000288705369176838i,0.693654437796352-0.0006360953854411i,0.680636279395915-0.00045921956768784i,0.71203855673325+0.00228365240993705i,0.710864806654903-4.74018590420935e-06i,0.731230003685693+0.0011153062095401i,0.734305960586496-0.000212027833381753i,0.748211991492084-0.00116325969258289i,0.754175169721488+0.000254840159594312i,0.753050083235071-0.00023465040146057i,0.77811352910895+0.000557824754538701i,0.746638534553683+0.00100938693985783i,0.780655184074419-0.000562985777569195i,0.751163874422264+0.000674195636542342i,0.764887741182805-0.000894814829717266i,0.762118036271311+0.000185497487340233i,0.763703270270465+0.000122527372464283i,0.748814692351607-0.000666964569615108i,0.76381656518768-4.03651693974035e-05i,0.733647358903833-0.00112934732133033i,0.759807921021324-0.000555375704119517i,0.752769641447337-0.000518889687583373i,0.763979257980829+4.12604157295736e-05i,0.762954707340014-0.000465711666502759i,0.770212535653213-4.30856064182986e-05i,0.752294089798566-0.0013715402549455i,0.777734732544596-0.00036095389827541i,0.768113353496549-0.00174282214871838i,0.779624559226876+0.000163376150121433i,0.791079411569179-0.00122343350484017i,0.771597878974682+1.02307057899437e-05i,0.780523495596911+1.88597406740435e-05i,0.768564010364901-0.000765073982678198i,0.754744678259602+0.000112263580357229i,0.761922582264968-0.000886530823411422i,0.734311472085393-0.00126297661479064i,0.744357679500743-0.000745320047520034i,0.72488873236497-0.000861694332242503i,0.733516325808659-0.000255896409403514i,0.721997663304189+0.000409925063491454i,0.720164895591154-0.000680515530459994i,0.718306308131394-0.000498514693749301i
