group_1
0.999999999998522-1.18083579715066e-30i
0.951905444771729+5.90924529271338e-06i
0.999392089937437-1.67612648300177e-07i
0.976112269899699+1.32737417623816e-05i
0.992917625421879-3.95156197880719e-06i
0.992726650241547-1.2162561018942e-05i
0.978759360659304-6.03381638913028e-06i
0.990296766225022-5.43804246967608e-06i
0.967531441002754+2.23553116771177e-05i
0.986468131232901+4.02102195529657e-06i
0.968237876465331+4.60547792967956e-05i
0.987120145892509-3.66329905897576e-06i
0.976108614819042+2.34649862081884e-05i
0.980985721182673+5.94677708079147e-06i
0.977767284921799-3.91800728826886e-06i
0.966932731073209+2.69436108542438e-05i
0.964557304904011-2.35976249383499e-05i
0.95467999504193+4.07888588037615e-05i
0.945700364646568-3.37749149227424e-05i
0.947458149468519+1.67900426765779e-05i
0.936663312149662-2.21628229601226e-05i
0.939038452214567-2.08131743718929e-05i
0.933960976380965-9.51034914233137e-06i
0.92166180079318-3.53491419560047e-05i
0.918938066990833+6.47443351200254e-08i
0.898068896133076-3.51194945356735e-05i
0.893325633649111-5.08010845416437e-06i
0.879476046505731-1.92911786141209e-05i
0.876288164705251-2.55276814432559e-05i
0.870657569664903+3.78626869585816e-06i
0.865406104093669-2.49007258926613e-05i
0.862093440127989+1.11071381320031e-05i
0.843471302759195+1.05577125735629e-06i
0.846170756141148+3.19715138733444e-06i
0.815483697072434+3.29467054903853e-05i
0.826589438871937+8.0690395927695e-06i
0.801381791376083+6.09822981813064e-05i
0.808491434855116+2.35264820246879e-05i
0.79864573264717+6.50679225669305e-05i
0.793020214603013+2.4647623902457e-05i
0.790325530796881+3.78530328801514e-05i
0.778209993040064+2.7876208649144e-05i
0.774002878422619+8.05425123458159e-06i
0.762252629649389+5.4966317617819e-05i
0.758372436473683-3.37848578027731e-06i
0.747153910628523+8.31635607470965e-05i
0.746430444108866-8.23179382168319e-06i
0.737287605022465+8.02175535661205e-05i
0.736128156205581-7.00430700721828e-06i
0.728952060329854+3.61075904915192e-05i
0.72543088469635+1.26281359198432e-05i
0.713840984818688-1.97139771235764e-05i
0.713023048023199+5.15401988662436e-05i
0.696534374196005-4.08705926194924e-05i
0.700444345511764+8.88149945039061e-05i
0.688920028522599-2.19348146512277e-05i
0.688752581269321+8.21043378607895e-05i
0.687756627746363+9.32458633602425e-08i
0.675621888754054+2.37112915797368e-05i
0.679169974694416+1.16394607510566e-05i
0.661841959655834-1.37444177958516e-05i
0.663165572546064+3.95509771576976e-05i
0.651534082517303+2.37105784605811e-05i
0.650286549651977+7.28224187668607e-05i
0.644313596658081+8.42367794720162e-05i
0.63986484880019+6.13018832891296e-05i
0.63698294249678+8.56034988513447e-05i
0.625195216654776+3.49592438232807e-05i
0.628319718397573+4.52993223653221e-05i
0.609461204134011+4.64251254588984e-05i
0.615585434858224+3.62607605408064e-05i
0.598747396972102+9.76273851730427e-05i
0.597996366759613+5.11014948875263e-05i
0.589662409513598+0.00011886413753831i
0.582027953224853+4.79844272494264e-05i
0.578015713025242+6.74567780002726e-05i
0.570348106279883+2.25558588095953e-05i
0.564526912147601+1.65035469779572e-05i
0.557401003721992+1.52481581027265e-05i
0.549512401141645+2.77741639814982e-05i
0.541009682944225+3.23292734453133e-05i
0.533398316836103+7.68436848136221e-05i
0.52610505492457+4.7395075895731e-05i
0.518861261762975+9.88629083287127e-05i
0.51185255990161+4.28096993120076e-05i
0.507078619473022+6.73849160572378e-05i
0.493887643183249+3.65490472244058e-05i
0.494885484997874+2.59519688602854e-05i
0.475889179832393+5.84151444185614e-05i
0.479676711282877+2.75393242994628e-05i
0.463450016258223+8.95731459028188e-05i
0.461079381577098+4.45916756911097e-05i
0.45407569148868+7.17289346656287e-05i
0.442185671184833+2.76641834635798e-05i
0.441977154874733+1.26238297420237e-05i
0.427369838363719-1.04704805914616e-05i
0.426882502166299+2.03875152022872e-06i
0.415700053122334-2.22774857747621e-05i
0.410483931073825+6.53975237520842e-05i
0.402932133505656-6.97629803497667e-06i
