methyl_130_131_132_
1-7.70371977754894e-34i
0.999607503918433-6.10665279197875e-09i
0.999993464567349-5.30771524084142e-10i
0.999755867024819-2.93105394119813e-08i
0.999913912004681-1.48730512339814e-08i
0.999878358423603-2.49966396897794e-08i
0.999680716621267-1.01411852292807e-07i
0.999815151971153-3.8770113511292e-09i
0.999318636466499-2.94237160242162e-07i
0.999516763871274+2.46716052316756e-10i
0.998879481397942-4.51724922956419e-07i
0.998929270209255-6.77030182459306e-10i
0.998256557389346-3.74544955480569e-07i
0.997888374434854-7.85884578678911e-08i
0.997174637714726-1.29905654609839e-07i
0.996209128212761-4.12799016000669e-07i
0.995376126549011+9.25471891494036e-09i
0.993818922821004-9.24868223552738e-07i
0.992730142370092-6.53879648710905e-10i
0.990697230830342-1.11772813614198e-06i
0.989130040774806+3.23586147798111e-08i
0.98669773492161-6.81167974317365e-07i
0.98438290953988+2.60314441262968e-08i
0.981528907863366-5.40357922546782e-08i
0.978286128916591-3.62477973217652e-07i
0.974930191865499+1.29358576056956e-07i
0.970759648188179-9.748596374084e-07i
0.966785651935842-2.03395034157725e-08i
0.96180149581429-1.02675435862847e-06i
0.957032845224919+9.39939568301357e-08i
0.95132267585733-2.28505914301328e-07i
0.94555095948752+4.68725981139186e-07i
0.939120246444337+5.50297764666606e-07i
0.932220974692649+5.1588721959283e-07i
0.925034517576246+4.34721202398099e-07i
0.917047680886679+2.52820338015928e-07i
0.909055961407592-1.02636433515826e-07i
0.900127279906295+4.82187018329995e-07i
0.891244481477325+8.97327221944988e-08i
0.881501409387803+1.36118892224417e-06i
0.871622298782498+1.13357617142461e-06i
0.861126582811749+1.76815637150396e-06i
0.8502168376239+2.10626876309243e-06i
0.83900384234262+8.92002151711767e-07i
0.827163138156969+2.61012936506466e-06i
0.815267522821865-2.8459262872429e-07i
0.802679463831953+3.14969464339587e-06i
0.790115482442063-9.20918547481879e-08i
0.776947520627234+3.71318656879939e-06i
0.763716072586721+1.6734131064548e-06i
0.750084213063205+3.253210690875e-06i
0.736236352587179+3.72668969326691e-06i
0.722238164226103+1.35208300210861e-06i
0.70791773720459+5.11218140752953e-06i
0.693651730692919-5.18737948470755e-07i
0.679055531354703+5.85654522527099e-06i
0.664604368663972-4.23113016976332e-07i
0.649911347492292+5.83965565443443e-06i
0.635344322605852+1.80515349741938e-06i
0.620694276031557+4.39556668135814e-06i
0.606107690238876+4.60621852913437e-06i
0.591623505271521+1.66567593376912e-06i
0.57716363393562+6.57053733496357e-06i
0.562959751898015-6.22900673244735e-07i
0.54879397642211+7.31293326470395e-06i
0.534964208449034-6.51292733835715e-07i
0.521240656207993+6.74135154134079e-06i
0.507863304787856+1.57971849618472e-06i
0.494702675099111+4.7086631056541e-06i
0.481865024027584+4.43327317431455e-06i
0.469369050485243+1.80774361228537e-06i
0.457173919091348+6.36628715781704e-06i
0.445420939321218-3.57727508002888e-07i
0.43396748751699+6.86537817085125e-06i
0.423006950887834-4.36020599489688e-07i
0.412377000457801+6.0247610866147e-06i
0.402243598532641+1.35230457361161e-06i
0.392503788254262+4.12767166446177e-06i
0.383233753357316+3.52838086150438e-06i
0.37443020727719+1.87081090748396e-06i
0.366055263585557+4.78953855547905e-06i
0.358197670074294+3.61168452812447e-07i
0.350732017406467+4.84578257105371e-06i
0.343796140891351+3.37476503208495e-07i
0.337242098279422+4.09480523028956e-06i
0.33119569860978+1.44015628719821e-06i
0.325552915770896+2.99650229818231e-06i
0.320369032280678+2.52059750846394e-06i
0.315618865090626+1.92181435812299e-06i
0.311260089407973+2.74208141936754e-06i
0.307342421397506+1.27553455578485e-06i
0.30374946047021+2.27051110893586e-06i
0.300572802139974+1.32266256702919e-06i
0.297681002295545+1.8380701523341e-06i
0.295158252187946+1.76995836435978e-06i
0.292911520254071+1.79831305626205e-06i
0.290971630960585+1.83542085927191e-06i
0.289302598990926+1.88297318658074e-06i
0.287866856678406+1.10252560814508e-06i
0.286671905604836+1.84260172197791e-06i
