clu_11_,clu_12_,clu_13_,clu_14_,clu_15_,clu_16_,clu_23_,clu_24_,clu_25_,clu_26_,clu_27_,clu_28_,clu_29_,clu_30_,clu_31_,clu_32_,clu_33_,clu_34_,clu_35_,clu_36_,clu_37_,clu_38_,clu_39_,clu_40_,clu_41_,clu_42_,clu_43_,clu_44_,clu_45_,clu_46_,clu_47_,clu_48_,clu_49_,clu_50_,clu_51_,clu_52_,clu_53_,clu_54_,clu_55_,clu_56_,clu_57_,clu_58_,clu_59_,clu_60_,clu_61_,clu_62_,clu_63_,clu_64_,clu_65_,clu_66_,clu_67_,clu_68_,clu_69_,clu_70_,clu_71_,clu_72_,clu_73_,clu_74_,clu_75_,clu_76_,clu_77_,clu_78_,clu_79_,clu_80_,clu_81_,clu_82_,clu_83_,clu_84_,clu_85_,clu_86_,clu_87_,clu_88_,clu_89_,clu_90_,clu_91_,clu_92_,clu_93_,clu_94_,clu_95_,clu_96_,clu_109_,clu_110_,clu_111_,clu_112_,clu_116_,clu_117_,clu_118_,clu_122_,clu_123_,clu_124_,clu_125_,clu_133_,clu_134_,clu_135_,clu_136_,clu_137_,clu_138_,clu_139_,clu_143_,clu_144_,clu_145_,clu_146_,clu_150_,clu_151_,clu_155_,clu_156_,clu_157_,clu_158_,clu_159_,clu_160_,clu_161_,clu_162_,clu_163_,clu_164_,clu_165_,clu_166_,clu_167_
1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1-1.54074395550979e-33i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i,1+0i
0.999713744961205-9.95886543884277e-09i,0.99899736901278-5.15745271097688e-08i,0.999880656735271-2.51771991165519e-09i,0.997915025444919-1.69199921612025e-08i,0.99892148479614-5.66768195664165e-08i,0.999779710076012-7.9227226915554e-09i,0.999998606146104-1.13537665759517e-08i,0.999960647025384+2.49100565557371e-10i,0.999965194655888+2.61096976229753e-10i,0.999944229309968+3.27249085395986e-10i,0.999917168930347+1.94837446576761e-10i,0.999998024572903-1.07656916121411e-11i,0.999992686167943-3.16093214521345e-11i,0.999978575887101-1.31839860372699e-10i,0.999828138042507-2.03690525757095e-09i,0.999999439729117-2.84932222601635e-12i,0.9999379552641-2.69800648964938e-10i,0.999961378155551-6.18554053235105e-11i,0.99999900538415-1.00503937323161e-11i,0.999999672000513-2.68554522428302e-12i,0.999981146833875-5.67859848015188e-11i,0.99999400057721-3.13360104004495e-11i,0.999688312235433+2.99781756050863e-09i,0.999646522644+2.7711221545084e-09i,0.999957905159291+2.38180107433553e-10i,0.999973271395495-6.46491359026296e-11i,0.999978332181161-9.72280208451473e-11i,0.999948137944157+3.81319321405197e-10i,0.999951909099242-6.83082888934939e-11i,0.999999868297641-7.44279950032893e-13i,0.999999987427793-9.95155624861409e-14i,0.999952891180148-4.12798946554104e-10i,0.999998496236867-7.24213518866601e-12i,0.999936464046989-2.3887831388009e-10i,0.999906925060496-1.19174545248172e-09i,0.999906796346932+7.09754353268609e-10i,0.999964628342739+3.67644666950645e-10i,0.999980377821043+1.57713201327938e-10i,0.999878919288737+1.5277934187314e-09i,0.999992317928488-4.01875666370788e-11i,0.999988764794522-4.66511394874054e-11i,0.9998886951711-8.52979191813858e-10i,0.999939293104481-8.39405360738797e-10i,0.999954364789118+4.63607744042053e-10i,0.999838069808413+2.40559695637362e-09i,0.999904340330676+2.74582097061439e-09i,0.999920470081625+6.51465362212216e-10i,0.99994986504063+1.76613669289345e-10i,0.999927592333354+7.12050336941378e-10i,0.999616900888192+1.42499415257758e-08i,0.997443957369116+9.39596484704578e-08i,0.999945475738515-5.35329098337958e-10i,0.999977577337849-1.36929974764672e-10i,0.999899346479521-1.12325302116703e-10i,0.999904498010185-4.79744914106455e-10i,0.999989668857599-4.25106868340345e-11i,0.999968046931879-4.73618878427825e-11i,0.9999599032354+5.27776240528265e-11i,0.999926302753145-1.88181880372557e-10i,0.999958785975314+1.06829054497998e-10i,0.999938033776958+1.00347054433589e-10i,0.999868536122444+1.20481026845943e-09i,0.99995457915791+1.98642116113565e-10i,0.999956280160787+1.87978874960386e-11i,0.999988473074878-8.82732097740802e-11i,0.999960578467362-1.07943748492094e-10i,0.999994785981207-3.12842282226051e-11i,0.999757809149377+5.8102573350198e-10i,0.999918730193561+3.92843982724246e-10i,0.999997158780927+3.4306191486565e-11i,0.999880221810562+1.79253112853411e-09i,0.999895209582526+4.1646068863368e-10i,0.999957300417704-9.41306919043895e-14i,0.99976621608364-4.32932877588026e-10i,0.999971759146059+5.31996159951114e-10i,0.999355290412578+3.38084708460945e-08i,0.999937065232777+1.67886064255961e-10i,0.999747692997323-9.13864676258546e-11i,0.999799031806371+8.25461963863554e-10i,0.999242714571133+1.79411691456397e-08i,0.999420566846007+1.37446432597204e-08i,0.993022451559855+6.70124824719604e-07i,0.999379768004683+5.63376242710352e-09i,0.998765756634228-1.81921749689471e-08i,0.999998842930264-1.10703772377036e-11i,0.99985385440972-1.96790302139592e-09i,0.999958060992683-1.14402102869186e-10i,0.999971444191034-5.6093979198207e-10i,0.999971976893488-2.70263356985625e-10i,0.99989103078296-1.08584721097985e-10i,0.999688433314147-9.41240007178345e-10i,0.999462121202541-1.83839539590389e-08i,0.999986620895636-1.90175348796736e-10i,0.999311049105417+9.58042869585538e-10i,0.999772567753198-3.57301445214619e-09i,0.999944836514687-1.77619808403809e-10i,0.999944961214376-4.17267310853242e-10i,0.999995233348794-3.41492223130846e-11i,0.999983620518354+3.99698801638751e-10i,0.999999223062521+9.28310003818384e-12i,0.99997467106692+2.98875540194962e-10i,0.999844789020659+4.20580032702562e-09i,0.999965663089648-1.33446122191512e-10i,0.999962451418919-2.5528472807471e-10i,0.999783734610928-2.67869368713641e-10i,0.999628232122106-5.0765093592779e-09i,0.980726015234391+3.95693840573685e-07i,0.998479998970284+3.24817905020478e-08i,0.999970734740295-6.27190953420733e-11i,0.999980856760056-1.05333866252181e-10i,0.999968145939779-2.18367298955921e-11i,0.999834499511754-8.66307241930111e-10i,0.999983898199198-7.28193476350223e-11i,0.999969582403065-7.63643511303784e-11i,0.999927719926247-1.66904611424698e-10i,0.999863860784502+1.985949497312e-09i,0.99863296136123+1.39286291096996e-08i
0.999997798808664-1.65150960380456e-09i,0.999997061072462-5.18564482485464e-09i,0.999998658629986-5.0967626110742e-10i,0.999971630636532-3.78587737995715e-09i,0.999997141321023-5.41108421627372e-09i,0.999998384026805-1.28192221901578e-09i,0.999995356205315-2.12282938391258e-08i,0.999999472294996+5.53620868741201e-11i,0.99999953648+5.78169820193277e-11i,0.999999250213656+7.28291822860482e-11i,0.999998872468151+4.36474098618263e-11i,0.999999973407049-2.39757146033654e-12i,0.999999901079192-7.05721311790962e-12i,0.999999712510715-2.931233982314e-11i,0.999997787964133-4.4294779704717e-10i,0.999999992445673-6.35051612699843e-13i,0.999999160349126-6.02539332827982e-11i,0.999999473896599-1.3862212374895e-11i,0.999999987014708-2.20224204563493e-12i,0.999999995653566-5.93105700295524e-13i,0.999999743943656-1.27063887074665e-11i,0.999999919150418-6.98282855362042e-12i,0.99999589809845+6.59582511596121e-10i,0.999995284179787+6.14119018657082e-10i,0.999999433594188+5.30310642142564e-11i,0.999999636457894-1.44767525026762e-11i,0.999999707066115-2.17024099283275e-11i,0.999999308534855+8.44895784828219e-11i,0.999999344683912-1.53111935560451e-11i,0.999999998228745-1.65730825201287e-13i,0.999999999833096-2.21174718336161e-14i,0.999999377952322-9.09974107158599e-11i,0.999999979701281-1.61521656785357e-12i,0.999999138432015-5.3405122273991e-11i,0.999998815255283-2.57650044843859e-10i,0.999998758757147+1.5716300556162e-10i,0.999999539167387+8.0469445656557e-11i,0.999999739648767+3.48555319207595e-11i,0.999998455072616+3.30716979539294e-10i,0.999999896476217-8.95513444187754e-12i,0.999999847943045-1.0419218832882e-11i,0.999998517822359-1.88867396604195e-10i,0.999999236632992-1.80311239864599e-10i,0.99999940414944+1.01590884495472e-10i,0.999997987111081+5.13577358213252e-10i,0.999999102868977+5.05331484517351e-10i,0.999998945106495+1.43950014520218e-10i,0.999999319774874+3.94968924412756e-11i,0.999999051647301+1.56287106690762e-10i,0.999997321682646+2.248309785972e-09i,0.999981084672042+1.52549559858132e-08i,0.999999285940156-1.17493941218897e-10i,0.999999699034482-3.04481080741363e-11i,0.999998627105228-2.5189727154458e-11i,0.999998710462316-1.07011600932212e-10i,0.999999860162038-9.49496884486517e-12i,0.999999564706838-1.06145082245431e-11i,0.999999453605522+1.18300542222144e-11i,0.999998997327965-4.21448950134008e-11i,0.999999439541919+2.39194645530541e-11i,0.999999155679652+2.24913052731122e-11i,0.999998267553889+2.65296634804102e-10i,0.999999385502036+4.43556019543609e-11i,0.999999403822595+4.21506107437871e-12i,0.999999846688255-1.95339626703877e-11i,0.999999464103883-2.41647295891425e-11i,0.999999929992322-6.95781427848843e-12i,0.99999669703802+1.30279887032829e-10i,0.999998901968381+8.76563341559966e-11i,0.999999963592462+7.44336892719063e-12i,0.999998514020152+3.82301001960765e-10i,0.999998579272625+9.30956492688065e-11i,0.99999941769749-2.11169365176641e-14i,0.999996808924002-9.71190593009477e-11i,0.999999669757598+1.09975474042155e-10i,0.999998295636638+3.22415081386056e-09i,0.999999144081157+3.75920196094537e-11i,0.999996550565211-2.05179053141598e-11i,0.999997273311173+1.84587178943501e-10i,0.999991861169595+3.54607613946811e-09i,0.999993792298672+2.71233934171211e-09i,0.999945399272037-1.01328825781916e-07i,0.999991771176735+1.24469072221459e-09i,0.999984420015066-3.91356529834793e-09i,0.999999984825634-2.43162581027021e-12i,0.999998152368749-4.23908059631584e-10i,0.999999429850181-2.5611001184888e-11i,0.999999670702583-1.15107324634895e-10i,0.999999632597872-5.93528048874404e-11i,0.999998513372334-2.43533910681609e-11i,0.999995753255041-2.10979471161949e-10i,0.999995749973579-3.09193712634841e-09i,0.999999832655986-4.07372292927973e-11i,0.999990537460016+2.15577536264957e-10i,0.999997202584735-7.58539650580287e-10i,0.999999250862277-3.9741143864727e-11i,0.999999267208587-9.23858223084976e-11i,0.999999936411202-7.56895079159353e-12i,0.999999828582571+7.79298803990735e-11i,0.999999990031575+2.01551335892323e-12i,0.999999674425039+6.49526481436742e-11i,0.999998477277704+7.9254868783705e-10i,0.999999534736568-2.98224504518604e-11i,0.999999497805676-5.66581582182655e-11i,0.999997046347136-6.01094085808081e-11i,0.999995296799883-1.09380613422789e-09i,0.999717386950792+9.13289104610785e-08i,0.999982675906667+6.61950701243931e-09i,0.999999601734606-1.40486844698792e-11i,0.999999742303719-2.345841887515e-11i,0.999999565743036-4.89587567774897e-12i,0.999997765388136-1.93227041208322e-10i,0.99999978235873-1.6252486607573e-11i,0.999999586342523-1.70988654838437e-11i,0.99999901613784-3.73893036199167e-11i,0.999998302445091+4.24687952866546e-10i,0.999981856468894+3.07678911190194e-09i
0.999852153695528-2.05897003561288e-08i,0.999578096169029-9.18797949457005e-08i,0.999931573959736-5.6208924018269e-09i,0.998750647934793-3.90863745591545e-08i,0.999553830678136-9.97377553623488e-08i,0.999887491260618-1.62449814128866e-08i,0.999997730353142-1.8543218963126e-08i,0.999976179136512+5.78867384358182e-10i,0.9999789767537+6.0578478064892e-10i,0.999966217872614+7.60871728931247e-10i,0.999949638639065+4.5427371329912e-10i,0.999998802460053-2.50448195722013e-11i,0.999995559824219-7.36129896959669e-11i,0.999987027174496-3.06448905554732e-10i,0.999897390703754-4.68590551137596e-09i,0.999999660179385-6.63091367430415e-12i,0.999962340930278-6.28251001716758e-10i,0.999976505289038-1.4427139109394e-10i,0.999999402803025-2.32150225513906e-11i,0.999999802140818-6.22476425388685e-12i,0.999988540244958-1.32367413975308e-10i,0.99999636192299-7.29151803455429e-11i,0.999812805031829+6.9274910637229e-09i,0.999786859727074+6.42275871794198e-09i,0.999974492487637+5.53925573443938e-10i,0.999983746706592-1.50742233239657e-10i,0.999986848769772-2.26390486666463e-10i,0.999968666647098+8.84886434424651e-10i,0.999970743786762-1.59328610362248e-10i,0.999999920182781-1.73101829021162e-12i,0.999999992411685-2.30795779330627e-13i,0.999971623562005-9.55809266379971e-10i,0.999999087604329-1.68585116528198e-11i,0.999961411622646-5.56505241040193e-10i,0.999944588905279-2.73564373953706e-09i,0.999943726308689+1.64630145173479e-09i,0.999978780875314+8.4866321288424e-10i,0.999988160229368+3.65628692966249e-10i,0.999927877247939+3.50851055443707e-09i,0.999995341635359-9.35104651486162e-11i,0.999993177975203-1.08657713124706e-10i,0.999932807884512-1.97831412069758e-09i,0.99996398575264-1.92178959478917e-09i,0.999972607248364+1.07067210001532e-09i,0.999904343708134+5.49061299658215e-09i,0.999947881546144+5.90353395803939e-09i,0.999952037930944+1.50978050776726e-09i,0.999969542395434+4.11528603914188e-10i,0.999956503260275+1.6454121935717e-09i,0.999806869508157+2.89448363210868e-08i,0.998715731566413+1.90733190651052e-07i,0.999967242923445-1.23711758828339e-09i,0.999986421535275-3.18297631451371e-10i,0.999938771388293-2.61994848614898e-10i,0.999942088324501-1.11636680352822e-09i,0.999993726647581-9.90167488970979e-11i,0.99998056071845-1.10472016160367e-10i,0.999975605485385+1.23108285568875e-10i,0.999955196534506-4.38720388064636e-10i,0.999974942382532+2.49066082665776e-10i,0.999962307416698+2.34039439248612e-10i,0.999920908924245+2.78729516327404e-09i,0.999972430377403+4.62555872148688e-10i,0.999973396105112+4.38540710972027e-11i,0.999993039124904-2.04767368880727e-10i,0.99997603452631-2.51646041916545e-10i,0.999996841835506-7.27322445736934e-11i,0.999852828325261+1.35430602862204e-09i,0.999950704134661+9.14337303824877e-10i,0.999998303924482+7.89021382130647e-11i,0.999929264954489+4.09030053713965e-09i,0.999936378348098+9.69987815437501e-10i,0.999974016218599-2.19465674447214e-13i,0.999857889324123-1.00936266747969e-09i,0.999983606222461+1.19853462090444e-09i,0.999732379341934+5.9618227251138e-08i,0.999961741151196+3.91387298391411e-10i,0.999846571935153-2.13125729087772e-10i,0.999878041245317+1.92209272247381e-09i,0.999573454449282+3.9551934321825e-08i,0.999673495707553+3.0305547884816e-08i,0.999060138097508+5.43039072914485e-07i,0.999627379693391+1.30248765939198e-08i,0.999273147568184-4.14619265090758e-08i,0.999999304286416-2.55975742983871e-11i,0.999913209809867-4.50918882747877e-09i,0.999974504098877-2.6670260596286e-10i,0.999983492033621-1.25987081506593e-09i,0.999983155263666-6.24799585796134e-10i,0.999933712437588-2.53272794173039e-10i,0.999810797995242-2.19294795511741e-09i,0.999720827873789-3.81534293004014e-08i,0.999992073097879-4.34968688640043e-10i,0.999581743078603+2.23227779861892e-09i,0.999866145722195-8.13329364869715e-09i,0.999966478992734-4.13952621143796e-10i,0.999966762766559-9.67976969841453e-10i,0.99999711865999-7.92738567211062e-11i,0.999990793518323+8.79270772448987e-10i,0.999999536014675+2.13570887621396e-11i,0.99998486774235+6.87815075638669e-10i,0.9999144198559+9.12288776188597e-09i,0.999979146270695-3.10869470574775e-10i,0.999977289752266-5.92881733798991e-10i,0.999868497880119-6.24658770146414e-10i,0.999779536329728-1.1621876496259e-08i,0.989634984091947+8.55860630649338e-07i,0.999133942483555+7.22611884510573e-08i,0.999982201387738-1.46259271540148e-10i,0.999988396551278-2.45021510002518e-10i,0.999980616517157-5.09431156940961e-11i,0.999899693387351-2.01523571788545e-09i,0.999990227284738-1.69552490589225e-10i,0.999981504810609-1.78049538111226e-10i,0.999956050979323-3.89161201744712e-10i,0.99991948764731+4.53652036822983e-09i,0.999183043504528+3.20946319830383e-08i
0.999974108525486-1.07093627836381e-08i,0.999968102724609-2.99816431535664e-08i,0.99998353849158-3.50879755327566e-09i,0.999645575188025-2.68000058490991e-08i,0.999969175353293-3.0992821772275e-08i,0.999981077124692-8.25898726539234e-09i,0.999978851166259-3.0512349999573e-08i,0.999993377191143+3.93266618468261e-10i,0.999994187868704+4.1019441386819e-10i,0.999990587341462+5.17562869845878e-10i,0.999985823277181+3.10866016093784e-10i,0.999999666043527-1.70458776786991e-11i,0.999998757001262-5.02153048396034e-11i,0.999996391414193-2.0825915491159e-10i,0.999972396946276-3.12195081136463e-09i,0.999999905111905-4.5165944972013e-12i,0.999989450301097-4.28706805212048e-10i,0.999993383653272-9.87553497380687e-11i,0.999999837577454-1.55699787946826e-11i,0.99999994552894-4.20466549290787e-12i,0.999996780856346-9.04763208655325e-11i,0.999998984555413-4.96527396821078e-11i,0.999948689849992+4.66556656868178e-09i,0.999940913366121+4.35424852836683e-09i,0.999992888368931+3.76940697286335e-10i,0.999995428788926-1.0310811467302e-10i,0.999996319486917-1.54403004084309e-10i,0.999991328807484+5.99522918337668e-10i,0.999991758527929-1.09081245891832e-10i,0.9999999777591-1.17759462857784e-12i,0.99999999790779-1.56111526653294e-13i,0.999992209010898-6.44574971608789e-10i,0.999999744995605-1.14891678803713e-11i,0.99998917210852-3.80116807963981e-10i,0.99998523337836-1.81276781716399e-09i,0.999984438764362+1.11483039469606e-09i,0.999994237995889+5.68635457381998e-10i,0.999996736844665+2.47133888919939e-10i,0.999980739882561+2.32765286462402e-09i,0.999998699784246-6.36771688864312e-11i,0.999998089174353-7.41445011915761e-11i,0.999981419476682-1.33963068559913e-09i,0.999990499196576-1.26599429590332e-09i,0.999992547943012+7.18150201231452e-10i,0.9999749922473+3.59744621025105e-09i,0.999989217173927+3.37795327646796e-09i,0.999986781341271+1.02039799967406e-09i,0.999991450177662+2.81162781172568e-10i,0.999988135588182+1.10533194299738e-09i,0.999968800586812+1.43810844364005e-08i,0.999780016419573+9.76763657374341e-08i,0.999991066324663-8.31000263061185e-10i,0.999996222145518-2.16338014615436e-10i,0.999982734669762-1.79463148347209e-10i,0.999983804209219-7.60998016402828e-10i,0.999998242692166-6.75696554301598e-11i,0.999994525528638-7.56213561325097e-11i,0.999993128170815+8.42837918737748e-11i,0.999987393677912-3.00144165833238e-10i,0.99999295324181+1.70349392839299e-10i,0.999989382125322+1.60226584043956e-10i,0.999978312939592+1.87805541355372e-09i,0.999992279106158+3.15589120796883e-10i,0.999992501470037+3.00340528314155e-11i,0.999998077788546-1.38564643849548e-10i,0.999993262334788-1.72085203983534e-10i,0.999999121146663-4.94410034367577e-11i,0.999958481672684+9.27758750794509e-10i,0.999986207689883+6.23452057748473e-10i,0.99999954570162+5.24465312032357e-11i,0.999981540597545+2.67730184120549e-09i,0.999982147535363+6.62513652625245e-10i,0.999992675898238-1.50325532250032e-13i,0.999959882437244-6.91738850427901e-10i,0.99999592647483+7.62467450097814e-10i,0.999981597465559+1.84895711114461e-08i,0.999989238942155+2.67709832666729e-10i,0.999956627760753-1.46174963151453e-10i,0.999965744236306+1.31341100456756e-09i,0.999900853445668+2.41823433891656e-08i,0.999924363365619+1.84970496991957e-08i,0.999594198494721-3.29604683897223e-07i,0.999897058628082+8.80915901518106e-09i,0.999806718552347-2.73993762293988e-08i,0.999999810085776-1.72049523787508e-11i,0.999976995040286-2.97841376210112e-09i,0.999992831678096-1.82386644061293e-10i,0.999995945058554-7.96134192646221e-10i,0.99999540235314-4.19902899745517e-10i,0.999981304358247-1.73507472805344e-10i,0.999946633833128-1.50197793643154e-09i,0.999949912374066-2.01128998320848e-08i,0.999997918343095-2.85793002608964e-10i,0.999881111655389+1.53514050072893e-09i,0.999965298823528-5.30237262968546e-09i,0.99999058302245-2.82944773448481e-10i,0.999990812333814-6.55379379933743e-10i,0.999999202399109-5.37210564025893e-11i,0.999997913354838+5.30310527596473e-10i,0.999999875591472+1.42048258823044e-11i,0.999995936103645+4.57886094922165e-10i,0.999981609129432+5.33482541329383e-09i,0.999994152779783-2.12252823118391e-10i,0.999993699471503-4.02282183418576e-10i,0.999962862411157-4.28202666346579e-10i,0.999941476957434-7.68087497772486e-09i,0.996632304161844+6.2094138070473e-07i,0.999787989541039+4.54844719695172e-08i,0.999994991848306-1.00068852315246e-10i,0.99999676401592-1.66766162334899e-10i,0.999994538040873-3.48841204975069e-11i,0.999971941000409-1.37380829706267e-09i,0.999997265511444-1.15626376297926e-10i,0.999994798792433-1.21778564177645e-10i,0.999987629334537-2.6629973995444e-10i,0.999978899903342+2.97667274570228e-09i,0.999773552220413+2.17281683623436e-08i
0.999980096124408-1.15586574345036e-08i,0.999993555590729-1.5698876048991e-08i,0.99998342615197-4.4548750701839e-09i,0.999624330802099-3.537607380849e-08i,0.999995227067707-1.4140882170896e-08i,0.999985946248043-8.73477025906687e-09i,0.999981719838696-8.07381808424326e-09i,0.999992594012782+5.3367234217071e-10i,0.999993524368946+5.55313421524932e-10i,0.99998946445333+7.02808500413163e-10i,0.999984035903484+4.23828476850713e-10i,0.999999625332698-2.31776323439034e-11i,0.999998602098839-6.83873282789067e-11i,0.99999596095881-2.82764383422878e-10i,0.999969953740888-4.1653963629885e-09i,0.999999893446855-6.14488855819132e-12i,0.999988151053562-5.83463003404316e-10i,0.999992536914098-1.34768267921841e-10i,0.999999820840426-2.09398071757435e-11i,0.999999939415058-5.68523595103538e-12i,0.999996372652153-1.23378486640627e-10i,0.999998860236895-6.7535312304229e-11i,0.999943684014073+6.26111716802649e-09i,0.999934731510287+5.8683806862376e-09i,0.99999203302874+5.12120782641036e-10i,0.99999484625866-1.406587407917e-10i,0.999995863565032-2.1019854146285e-10i,0.99999033773289+8.11734594705706e-10i,0.999990704647644-1.48855781896312e-10i,0.999999975059661-1.60078047930881e-12i,0.999999997670569-2.11110753330418e-13i,0.999991363770689-8.69776010767816e-10i,0.999999713476734-1.56373804933095e-11i,0.999987825649682-5.17693278107019e-10i,0.999983988201654-2.41202784512106e-09i,0.999982692673339+1.50782590940487e-09i,0.999993658333122+7.63745987858681e-10i,0.9999963701341+3.34202105951169e-10i,0.999979105560298+3.09838932279409e-09i,0.999998540686844-8.66078448294538e-11i,0.999997850529814-1.0099320749738e-10i,0.9999793468278-1.81128983755412e-09i,0.999989759043031-1.677924351649e-09i,0.999991790786664+9.65162551034651e-10i,0.999973307623121+4.73976407183514e-09i,0.999990330830417+3.99330754241772e-09i,0.999985324861026+1.37841576230853e-09i,0.999990380247211+3.83081620248306e-10i,0.999986918078236+1.48653572668849e-09i,0.999977927226933+1.47952334469982e-08i,0.999854401113731+9.73193730858754e-08i,0.999990144712893-1.1178801253625e-09i,0.99999577103028-2.9375559659339e-10i,0.999980546673142-2.44783030726114e-10i,0.99998185003955-1.03432985540924e-09i,0.999998023039224-9.20426800281117e-11i,0.999993823467526-1.03211505016616e-10i,0.999992247520702+1.15031701536779e-10i,0.999985804558299-4.09192888802493e-10i,0.9999920594387+2.32320105111648e-10i,0.99998802979423+2.18596186596938e-10i,0.999976048164373+2.52893668902437e-09i,0.999991325379023+4.29579389500444e-10i,0.999991538210775+4.09985274638469e-11i,0.999997858387034-1.87569333993693e-10i,0.999992408781309-2.34664750035155e-10i,0.999999015518671-6.71599935287556e-11i,0.999953418761708+1.26255442139211e-09i,0.999984531810278+8.47756086822859e-10i,0.999999504141855+7.00582380606334e-11i,0.999980293073981+3.52739942066284e-09i,0.999979954105596+9.01650087279034e-10i,0.999991734505468-2.05137266913938e-13i,0.999954957618553-9.41780498250196e-10i,0.999995786611668+9.84296645608796e-10i,0.999996929261126+8.76138341877989e-09i,0.999987881118651+3.64986809539318e-10i,0.999951286969361-1.99068675927179e-10i,0.999961629339496+1.78524203826108e-09i,0.999905125553862+2.98096850172985e-08i,0.999927299184501+2.28510780895754e-08i,0.998445491504041-5.2804220917991e-07i,0.999887557763264+1.17974357233642e-08i,0.999798846932285-3.56508386335113e-08i,0.999999789990161-2.31762132948699e-11i,0.999975193270773-3.9496488755701e-09i,0.999991923925346-2.48707362884201e-10i,0.99999584064633-1.02237300639491e-09i,0.999994920824614-5.65331100438588e-10i,0.999978937864621-2.36646068861202e-10i,0.999940267166481-2.04134470828873e-09i,0.999961138720541-2.18422291313216e-08i,0.999997759650321-3.78348406588888e-10i,0.999867846436994+2.07971895953868e-09i,0.999963264703081-6.95107526255457e-09i,0.999989400822843-3.85604842268394e-10i,0.999989771154095-8.86871167282425e-10i,0.99999910970242-7.28061661105206e-11i,0.999997982920192+6.56235810505507e-10i,0.999999864104037+1.89842331525155e-11i,0.999995559653204+6.12105688712235e-10i,0.99998304120036+6.41598961005085e-09i,0.999993422754522-2.89128250879431e-10i,0.999992964187231-5.4541202622575e-10i,0.999958268620464-5.83265540261868e-10i,0.999937315652302-1.01496099060542e-08i,0.997956303725767+6.12621282069614e-07i,0.999794967022261+5.65752347187593e-08i,0.99999435233838-1.36534096102823e-10i,0.999996371445765-2.26691327511546e-10i,0.999993835138844-4.76237614936678e-11i,0.9999686215324-1.86514426129073e-09i,0.99999692661142-1.57412058786024e-10i,0.999994137078302-1.66110494541515e-10i,0.9999860656791-3.63122222678007e-10i,0.999977419609322+3.9280745093557e-09i,0.999758207017824+2.87492397506252e-08i
