methyl_106_107_108_
1+0i
0.997094664500745+6.7483495281801e-07i
0.999950258621067+2.6311849465099e-08i
0.998251804350457+3.58522896085515e-06i
0.999339508733917+1.57908465491254e-06i
0.999006359889309+2.44349376038028e-06i
0.99751290326294+1.12111768346932e-05i
0.997937398012049-2.45684572203945e-07i
0.994573562608155+3.00428887222043e-05i
0.994833683835913+9.33129006175735e-08i
0.990927127777713+3.84525682319381e-05i
0.990003308843891-2.17439529879101e-06i
0.986208768587879+1.97035848224306e-05i
0.983423898442401-4.81762776928532e-06i
0.979582038510199-5.88549243928853e-06i
0.975244882846002+8.02259584813856e-06i
0.971240035858748-8.61898694223765e-06i
0.966605889458759+3.10170810698324e-05i
0.962840631941873+9.33431373832552e-08i
0.959102491238879+3.19747490703021e-05i
0.9560819030676-8.18251095503762e-06i
0.953514104561177+4.06572476373627e-06i
0.951385119344362-1.97650717922251e-05i
0.94964608231723-1.70929902134316e-05i
0.948303175825566+1.18038058033297e-06i
0.947273981286513-1.07154381925594e-05i
0.946581294632417+4.52854838529767e-05i
0.946435317318136-3.47515427190311e-07i
0.94611106157695+6.54161891583159e-05i
0.946574595367059-3.49544643620232e-06i
0.946111257559904+4.54925629732126e-05i
0.946106068584294+2.63378162741696e-06i
0.945112951394112+1.53920990679247e-05i
0.943394667396381+3.83331638679151e-05i
0.941898437400144+1.25755627032078e-06i
0.937943434205894+8.04900417470405e-05i
0.936027777750265-6.08753718155643e-07i
0.930226764385882+9.08016949966616e-05i
0.927376184113955+2.58212049220306e-07i
0.920574086670507+6.3465131499098e-05i
0.915703050538846+1.05142313846874e-05i
0.90869775542457+2.63473303214481e-05i
0.901033751450273+4.17802555644665e-05i
0.894251670169603+5.38579889393306e-06i
0.88408767656318+8.55780070504882e-05i
0.877309218685506+8.78264229682317e-07i
0.865764418790454+0.000109759280221464i
0.8580698684393+1.99025874322064e-06i
0.846198785194919+9.05454173595856e-05i
0.836476590081048+1.63138635188254e-05i
0.824678085956809+4.45499475502106e-05i
0.81245414774627+6.23931550024256e-05i
0.800527201841216+1.01753492228925e-05i
0.786300218423462+0.00012518690909962i
0.77377068539086+2.7363352345928e-07i
0.758495923397991+0.000150760607990633i
0.744899348778155+1.03308643737583e-06i
0.729263095113598+0.000110648259678226i
0.71441263212726+1.30432392758312e-05i
0.698657639729763+4.44898494331521e-05i
0.682823710563815+5.19732088034982e-05i
0.667039036372336+8.00693941352815e-06i
0.650793287882906+0.000103485962036069i
0.635098576003589+4.87632287485104e-06i
0.618921661534279+0.000121896675775962i
0.603397460946808+6.38925142996867e-06i
0.58750609635074+8.96733068961526e-05i
0.572143366115814+1.22429508564504e-05i
0.556651747599571+4.19323132930908e-05i
0.541408032821657+4.43521617307863e-05i
0.52644615185349+1.56496403398104e-05i
0.511285402635345+9.29900155727055e-05i
0.49688075205319+8.83042040723005e-06i
0.481825803625878+0.000116326291814976i
0.46782551795748+7.50049603129494e-06i
0.453081620939433+9.5359069244191e-05i
0.439313925999363+1.8473212508543e-05i
0.425272132002402+5.41476279865634e-05i
0.411731012440405+4.93948996117239e-05i
0.398702257442688+2.25013367645794e-05i
0.385541605344666+8.13418198943565e-05i
0.373493994041417+8.29923619572666e-06i
0.360938879362087+8.91510069558418e-05i
0.349606285201972+9.91227798290876e-06i
0.337909045799724+7.42264629415896e-05i
0.327145086137441+2.70758976386085e-05i
0.316489079329153+5.5028066352376e-05i
0.306389969612534+5.00882039123043e-05i
0.296711489642066+3.88092162727606e-05i
0.287387353293788+6.16619683772692e-05i
0.278376618918293+2.53913150154522e-05i
0.269768120862927+6.01708968396932e-05i
0.261206185377953+2.49561462472624e-05i
0.253225065738895+6.02798434357588e-05i
0.245302625689328+4.38214720969478e-05i
0.238048916958147+6.29881592584416e-05i
0.231215907417547+6.19264934456125e-05i
0.224952887403892+5.16299451068447e-05i
0.219477407173245+5.60856508696125e-05i
0.214478234713276+2.89929979435036e-05i
