batch_1
1+0i
0.964517648228542+6.01001963474937e-05i
0.998846272563645-2.58832342442257e-06i
0.99232694402723+3.65875345285313e-05i
0.990473148687191-4.50659557136724e-05i
0.978109209517505+2.28076524517792e-05i
0.983727121946679-3.61072414958204e-05i
0.957417753257389+0.00110239456981105i
0.980998909441404+0.000115183869512896i
0.972559164957756+0.00101287005961837i
0.96892791731558+0.000335780076280937i
0.981490521692998-0.000251316141474185i
0.966753222733865+0.000760371736389283i
0.967786897498984+0.000516182285820228i
0.967440095408771-4.16728830476896e-05i
0.950189373305986+0.00155428965388212i
0.935526918004498-0.000421079365965637i
0.934132985819921+0.000122923537909752i
0.910167037603899+0.00171218824599735i
0.923939760701818-0.000365774430581189i
0.915380348183505+0.00152109388370633i
0.913464872779351+1.74704554480594e-05i
0.901010356986951-0.0018447495103002i
0.903072711899563-0.000586245709630618i
0.88059866553369-0.00130618470323254i
0.901951162933632+0.0006675724849799i
0.893423769861655+0.00181290067446378i
0.900621804781973+0.00186240684021635i
0.904850783278631-0.000405785193298024i
0.907238665466095-0.000146319187435736i
0.906766456824451-0.00315495207394771i
0.927430495216403-0.000307597908582i
0.927418567527171-0.00107074573719191i
0.929041402831362+0.00216730555035222i
0.947816696751836+0.000243962879124585i
0.927981059498268+0.00170168684275294i
0.954653697993722-0.000724608195633695i
0.95804814376724+0.000125658895375082i
0.966629643584267-0.000466962668740637i
0.975082490093031+0.000365437020751902i
0.984793555366745+7.36099487431064e-05i
0.965652838965344+0.00069774079634277i
0.995345890002579-7.68720908336771e-06i
0.979983353279567+0.000171354906894979i
0.990055424806244+2.97492745502936e-05i
0.998312106868328-3.74791514852177e-06i
0.982864192411829-0.00041706128387945i
0.984170367226656-0.00011672949202752i
0.988421804887283-0.000259862321566967i
0.973269021136602-0.000263127703387407i
0.981949647517441-0.000164675965420867i
0.981810980212374-1.93691859545458e-05i
0.962486999041293-0.00136735423280084i
0.985648284148265-3.32400492331095e-05i
0.97121957875574-0.001399972696567i
0.986390507548453-5.85918539455109e-05i
0.988511262504061+6.95606791599303e-05i
0.992209653992232-3.90468481224833e-05i
0.975623856265114-0.000139963301756254i
0.996943023585713-1.07008305503458e-05i
0.969797962989672-0.00057112714436737i
0.996414731216679+8.00471934502793e-06i
0.984329948910222-0.000131465224426294i
0.990497888070382+2.7053930708639e-05i
0.978627357316021-0.000378469658519964i
0.987234266154631+1.97516868795251e-05i
0.967643529979351+0.000180528205022651i
0.985666417119847-0.000104179519178213i
0.975729334936108+0.000699880873390771i
0.975317516833282-0.000380112755372023i
0.975053569154371-0.000638943784166131i
0.970610266140003+0.000112501119958943i
0.966012892282913-0.0011790558755011i
0.973853061560496+0.000214889314166635i
0.969047253978156+0.000120200529358537i
0.95846587890787-0.00126429321296675i
0.967553252981673-4.96459073328914e-05i
0.944941721441699-0.00136937740276061i
0.958978484170013-0.000729624163814221i
0.958449748746742-8.66077122557525e-05i
0.963292766614718-4.46008050509845e-05i
0.962485780515798-0.000672538993741865i
0.97651723499859+0.000118836870297575i
0.956272882617656-0.0017063208129403i
0.986001807836567-4.60595484547458e-05i
0.977430773423455-0.000677413358029717i
0.986838258876106+0.000280353021097787i
0.994443281284751-5.67725658580613e-05i
0.985752762864661+6.00484148060974e-05i
0.981419568866706-2.49070099726378e-05i
0.99007695108323-8.4364154905816e-05i
0.976653068112039+0.000429421904888328i
0.980331997535227-3.03544590452129e-05i
0.980840007322001+0.000140555232558842i
0.95981156648204-0.000726749904491184i
0.972144372259716+0.000154951236941801i
0.962152613308921-0.000330560732032153i
0.961165478323151+0.000591754904577701i
0.961538328239079+5.94296076359383e-06i
0.950246282217419-0.000306987959365781i
