group_19
1+4.81482486096809e-33i
0.998664361343599-9.38308077084091e-09i
0.999949398085845-2.24291387492411e-09i
0.999031794388287-1.82919344228787e-08i
0.999256524577631-1.35550102115466e-08i
0.998487123194274-1.73510848409105e-08i
0.996661852307116-2.49924353587936e-08i
0.995186935727817-6.90457702529529e-09i
0.990700721768277-2.25474155451787e-08i
0.987199540878802+6.37211516493639e-09i
0.979597746762869-2.10004953625865e-08i
0.972339242264806-2.06760195848351e-09i
0.960912281498232-3.97149162040935e-08i
0.948123450089056-3.65093402496577e-08i
0.931914286851721-4.62196364788078e-08i
0.912464868329038-6.24562723325694e-08i
0.890667816026345+4.06231540880712e-09i
0.864481505058232-6.76421512034529e-08i
0.836747337617712+7.05871877922493e-08i
0.80458307240849-8.5343518662411e-08i
0.771107528636788+6.22197279573009e-08i
0.734137065942017-1.07147117722007e-07i
0.695800700093387-2.43141039317923e-08i
0.655495020779999-5.53202613693499e-08i
0.614009066802903-9.89914996113896e-08i
0.57218640976162+8.57560769571127e-08i
0.52986004452069-1.13720417919628e-07i
0.488503987711265+1.97802084207629e-07i
0.447633143784174-9.87185216394587e-08i
0.40854094634445+1.7429959209511e-07i
0.370905205220908-6.5570450152712e-08i
0.335472691755615+6.34052713815823e-08i
0.302218425548152+1.39674639310083e-08i
0.27138836719244-1.3478814993028e-08i
0.243108517646693+1.1957625795485e-07i
0.217330875423837-1.94228224773137e-08i
0.194129213343905+1.70917000711565e-07i
0.173344134204871-2.6895704785186e-09i
0.154911854162469+1.31357632182925e-07i
0.138659223951853+6.71336728241627e-09i
0.124427414707174+5.61645240737687e-08i
0.112052751706592+2.30199846684197e-08i
0.10136366295394+1.51216500650751e-08i
0.0921946472470784+4.92495432902821e-08i
0.0844139050615954+1.47572792388697e-08i
0.0778484361218828+5.87062864935268e-08i
0.0724160624605886+1.83956545764216e-08i
0.0679525298224156+3.70185874464374e-08i
0.0644097613490588+7.81847946739942e-09i
0.0616607946243272+6.47544883881386e-09i
0.0596697119396034-4.07159791346527e-09i
0.0583694418736482-4.30575141969693e-09i
0.0577199268387988-6.92665008413076e-09i
0.0577191215197767+3.35431789139353e-09i
0.0583183729312706-9.9007663438485e-09i
0.0595671107129346+6.68687119004415e-09i
0.0614169720568519-1.97272754256373e-08i
0.0639421917452741-3.51001371217806e-09i
0.0671136196375128-2.3374504822808e-08i
0.0709987257166354-1.61163423926373e-08i
0.0756078808914689-1.04498466714396e-08i
0.0809735552400935-2.58865252931487e-08i
0.0871538707506769+3.02057256780087e-09i
0.0941282565729072-3.5679972403102e-08i
0.101985453203487+4.38217662993224e-09i
0.110649319607754-2.34825404700878e-08i
0.120194097034332+2.13481248955682e-08i
0.130504059691739+3.94573530566068e-08i
0.141581693251946+7.35106381000623e-08i
0.153301188615885+1.06944100576936e-07i
0.165551364515406+1.12275603787638e-07i
0.178219911983302+8.77101885949996e-08i
0.191076399494375+1.11849613033404e-07i
0.204016797330934+2.65532663355965e-08i
0.216727292287966+1.715715709097e-07i
0.229081642195005+1.01933838964289e-07i
0.240752349346145+3.36494495619752e-07i
0.251572756277677+3.18623526022471e-07i
0.261281275544559+3.90780904484715e-07i
0.269695375843457+4.33546788803713e-07i
0.276667588056479+1.46855388684428e-07i
0.282052375500685+3.65229012551372e-07i
0.285808296932417-1.40447081328237e-07i
0.287870760984517+3.47504620160491e-07i
0.288267831881115-7.63764985766688e-08i
0.287031743138326+4.43109509053295e-07i
0.28424457298097+2.38231369670864e-07i
0.280021048662264+3.27823776000563e-07i
0.274507622319891+3.63183432322717e-07i
0.267858669156178-1.32643455864874e-07i
0.260282162338143+2.21427228655278e-07i
0.251919991372898-5.25668549827809e-07i
0.243004713192954+1.19098687253139e-07i
0.233640797555842-4.62662298042402e-07i
0.224035556844491+1.2911008833581e-07i
0.214272208967007-1.36304978045504e-07i
0.204497714132333-1.31936082459505e-08i
0.194801832208794+2.62728873310864e-08i
0.185258425984938-3.73153570678608e-07i
0.175966629398239-3.53367444559071e-08i
