methyl_119_120_121_
1-1.92592994438724e-34i
0.994325509680099+1.09564808511313e-07i
0.99991278306887-1.16473857607611e-08i
0.996625025157617+6.35170270012414e-07i
0.998886074822411+7.40261837974698e-08i
0.998659620639729-6.3658237222097e-08i
0.996117215289847+5.66081648623852e-07i
0.998393864049595-3.9400005228118e-07i
0.992581010359949-3.78679402164526e-07i
0.995946083581814+1.27414355967741e-06i
0.989733450353064-6.58154837244014e-06i
0.991848687017182+6.67802522581715e-09i
0.98691281833663-1.47123238652786e-05i
0.985451815823616-1.02823697549462e-05i
0.981732603891018-1.14101522189812e-05i
0.976249964111763-2.80532584880897e-05i
0.97315866372877+8.34730677395352e-06i
0.965597895920765-4.50824813470171e-05i
0.962700170054485+2.67995743510888e-05i
0.955515128255219-5.00841631369926e-05i
0.952177788888866+2.2861015610621e-05i
0.946273913309426-3.31173591585454e-05i
0.941804951081815-6.11626861592091e-07i
0.936653993284721+1.14213697727724e-06i
0.931298587270873-2.32032317041541e-05i
0.926454965875+2.8076004671542e-05i
0.921566901550994-3.09494130384962e-05i
0.917236595790267+2.82042395947251e-05i
0.913833664749795-2.21214570953025e-05i
0.91016521185734+1.26213865787763e-05i
0.907636401315734-4.1334861433305e-06i
0.904401146689336+3.42472043606346e-06i
0.90115731784814+4.30059788903152e-06i
0.898367718952432+6.19034264563954e-08i
0.893546334085336-1.16753813873438e-05i
0.89158917481487-7.19040405892787e-06i
0.885623723731499-3.49740916873982e-05i
0.884192254774489-6.77029970608252e-06i
0.877937507199331-3.10868943929194e-05i
0.875309062861518+1.14155740362578e-05i
0.869310108733864-1.97421249774965e-06i
0.863435365547573+1.88676987552929e-05i
0.858038678152068+1.29026048783534e-05i
0.848369750041547-1.49435756445241e-05i
0.843661286268868+4.27304122804829e-06i
0.8315463058433-6.04131263515156e-05i
0.826646372887+9.21337562051092e-06i
0.814069221858485-6.07558163263856e-05i
0.807032419772528+3.32347860022251e-05i
0.795400011770253-1.97069205846251e-05i
0.784607041967828+1.9563083657756e-05i
0.774537191436027+7.3409991187975e-06i
0.760277650562437-5.79673357095653e-05i
0.751674324292333+4.11755184792664e-06i
0.736045883143047-0.000131423588868822i
0.727936598874459+3.97507061692211e-06i
0.713244908905058-0.000126955120178857i
0.704090515506376+9.22841584685378e-06i
0.691594751505911-6.75523633621942e-05i
0.68048498220738-2.21522434862363e-05i
0.67038720615206-2.73496494161302e-05i
0.657993504756106-9.37150589286453e-05i
0.649874001302314-2.53206858517897e-05i
0.637927156467627-0.000144168351951472i
0.630918361062171-2.85850993543046e-05i
0.620764716027009-0.000129572515743203i
0.613859979980481-3.02433380798619e-05i
0.60570524842854-7.86688624318835e-05i
0.598492976307091-5.56098180544026e-05i
0.591841688071481-4.18262328796328e-05i
0.584901451081925-0.000100447614486378i
0.579267764139715-2.91970256505178e-05i
0.573542194019513-0.000120919879909355i
0.568693304964699-2.56268710964691e-05i
0.564492681695946-9.26840239458126e-05i
0.560477917442261-2.99286627389238e-05i
0.557314927932459-4.12685922194704e-05i
0.554588453484299-4.63442092703142e-05i
0.551943301502423-4.20806019568859e-06i
0.551237855244783-5.87939718114396e-05i
0.54924398889161+8.26893685241847e-06i
0.550951059763382-4.629927601469e-05i
0.550351390065725+5.45961004261198e-06i
0.553993159471523-1.50680115333624e-05i
0.555707506215305-4.86804797298216e-06i
0.560221575699412+1.04245959373306e-05i
0.565000989673661-1.45993606740366e-05i
0.569633767242457+2.1802867686579e-05i
0.577739264544755-1.12016014252467e-05i
0.582635405478604+2.89737553149328e-05i
0.593447741665232+7.57301557309547e-06i
0.599469489777202+3.35941705350225e-05i
0.611451163446604+2.77136380607676e-05i
0.619578212017002+2.63949681233081e-05i
0.63097952505478+4.08699180189684e-05i
0.641767144000784+1.20948372699401e-05i
0.651662258777464+5.72084866638856e-05i
0.664883979053829+1.10895392659171e-05i
0.6736339773842+8.08652101552173e-05i
0.688184655126542+2.83342548115607e-05i
