signal_1,signal_2
0.22073015952807185-0.4486402609908885i,0.01083874266728582-0.021767738899159953i
0.2697334400450358+0.4210027108818316i,0.013089140192472261+0.020645012378328963i
-0.4998305235829385+0.013017197375824515i,-0.024566874193016456+0.000523028257421952i
0.24745407287609417-0.43447253741560155i,0.012325757343827523-0.02140486133055911i
0.24378320101885204+0.43654225984968886i,0.012002413913876122+0.021733373103565126i
-0.49970304871916954-0.017229702254490838i,-0.024935527360917382-0.0009777425438175435i
0.2732724103405678-0.41871483153516265i,0.013807125684229987-0.02093948344776406i
0.21694081992465813+0.45048425078548454i,0.010830712105113584+0.022763435856200897i
-0.49774687533764267-0.04741354928471225i,-0.02520986204421544-0.0025209996984987787i
0.2980906878870468-0.401424809790226i,0.01527575377757789-0.02037104901487574i
0.1893045283570873+0.4627776619859949i,0.009577256547826072+0.02372883339599883i
-0.4939691621933869-0.0774238837889657i,-0.025386103027318398-0.004100663771259461i
0.3218180812711807-0.3826657462398739i,0.01672446534721662-0.019699493028113985i
0.16097546328237639+0.4733775048422936i,0.008245732414068275+0.02462338389660871i
-0.4883837340951969-0.10715088082275409i,-0.025460875210894088-0.005710355268452417i
0.3443677584164695-0.3625062910057147i,0.018146035708831387-0.018925249290410173i
0.13205729692047477+0.4822449884787504i,0.006840277068653406+0.02544112394032887i
-0.48101103131276673-0.13648575233512025i,-0.025431226010497635-0.007343421394102673i
0.36565719718239653-0.34102021904190166i,0.019533226320922224-0.018049255645860296i
0.10265585734921312+0.48934766171098887i,0.005365466561958447+0.026176340802086563i
-0.4718780347740753-0.16532114528622363i,-0.02529464594583056-0.008992964411305038i
0.38560848736004716-0.3182861601504635i,0.02087881976704331-0.017072956831546564i
0.07287874121895818+0.49465953180329336i,0.003826299860359921+0.02682360386319457i
-0.46101816732676854-0.19355153451339227i,-0.02504908730882241-0.01065187148581864i
0.40414861579003475-0.29438731122997475i,0.02217565500630184-0.015998304915193367i
0.04283491999505015+0.49816115959086593i,0.002228180872361402+0.02737779499867952i
-0.4484711714248826-0.22107360890792904i,-0.024692980807139955-0.01231284588099942i
0.42120973355932884-0.2694111318106136i,0.023416662726459217-0.014827757298292157i
0.012634341169008328+0.49983973061882736i,0.0005768983391181798+0.027834137785940898i
-0.4342829636885186-0.24778664948943133i,-0.02422525008868474-0.013968439366166461i
0.4367294042991581-0.24344902398981716i,0.024594900632610925-0.01356427227563346i
-0.01761247410210165+0.49968910203762185i,-0.0011213963315446099+0.028188225387220035i
-0.4185054668687183-0.27359289799403197i,-0.023645324062047394-0.015611085694073875i
0.4506508326753227-0.21659599793983234i,0.025703588503821668-0.012211302153574865i
-0.04779483545566862+0.49770982508321004i,-0.0028602131984857594+0.028436046963728222i
-0.4011964198324807-0.2983979146276897i,-0.022953146937702184-0.017233134997355126i
0.462923072234743-0.18895032421126215i,0.026736142850226144-0.010772783940781834i
-0.0778022884027576+0.4939091430597822i,-0.004632749789143879+0.0285740124853806i
-0.38241916626328876-0.3221109236753041i,-0.022149185924980563-0.018826888948696135i
0.47350121184761235-0.1606131741050259i,0.027686211004071676-0.009253127636597634i
-0.10752501854413402+0.48830096483237323i,-0.006431918861895318+0.028598975806785023i
-0.3622424228504129-0.3446451457008728i,-0.021234436530405763-0.02038463652507065i
0.4823465400628569-0.13168824942881846i,0.028547704479863035-0.007657202153515442i
-0.13685425344383556+0.4809058139263863i,-0.008250377811979008+0.028508255887505038i
-0.3407400278153211-0.3659181151229849i,-0.0202104254138298-0.02189869021264818i
0.48942668677543316-0.10228140299300034i,0.02931483144125037-0.005990318921446426i
-0.16568266068960502+0.4717507534202977i,-0.010080559595805647+0.028299656042533913i
-0.31799067069547715-0.3858519820034553i,-0.019079210769922677-0.023361422486035763i
0.4947157416870196-0.07250025123474207i,0.02998212811553053-0.004258213232502224i
-0.19390474068345373+0.46086928690640516i,-0.011914705040704444+0.02797148111742244i
-0.29407760437440583-0.40437379694468745i,-0.01784338021385156-0.024765302393274877i
0.49819434912658783-0.04245378038805038i,0.030544489000600916-0.0024670233958351035i
-0.22141721272491263+0.44830123588205856i,-0.013744896399973927+0.027522552491524247i
-0.26908834041187-0.42141577805316055i,-0.01650604616142577-0.026102932076569742i
0.49984977888385274-0.012251947640926623i,0.030997195713895555-0.0006232677826024047i
-0.24811939297406993+0.43409259402007055i,-0.015563092006546746+0.026952220822292934i
-0.24311432878911893-0.43691555899206824i,-0.01507083870552843-0.027367083058044167i
0.49967597279637743+0.01799472126075034i,0.03133594433827054+0.001266180148650863i
-0.2739135629112142+0.4182953588516134i,-0.017361161872647458+0.026260376453528387i
-0.21625062324120592-0.45081641721534604i,-0.013541896002203103-0.028550732119904457i
0.49767356691984843+0.04817553649001881i,0.03155687112585989+0.0031941187460631224i
-0.29870532694467683+0.4009673414775706i,-0.01913092407757906+0.025447457420774543i
-0.18859553340111293-0.4630674815478455i,-0.011923852191345315-0.029647096609282716i
0.4938498892003838+0.07818004921609498i,0.031656576427721766+0.005153046868419875i
-0.32240395785818643+0.38217195500471957i,-0.020864181781202213+0.024514454997751834i
-0.16025026502868622-0.47362391835200246i,-0.010221822888433327-0.030649668999680198i
0.48821893265739713+0.10789845579969151i,0.03163214672443959+0.007135194280477041i
-0.344922728833541+0.3619779824809762i,-0.02255276069687736+0.02346291673869556i
-0.13131854964099068-0.4824470955997088i,-0.008441388295109565-0.03155225054335559i
0.4808013041751507+0.1372219996272121i,0.03148117464088246+0.00913255361264923i
-0.3661792308335419+0.34045932517895966i,-0.024188546854512518+0.02229494698269552i
-0.10190626489947677-0.4895047242489553i,-0.006588573987637825-0.03234898385220988i
0.47162414909040284+0.16604336911328077i,0.031201776836841034+0.011136913750143725i
-0.38609567418370144+0.3176947321490514i,-0.025763524482052935+0.021013204797563384i
-0.0721210471431796-0.4947709764078679i,-0.0046698294532484495-0.033034384248653466i
0.4607210518521269+0.1942570904150892i,0.030792609674356562+0.013139894509264451i
-0.4045991732490664+0.2937675120316683i,-0.027269813832178535+0.01962089935235069i
-0.042071897485913806-0.4982265798537069i,-0.002692004455101496-0.03360336973264367i
0.4481319131168407+0.2217599134213938i,0.030252882572158288+0.015132982451894964i
-0.42162201316436054+0.2687652281833929i,-0.028699708780200638+0.01812178271932022i
-0.011868782918977666-0.4998588885609312i,-0.0006623233170028268-0.034051289416465624i
0.4339028037293282+0.24845118960361035i,0.029582368967614313+0.017107567683067287i
-0.4371018976413298+0.2427793782326685i,-0.030045714019145096+0.01652014011791521i
0.018377766120839523-0.49966192898022377i,0.001411642770962533-0.03437395028495697i
0.4180857961231208+0.27423324034623237i,0.028781414817057344+0.019054981471126883i
-0.45098217694642134+0.2159050592377482i,-0.03130058167880863+0.014820777624992888i
0.04855706024521922-0.4976364218991197i,0.0035220053150936824-0.03456764214561404i
0.4007387737577382+0.2990117144086423i,0.02785094457613305+0.020966534525288155i
-0.46321205521449493+0.18824061967227462i,-0.03245734719716418+0.013029007387275573i
0.07855865618996832-0.4937897798042313i,0.005660589829094055-0.03462916064048717i
0.38192521929007006+0.3226959332101587i,0.026792464612910356+0.02283355576140106i
-0.47374677633988993+0.15988729951207659i,-0.03350936427483098+0.011150630383517893i
0.10827276098996752-0.48813607975473017i,0.007818968764827832-0.034555828199739395i
0.36171398225509577+0.34519922267472425i,0.025608064017882792+0.024647431383507067i
-0.4825477877645625+0.13094885974030634i,-0.03445033874650357+0.00919191679531642i
0.13759063377430228-0.4806960118663514i,0.009988495926102077-0.034345512825412115i
0.34017902710613585+0.36643923042082543i,0.024300412786543032+0.026399644106305117i
-0.4895828815639026+0.10153120262677409i,-0.03527436120709545+0.007159584056642031i
0.1664049837111809-0.47149680359444973i,0.012160342221201574-0.033996644603048735i
0.3173991625366971+0.3863382271358649i,0.022872757361973087+0.028081812341937337i
-0.49482631231391533+0.07174198417109089i,-0.03597593823503448+0.005060772663128748i
0.19461036264633227-0.46057212009319815i,0.014325532602985568-0.03350822984850094i
0.29345775307447663+0.4048233910320863i,0.021328913536745077+0.029685729173608368i
-0.49825889130842327+0.041690220127914054i,-0.036550022060516774+0.0029030198327369768i
0.22210355099799461-0.4479619410155727i,0.01647498403908475-0.032879862807346213i
0.2684424140029697+0.4218270743430633i,0.019673256725325+0.031203400938443624i
-0.49986805678149526+0.01148588705607233i,-0.0369920385326243+0.0006942311196688345i
0.2487839354962845-0.43371241420498047i,0.01859954434913887-0.032111734834887225i
0.24244469072713323+0.43728705088549213i,0.01791070963010493+0.0326270852426612i
-0.49964791987811913-0.018760480148440093i,-0.0372979132459731-0.0015573499067605661i
0.27455387738458414-0.4178756868139585i,0.020690031741116246-0.031204640995597683i
0.21555972375649465+0.45114674378031616i,0.016046727336027026+0.033949328233629124i
-0.49759928620488325-0.048938192762743485i,-0.03746409569501071-0.0038431737972150462i
0.299319069735486-0.4005097144679759i,0.022737274874610365-0.030159984032108695i
0.187885900531718+0.4633554324998216i,0.01408727988056503+0.035163000955649094i
-0.49372965288180204-0.07893681331029326i,-0.03748758133211958-0.0061544190414250565i
0.3229888825736723-0.38167804917271775i,0.02473215327558926-0.028979775665337448i
0.15952449536879745+0.4738684384830013i,0.012038832357395557+0.03626133461935965i
-0.48805318110607493-0.10864655971464703i,-0.037365931414337306-0.008482027432973084i
0.3454766945427294-0.36144960674102i,0.026665637924435145-0.027666635199078762i
0.13057929883852568+0.4826472886399127i,0.009908322623525121+0.03723795461850839i
-0.48059064432818177-0.1379587070547473i,-0.03709729053272-0.010816740833721139i
0.36670020990213426-0.33989841459057135i,0.028528831837274463-0.02622378541429527i
0.10115623793754888+0.4896598561466742i,0.007703136690768012+0.03808691313241735i
-0.4713693522299696-0.16676598545147137i,-0.03668040172807001-0.013149139184663492i
0.3865817596943469-0.317103340835335i,0.03031301045949845-0.02465504575035559i
0.07136298844102124+0.49488047801585433i,0.005431081893301517+0.038802720157807155i
-0.4604230507829382-0.19496297262935014i,-0.036114619106965166-0.015469679603526906i
0.4050485859798604-0.29314780566210086i,0.03200966169016383-0.02296482278255314i
0.04130858085547934+0.4982900490119899i,0.0031003579335113136+0.03938037281973041i
-0.4477917987524669-0.2224464797168515i,-0.03539991788264086-0.017768736403598686i
0.4220331081000336-0.2681194760484037i,0.03361052535647866-0.021158098017371313i
0.01110300141398246+0.4998760915685495i,0.0007195259183950209+0.03981538281807958i
-0.4335218210999262-0.2491159288733643i,-0.03453690177628459-0.020036641863173874i
0.43747316999329744-0.2421099449390101i,0.03510763195894559-0.019240413038995482i
-0.01914321042629702+0.49963280145047173i,-0.0017025244915762241+0.040103801873601436i
-0.41766533981915743-0.27487372136092825i,-0.03352680772566434-0.022263727570658007i
0.45131226765966437-0.2152143960550501i,0.03649334050989385-0.017217852052574083i
-0.04931936651104604+0.4975610689951735i,-0.004156609690126624+0.04024224504540327i
-0.4002803828263885-0.2996255947137283i,-0.03237150785962262-0.02444036616671662i
0.4634997559411179-0.18753125556244934i,0.03776037529108386-0.015097021881533081i
-0.07931503505995022+0.49366847585429835i,-0.006633288349786067+0.04022791180058903i
-0.3814305716029639-0.32328096769826375i,-0.03107350870887909-0.026557013302068083i
0.47399103386115526-0.1591618318744035i,0.03890186135981569-0.012885029487911015i
-0.10902044479961479+0.48796926724812506i,-0.00912289911583672+0.04005860472593655i
-0.36118488836802876-0.3457532718017873i,-0.029635947635609117-0.02860424962744196i
0.48274770784521925-0.13020994490606558i,0.03991135863748432-0.010589457096026126i
-0.1383268866793143+0.4804842998341744i,-0.011615599614611097+0.03973274578128745i
-0.33961742363321223-0.36696026803590875i,-0.028062586476490195-0.03057282263099062i
0.4897377322247043-0.10078154613821394i,0.040782894419795206-0.008218335010885832i
-0.1671271116994622+0.4712409653807951i,-0.01410140661442845+0.03924939000456599i
-0.3168071050631525-0.38682434789599673i,-0.02635780240617013-0.03245368813802425i
0.494935526510349-0.0709843308803044i,0.041510994153872355-0.005780112233468549i
-0.19531572339692047+0.4602730905250463i,-0.016570237171385914+0.03860823658908434i
-0.2928374086341191-0.4052728173749983i,-0.024526576040408293-0.034238051288292944i
0.49832206900584924-0.04092734415185849i,0.04209071033418876-0.003283624985324i
-0.2227895635508211+0.44762081298172496i,-0.019011950586894328+0.03780963726486718i
-0.2677960531477653-0.42223816299230604i,-0.022574476810440256-0.03591740680727937i
0.49988496641910246-0.01072058162449142i,0.04251764937667261-0.0007380632648251277i
-0.2494480896973807+0.4333304346565544i,-0.021416390999246058+0.03685460192722234i
-0.24177467921796095-0.43765829886412094i,-0.020507645652279388-0.037483578389950825i
0.4996184992163383+0.0195254129150381i,0.04278799633838229+0.0018470644332234602i
-0.27519374307216765+0.41745425220108257i,-0.023773430427645802+0.035744801467506394i
-0.21486851390547626-0.4514767939111421i,-0.01833277506674794-0.038928757018249764i
0.4975236425531567+0.04969995210764418i,0.0428985373588487+0.004461968094063073i
-0.29993230563330986+0.40005036562938123i,-0.026073012084096965+0.03448256777310015i
-0.18717602222780896-0.4636430783720979i,-0.016057086617890532-0.04024553803724589i
0.49360806270587765+0.07969261009014376i,0.04284667970839854+0.00709661470671278i
-0.32357324485909134+0.38118246569693i,-0.028305193766260776+0.03307089087579601i
-0.15879854681947878-0.474112628867368i,-0.013688305949054954-0.04142695681925885i
0.48788608901625957+0.10939362660652321i,0.04263046933864338+0.009740768178482509i
-0.3460300450581273+0.36091960081978536i,-0.030460191142948755+0.0315134132401692i
-0.12983993706147917-0.4828471313354454i,-0.011234635407249248-0.042466522850443354i
0.48037866145225894+0.1386943086833688i,0.04224860584057819+0.012384030476774591i
-0.367220523979664+0.339335924387013i,-0.03252842074328505+0.0298144211959703i
-0.1004061690371135-0.4898146212459569i,-0.008704724377373858-0.04335825208027835i
0.47111325397673376+0.16748742839950037i,0.041700454726560914+0.015015883828377275i
-0.38706713356534483+0.31651042339110785i,-0.034500542460770826+0.02797883353109041i
-0.0706049577050121-0.49498960057612673i,-0.006107637438535528-0.04409669738103223i
0.46012377400453125+0.19566761529414325i,0.040986056963594+0.017625733800833036i
-0.40549724374182405+0.29252662936950236i,-0.03636750138447127+0.02601218727410536i
-0.04054536270861284-0.4983531311225958i,-0.0034528204647775096-0.04467697697164733i
0.44745043831590176+0.2231317419775918i,0.04010613569692571+0.020202953085613654i
-0.4224434082156613+0.26747231271498784i,-0.0381205687714515+0.023920620707861686i
-0.01033738926467212-0.49989290380711915i,-0.0007500648022415398-0.04509480066850502i
0.4331396258803432+0.24977930153319605i,0.039062100114860554+0.022736925798730087i
-0.4378436112978112+0.24143916147374722i,-0.03975138197717105+0.02171085366781816i
0.01990841440861596-0.4996032837225085i,0.001990530336101419-0.04534649383420802i
0.4172437081294775+0.27551277532954044i,0.037856046417816834+0.02521709211109716i
-0.45164149485442795+0.2145224458064561i,-0.04125198316410641+0.019390165191008262i
0.05008136165065438-0.49748533075397483i,0.004758597108441442-0.04542901890476183i
0.39982085730008754+0.30023798989678263i,0.03649075586704127+0.02763299301845166i
-0.4637865645534485+0.18682066934038258i,-0.042614856613082286+0.016966368593353508i
0.08007103242411584-0.49354679570040316i,0.0075435397572161415-0.04533999438539186i
0.38093483354869667+0.3238644615611357i,0.034969689900934964+0.029974315058952542i
-0.4742343746521768+0.158435208688387i,-0.043832964466898564+0.014447784064657201i
0.10976767740488963-0.4878020919097551i,0.010334576632343526-0.04507771121555821i
0.36065475161676097+0.3463057275762804i,0.03329698231956126+0.032230934785713254i
-0.4829466906496264+0.12946994245402804i,-0.04489978074164098+0.011843208881872526i
0.13906261961750616-0.48027224253240186i,0.01312078335305892-0.04464114641458615i
0.3390548279003772+0.367479662539909i,0.03147742855063756+0.034392962801484836i
-0.4898916292083848+0.10003087108045541i,-0.045809323447642034+0.00916188535212676i
0.1678486521462249-0.47098480358541484i,0.015891136930922138-0.04402997393059045i
0.3162141088501255+0.3873087789374513i,0.029516472022981566+0.03645078716352802i
-0.49504377483394496+0.0702257289342813i,-0.046556184669334914+0.006413466607405014i
0.19602043046633585-0.45997376310937205i,0.018634560671394636-0.043244572626989i
0.29221618169498553+0.4057205107131216i,0.027420187686034356+0.03839511596835476i
-0.49838427288450704+0.04016359004403633i,-0.04713555846122802+0.0036079803827668705i
0.22347485795990701-0.44727941678671423i,0.02133996966703466-0.04228603135296938i
0.2671488685489522+0.4226474788305393i,0.025195262726622338+0.040217018928484956i
-0.49990089857087594+0.009954468936036699i,-0.04754326642583179+0.0007557909194145466i
0.25011146320516053-0.4329482204768425i,0.023996316691725503-0.04115615105645653i
0.2411039050197893+0.4380277378510846i,0.02284897454647724+0.04190796775668397i
-0.4995881016939425-0.02029108197156595i,-0.04777578084864299-0.0021324408572320876i
0.2758327676587557-0.4170326202076105i,0.02659263830261719-0.03985744391070995i
0.21417660449607678+0.45180500262761786i,0.020389166076168235+0.043459875177253866i
-0.4974470269560307-0.05046237694318826i,-0.04783024527509561-0.005045798726025775i
0.3005446423854216-0.39959086024537105i,0.029118100954472596-0.03839312943833337i
0.18646550934111428+0.4639288542839621i,0.017824218513001967+0.044865132388864415i
-0.4934855097717779-0.08044900198810367i,-0.04770449242476291-0.007973153959118988i
0.32415665252946296-0.3806867699459584i,0.03156204692999741-0.036767127629319454i
0.15807203027016428+0.47435492472635077i,0.015163021581960754+0.046116644809117785i
-0.487718047593881-0.11014121892826076i,-0.04739705934896641-0.010903209338589659i
0.34658238826751814-0.36038953016664044i,0.033914039889461504-0.03498404906260878i
0.12910007523075742+0.4830450590116097i,0.012414941429942778+0.047207865937471796i
-0.4801657468586405-0.13943036699291828i,-0.04690719974926917-0.01382454422150068i
0.3677397810314284-0.33877342009387157i,0.03616390984347268-0.03304918205359619i
0.09965566914419907+0.489967454977873i,0.009589786274302872+0.04813282918035863i
-0.47085624574546275-0.16820926047043047i,-0.04623489338604222-0.016725660468799388i
0.38755140384397463-0.31591754541334977i,0.038301797354197885-0.0309684768628239i
0.06984656589986155+0.4950967796268472i,0.006697769936953515+0.048886177490204234i
-0.45982361303298475-0.19637258096195054i,-0.0453808525183831-0.019595029048738735i
0.40594475466838453-0.2919055488171567i,0.04031819677257403-0.028748527013926554i
0.03978185402219467+0.4984142618317129i,0.0037494734050501277+0.04946319067862962i
-0.44710822342196593-0.2238172628015695i,-0.04434652532905929-0.02242113712164604i
0.4228525217346704-0.2668253039074033i,0.04220399832216327-0.026396547781452957i
0.009571557453544571+0.4999077610313919i,0.0007558045684588263+0.04985981027331908i
-0.4327566097812114-0.25044287023242007i,-0.04313409630077212-0.02519253540975286i
0.4382128298718187-0.2407685936165586i,0.04395052884422101-0.023920351921659148i
-0.020673767086255873+0.49957181165979114i,-0.002272043707212714+0.050072661797823936i
-0.4168212928572437-0.27615196495844263i,-0.04174648352287603-0.027897885653565407i
0.4519694669443612-0.21383077432130895i,0.0455495910232896-0.02132832273146268i
-0.050843434690032385+0.4974076431474287i,-0.005322637005321712+0.05009907436395609i
-0.39936058907090927-0.3008504627267289i,-0.04018733292071154-0.030526007954867533i
0.4640720895646639-0.1861104268791432i,0.046993500918189754-0.018629384532627833i
-0.08082703732252605+0.49342317542224506i,-0.00838434410665819+0.04993709747729691i
-0.3804383971043086-0.3244479776355099i,-0.03846100941268736-0.03306592780583426i
0.47447640732812135-0.1577089958647242i,0.04827512362953544-0.015832970689684037i
-0.11051484786641791+0.48763298992606674i,-0.011445382881180508+0.04958551496768391i
-0.3601239640590427-0.3468581529077643i,-0.036572585013474664-0.03550692260411329i
0.4831443448970285-0.1287304183262827i,0.049387906942021866-0.012948989281171375i
-0.13979822167648573+0.48005827625278696i,-0.014493867136731047+0.04904385596833956i
-0.3384916320415404-0.36799897691995986i,-0.034527823914651874-0.037838567454820934i
0.4900441813399749-0.09928074342062863i,0.05032591278749257-0.009987786554362556i
-0.1685699941723776+0.4707267546035463i,-0.017517854233424588+0.04831240287945331i
-0.31562056610285505-0.38779308332939777i,-0.032333164587206954-0.040050780062473444i
0.4951506662168406-0.06946774431875086i,0.05108384638323877-0.006960108303705214i
-0.19672487301498306+0.45967257434269265i,-0.020505393268181963+0.047392196264498254i
-0.2915944645285536-0.40616803420182357i,-0.029995698963127676-0.04213386451868891i
0.49844511198456926-0.039400523802265594i,0.0516570829091758-0.003877059322738189i
-0.22415982343120539+0.44693618902576504i,-0.023444573630473826+0.04628503664031062i
-0.2665012525389131-0.4230565851031767i,-0.02752314876601731-0.04407855379525679i
0.49991546238555634-0.009189114994060294i,0.052041691597220927-0.0007500610881555811i
-0.25077444527701054+0.4325642083568414i,-0.026323573727788107+0.04499348313496507i
-0.24043276052035023-0.4383969311853606i,-0.024923839073082328-0.045876050756654005i
0.49955633656837695+0.021055921315712458i,0.05223445711660228+0.0024091921570270204i
-0.2764713404588648+0.41660922761702557i,-0.029130709677597674+0.04352084900057163i
-0.21348438796561764-0.45213293336546023i,-0.022206669202975177-0.04751806751149072i
0.49736904877939264+0.05122390127467663i,0.05223289814963457+0.0055887787466589196i
-0.3011564693689565+0.3991296351882916i,-0.03185448376175164+0.04187119398137925i
-0.1857547543526053-0.4642143237706924i,-0.019381081035729997-0.04899686292845372i
0.4933616035531746+0.08120442302362907i,0.052035283063891116+0.008776596179558097i
-0.32473949502979926+0.38018939887706416i,-0.03448363243924906+0.040049313550882926i
-0.1573453382393756-0.4745968896972462i,-0.01645702488243888-0.05030527814925795i
0.48754866641934147+0.11088777071996236i,0.05164064259852297+0.011960408764950409i
-0.34713411368880126+0.3598578318195013i,-0.03700717371415086+0.0380607250448768i
-0.1283601058961939-0.48324263540980417i,-0.013444923033180959-0.05143676993875529i
0.479951510233016+0.14016531605056104i,0.05104877949463913+0.01512789613230768i
-0.3682583706529583+0.3382093388251633i,-0.039414453657250305+0.03591165073068308i
-0.09890513083359945-0.490119921189626i,-0.010355631122164817-0.05238544172069529i
0.4705979373253041+0.16892991576480648i,0.05026027501226425+0.018266702408064342i
-0.38803496020785677+0.3153231440873427i,-0.04169519188260924+0.033608997865831734i
-0.06908820561888071-0.4952035791223404i,-0.007200397458893079-0.05314607215667668i
0.45952217775869664+0.19707630377289065i,0.04927649228918613+0.021364485857957267i
-0.40639150852341205+0.29128300125651885i,-0.04383952578359182+0.03116033581245291i
-0.03901844740154231-0.4984750052017102i,-0.003990820483414912-0.05371414113550059i
0.44676476405972965+0.224501476374527i,0.04809957651015125+0.024408968790813123i
-0.42326083851102414+0.2661768869379413i,-0.04583805333733187+0.0285738702863198i
-0.00880589859136735-0.49992222741231007i,-0.0007388045123978443-0.05408585305040679i
0.4323723828873346+0.25110506920828657i,0.04673245186805668+0.027387987517565618i
-0.4385812156628909+0.24009667873501264i,-0.04768187429167707+0.025858414831898748i
0.021438875849573547-0.4995399495419661i,0.0025434860493345063-0.05425815725249938i
0.41639770417970273+0.27678972454208645i,0.0451788153122671+0.03028954215808822i
-0.45229657397381257+0.21313781901669276i,-0.04936262955458836+0.02302335962684696i
0.05160519302723196-0.49732957056361826i,0.005843673849852226-0.05422876558005135i
0.39889918840491606+0.30146144756070525i,0.043443127092609043+0.033101846088122576i
-0.46435672111870707+0.1853989656393889i,-0.050872538612734726+0.020078637731098217i
0.08158265716747079-0.49329917951568025i,0.009149216895342429-0.053996166875138404i
0.37994087262072446+0.32502995034646665i,0.041530598121074944+0.03581337481912997i
-0.47471752213497914+0.15698163090154416i,-0.05220443481344935+0.017034688906883984i
0.11126156361721803-0.4874635258996304i,0.012447457825329418-0.05355963841133579i
0.3595921361263975+0.34740898229426814i,0.03944717418675128+0.03841291410536195i
-0.483341060937542+0.12798981005219134i,-0.05335179835246257+0.013902421146834173i
0.14053330031641484-0.47984396570316706i,0.01572567395878421-0.052919254168782744i
0.33792744656426565+0.3685166457517791i,0.03719951707278614+0.04088960707473785i
-0.4901957790754152+0.09852960071297472i,-0.05430878681872739+0.010693170057471259i
0.16929074527154025-0.4704683832464581i,0.018971127907921707-0.05207588990586796i
0.3150260874001084+0.3882756957296988i,0.034794982637435114+0.04323300018332229i
-0.4952565912221112+0.06870881460638888i,-0.055070263157202426+0.007418656255077518i
0.19742865857613426-0.45937108913749725i,0.022171118553167765-0.051031224989924746i
0.29097186777969686+0.4066138225852668i,0.03224159593415647+0.04543308779720137i
-0.4985049769771647+0.038636583011145295i,-0.05563182092066056+0.0040909409398832i
0.2248440675436878-0.4465926947100035i,0.02531303217042313-0.049787740962763734i
0.2658528158232888+0.42346391664452027i,0.029548023458472312+0.04748035521050555i
-0.49992904864284965+0.008422957388528877i,-0.05598980669236389+0.0007223798228789293i
0.2514366435434825-0.4321799634033706i,0.028384393500155026-0.048348716830360336i
0.23976085648048953+0.43876431379489966i,0.02672354262165258+0.049365819913948075i
-0.49952359472804997-0.021821493358718413i,-0.056141339572744246-0.002674424412826325i
0.2771090691603192-0.41618563962854693i,0.03137291654723648-0.04671822107969444i
0.21279147512438684+0.45245902114943526i,0.02377800856333089+0.05108107093483173i
-0.4972900990200823-0.05198608752112796i,-0.05608432763500974-0.006086670927281989i
0.3017673943344923-0.3986682557461293i,0.034266554900629784-0.044901100439348286i
0.1850433681160671+0.4644979219566826i,0.02072181842666881+0.0526183060767159i
-0.4932367351546692-0.08196043563005906i,-0.0558174812668856-0.009501410620673566i
0.3253213801786858-0.3796919178630438i,0.03705355136318179-0.042902965414162754i
0.1566180816182911+0.47483695900652384i,0.017565873230847486+0.05397036689498813i
-0.4873783367039416-0.11163484443577709i,-0.05534032332825063-0.012905596911746647i
0.34768482921357297-0.35932607123170734i,0.039722486683741405-0.040730172637793396i
0.12761963998012052+0.48343829586064846i,0.01432153748617611+0.05513077125332534i
-0.4797363428919312-0.14090071833766976i,-0.05465319606747213-0.01628613719291384i
0.36877590081359646-0.33764524611020824i,0.042262327186734894-0.038389804100439295i
0.09815416505244484+0.4902704553176789i,0.011000596707141557+0.0560937433154773i
-0.47033872013621075-0.16965095679753855i,-0.05375726475245195-0.019629944753637166i
0.3885174107085337-0.31472878501354834i,0.044662471098057155-0.03588964332224941i
0.06832948782755285+0.495308434606218i,0.007615212988063417+0.056854240836849326i
-0.4592198597028091-0.197780346281603i,-0.05265451798587862-0.02292399096088296i
0.4068371134447996-0.29066055235409016i,0.04691279337075782-0.033238148555894874i
0.03825475382397894+0.4985337968842616i,0.004177878814765738+0.057407979631071165i
-0.446420451848937-0.22518594529687874i,-0.051347764687859426-0.026155357483527875i
0.42366796677280094-0.2655286275338009i,0.04900368881943925-0.03044442311447016i
0.008040023660748546+0.49993473871012806i,0.0007013692936621011+0.05775145509794028i
-0.43198733691411023-0.2517674611128627i,-0.049840627742845804-0.029311288346557305i
0.43894837699279676-0.23942498261144224i,0.05092611337854386-0.02751818293320666i
-0.022204129717251636+0.4995061332379891i,-0.0028013070130392323+0.0578819607109081i
-0.41597333390460806-0.27742761678988176i,-0.04813753432163984-0.032379241600797526i
0.4526224243614047-0.21244514572430828i,0.05267162330679253-0.024469721485366122i
-0.05236702568879703+0.497249548979924i,-0.006316958450793567+0.057797603374479124i
-0.3984370471985804-0.3020725071709438i,-0.04624370290303562-0.03534694039462625i
0.4646400677338616-0.18468785149624145i,0.054232412167826094-0.021309872184135544i
-0.08233828099989673+0.4931732440658403i,-0.009832261633914645+0.05749731557449473i
-0.3794426520791747-0.3256119425343098i,-0.04416512703348593-0.03820242323581776i
0.4749573276931382-0.15625467971128407i,0.055601345425681264-0.018049968413256803i
-0.11200821371912856+0.48729213602226135i,-0.013333813598665723+0.05698086425731611i
-0.35905965988054367-0.3479597786491683i,-0.041908555876781904-0.04093409323419041i
0.48353644749572905-0.12724968357526462i,0.0567719925030201-0.014701801339482344i
-0.14126824462643583+0.47962774718058165i,-0.016808184538343363+0.05624885638717464i
-0.33736266360619294-0.36903423202654845i,-0.039481471619281415-0.04353076611918262i
0.49034603124513004-0.09777900892572183i,0.057738656159906095-0.011277575669704212i
