signal_1,signal_2,signal_3
-0.46955417122776894+0.1718076847253056i,-0.049464754393778614+0.01787677486706247i,-0.026984932237513193+0.009642367804895576i
0.2268900480668439+0.4455566324789726i,0.023076894860140175+0.04569665151471419i,0.012403625753444314+0.025092631234374285i
0.4151231743343376-0.2786953424030953i,0.04145103334223124-0.027652431888603692i,0.02271218175449613-0.014779452443072648i
-0.3264788540204916-0.378693617032776i,-0.03151591797340918-0.03679777072162169i,-0.01698690773573174-0.02006157187657218i
-0.33679896646741986+0.36954830627984075i,-0.031796513762554365+0.03466411389593765i,-0.017429631692568722+0.018850119486648966i
0.4072788942586787+0.29004063222871496i,0.037120735995491705+0.02657515869391894i,0.020130716079258818+0.014718269227666102i
0.23909203172791757-0.43912711198048215i,0.021272791195284635-0.03885782751774348i,0.011759101977583468-0.02097808097295569i
-0.4646371912466722-0.1846894539313474i,-0.03984889462188832-0.015961324595425045i,-0.021612269532633323-0.008752475754769933i
-0.12762313813936507+0.48343777414901656i,-0.010696671910819853+0.040141958526950315i,-0.005956260920440643+0.0219047166036818i
0.49525519231377507+0.06871397310340735i,0.03980732804712402+0.005588240934782351i,0.021671597692306976+0.003280725247171995i
0.008810370711566318-0.4999195123413962i,0.0007484369864068018-0.038867328443801016i,0.0005729363069318032-0.02107166860652207i
-0.4973680843911147+0.0512215223237154i,-0.037342952389202926+0.0037756339857966783i,-0.020321659565931526+0.001999227445874149i
0.1105107827437572+0.4876342764755092i,0.00795602712652163+0.03531686435671677i,0.004221350199269917+0.01933082127142143i
0.4708568949526149-0.1682037592659389i,0.03288667106222339-0.011722743348145909i,0.017958881735990723-0.0061867904280017046i
-0.2234703102266168-0.4472785921936382i,-0.01500750479832537-0.03010324615449933i,-0.00804360930782081-0.016362238338909676i
-0.41724480999654157+0.27551050720358694i,-0.027011519081700425+0.01780206565723261i,-0.014742813297976212+0.009663761816214i
0.3235695998254809+0.3811856161368889i,0.020116928179664963+0.02370437761626914i,0.01088102923527789+0.013033491236332713i
0.33962003831482096-0.3669553248105113i,0.020281827991057676-0.021927930585815315i,0.011122962715757691-0.01179659023513865i
-0.40504492986006163-0.29314871109833496i,-0.023213552518908918-0.016798066645970212i,-0.012556605893071058-0.009151855880115632i
-0.24244754416734712+0.4372857557789308i,-0.013297076258458627+0.02400376574723365i,-0.007295265990921449+0.013071745160601729i
0.46320972200311894+0.18824526671066644i,0.024343625461524156+0.009858417733150484i,0.013220607128411844+0.005495760119621708i
0.13132260118484262-0.48244348443308827i,0.006562461466388333-0.02424738547946777i,0.0036575048805303316-0.01310887229458423i
-0.49471374209791247-0.07250233370368286i,-0.023729906366309027-0.0034461239682931177i,-0.012876969064046147-0.0018947671235949957i
-0.012638234063751141+0.4998400499454524i,-0.0005338252553264718+0.02284690543275435i,-0.0003473595125650759+0.012466332521258354i
0.4977464480258642-0.047408112521983674i,0.021663553672726543-0.0021239579822281782i,0.011790962921629908-0.0010422414315507367i
-0.10677219463652124-0.4884636790242761i,-0.00447950733362201-0.02021594501983779i,-0.0023632977342897235-0.010952797239786701i
