index,particle,x,y,z,active,cell_id,group
8023,1H,12.95,24.17,28.52,false,0,none
8024,12C,20.68,4.309999999999999,50.89,false,0,none
8025,1H,21.02,4.5600000000000005,49.86,false,0,none
8026,1H,20.11,5.169999999999997,51.300000000000004,false,0,none
8027,16O,21.7,3.940000000000001,51.8,false,0,none
8028,1H,21.31,3.5400000000000023,52.58,false,0,none
8029,12C,19.7,3.229999999999998,50.77,false,0,none
8030,1H,19.39,2.8200000000000003,51.75,false,0,none
8031,16O,20.37,2.1900000000000017,49.94,false,0,none
8032,1H,20.57,1.5000000000000009,50.58,false,0,none
8033,12C,18.44,3.7199999999999993,50.16,false,0,none
8034,1H,17.95,4.5200000000000005,50.75,false,0,none
8035,1H,18.65,4.080000000000003,49.12,false,0,none
8036,16O,17.46,2.71,50.02,false,0,none
8037,1H,17.94,1.8699999999999986,49.96,false,0,none
8038,12C,28.64,50.07000000000001,6.300000000000001,false,0,none
8039,1H,27.540000000000003,49.94,6.320000000000003,false,0,none
8040,1H,29.06,49.56,7.19,false,0,none
8041,16O,29.08,51.41,6.380000000000001,false,0,none
8042,1H,29.51,51.49999999999999,7.219999999999998,false,0,none
8043,12C,29.29,49.22,5.2299999999999995,false,0,none
8044,1H,30.29,49.71,5.1499999999999995,false,0,none
8045,16O,28.75,49.5,3.9099999999999997,false,0,none
8046,1H,29.5,50.00999999999999,3.609999999999999,false,0,none
8047,12C,29.52,47.75000000000001,5.400000000000002,false,0,none
8048,1H,30.46,47.48,4.860000000000001,false,0,none
8049,1H,29.72,47.37,6.42,false,0,none
8050,16O,28.51,46.84,4.870000000000001,false,0,none
8051,1H,28.08,47.25,4.119999999999998,false,0,none
8052,12C,50.25,20.68,22.699999999999996,false,0,none
8053,1H,49.96,21.45,21.95,false,0,none
8054,1H,50.13,21.09,23.73,false,0,none
8055,16O,51.62,20.46,22.54,false,0,none
8056,1H,51.76,20.65,21.61,false,0,none
8057,12C,49.46,19.36,22.499999999999996,false,0,none
8058,1H,50.11,18.61,23.01,false,0,none
8059,16O,49.53,19.08,21.08,false,0,none
8060,1H,50.43,18.76,20.92,false,0,none
8061,12C,48.1,19.38,23.06,false,0,none
8062,1H,48.150000000000006,19.8,24.090000000000003,false,0,none
8063,1H,47.51,20.04,22.37,false,0,none
8064,16O,47.45,18.07,23.06,false,0,none
8065,1H,47.16,17.94,23.97,false,0,none
8066,12C,44.52,12.09,25.06,false,0,none
8067,1H,45.54,11.69,24.88,false,0,none
8068,1H,44.58,13.04,25.63,false,0,none
8069,16O,43.73,11.11,25.67,false,0,none
8070,1H,43.81,11.17,26.62,false,0,none
8071,12C,43.81,12.45,23.74,false,0,none
8072,1H,42.72,12.310000000000002,23.91,false,0,none
8073,16O,44.19,11.55,22.68,false,0,none
8074,1H,45.02,11.13,22.92,false,0,none
8075,12C,44.01,13.91,23.36,false,0,none
8076,1H,43.55,14.28,22.41,false,0,none
8077,1H,43.58,14.48,24.2,false,0,none
8078,16O,45.36999999999999,14.21,23.39,false,0,none
8079,1H,45.67,14.06,22.49,false,0,none
8080,12C,31.05,32.67,50.16,false,0,none
8081,1H,30.1,32.17,50.440000000000005,false,0,none
8082,1H,31.550000000000004,32.63,51.16,false,0,none
8083,16O,30.73,33.98,49.70000000000001,false,0,none
8084,1H,31.13,34.6,50.31,false,0,none
8085,12C,31.88,31.87,49.17999999999999,false,0,none
8086,1H,32.61,32.54,48.69,false,0,none
8087,16O,31.020000000000003,31.37,48.13,false,0,none
8088,1H,30.25,31.05,48.61000000000001,false,0,none
8089,12C,32.61,30.75,49.96,false,0,none
8090,1H,33.26,30.129999999999995,49.3,false,0,none
8091,1H,33.21,31.23,50.76,false,0,none
8092,16O,31.719999999999995,29.9,50.65,false,0,none
8093,1H,31.97,28.97,50.59,false,0,none
8094,12C,16.79,13.06,12.48,false,0,none
8095,1H,16.91,13.81,13.3,false,0,none
8096,1H,17.32,12.2,12.94,false,0,none
8097,16O,17.5,13.46,11.31,false,0,none
8098,1H,17.13,14.29,11.000000000000002,false,0,none
8099,12C,15.38,12.63,12.3,false,0,none
8100,1H,15.26,12.04,11.36,false,0,none
8101,16O,14.62,13.84,12.24,false,0,none
8102,1H,13.96,13.8,11.55,false,0,none
8103,12C,14.87,11.74,13.439999999999998,false,0,none
8104,1H,13.84,11.38,13.23,false,0,none
8105,1H,15.53,10.84,13.53,false,0,none
8106,16O,15.030000000000001,12.23,14.71,false,0,none
8107,1H,14.2,12.68,14.89,false,0,none
8108,12C,36.16,15.68,14.979999999999999,false,0,none
8109,1H,36.02,16.74,15.279999999999998,false,0,none
8110,1H,36.51,15.05,15.83,false,0,none
8111,16O,37.05,15.65,13.8,false,0,none
8112,1H,37.61,14.87,13.85,false,0,none
8113,12C,34.79,15.22,14.55,false,0,none
8114,1H,34.06,15.659999999999998,15.26,false,0,none
8115,16O,34.68,13.83,14.49,false,0,none
8116,1H,34.12,13.66,15.25,false,0,none
8117,12C,34.45,15.58,13.13,false,0,none
8118,1H,34.75,16.64,12.990000000000002,false,0,none
8119,1H,34.93,14.94,12.36,false,0,none
8120,16O,33.06,15.52,12.85,false,0,none
8121,1H,32.85,14.77,12.29,false,0,none
8122,12C,54.26,46.28,45.36,false,0,none
8123,1H,53.41,46.83,44.92,false,0,none
8124,1H,55.2,46.15,44.79,false,0,none
8125,16O,53.84,44.91,45.53,false,0,none
8126,1H,52.88,44.93,45.62,false,0,none
8127,12C,54.77,46.84,46.7,false,0,none
8128,1H,54.96,45.98,47.39,false,0,none
8129,16O,53.64,47.64,47.2,false,0,none
8130,1H,53.38,47.3,48.05,false,0,none
8131,12C,55.99,47.71999999999999,46.56,false,0,none
8132,1H,56.7,47.22,45.87,false,0,none
8133,1H,55.76,48.77,46.260000000000005,false,0,none
8134,16O,56.57000000000001,47.87,47.86,false,0,none
8135,1H,56.57000000000001,48.779999999999994,48.150000000000006,false,0,none
8136,12C,33.78,22.69,18.720000000000002,false,0,none
8137,1H,33.13,22.59,17.82,false,0,none
8138,1H,34.36,21.739999999999995,18.73,false,0,none
8139,16O,32.95,22.79,19.880000000000003,false,0,none
8140,1H,32.7,23.72,19.89,false,0,none
8141,12C,34.72,23.859999999999996,18.55,false,0,none
8142,1H,34.98,24.23,19.57,false,0,none
8143,16O,34.02,24.95,17.95,false,0,none
8144,1H,33.76,25.46,18.720000000000002,false,0,none
8145,12C,36.08,23.57,17.99,false,0,none
8146,1H,36.58,24.56,17.93,false,0,none
8147,1H,36.76,23,18.65,false,0,none
8148,16O,36.03,22.94,16.69,false,0,none
8149,1H,36,23.659999999999997,16.06,false,0,none
8150,12C,22.63,33.73,32.37,false,0,none
8151,1H,21.570000000000004,33.66,32.69,false,0,none
8152,1H,23.28,32.92,32.77,false,0,none
8153,16O,23.06,34.99,32.87,false,0,none
8154,1H,24,34.91,32.71,false,0,none
8155,12C,22.72,33.71,30.86,false,0,none
8156,1H,22.21,32.81,30.47,false,0,none
8157,16O,24.11,33.62,30.49,false,0,none
8158,1H,24.26,32.71,30.22,true,0,none
8159,12C,22.26,35,30.07,false,0,none
8160,1H,21.59,35.62,30.71,false,0,none
8161,1H,23.14,35.58,29.72,false,0,none
8162,16O,21.5,34.58,28.94,false,0,none
8163,1H,22.02,34.65,28.13,false,0,none
8164,12C,12.59,40.69,19.84,false,0,none
8165,1H,13.21,41.51,20.26,false,0,none
8166,1H,11.7,40.67,20.5,false,0,none
8167,16O,13.28,39.4,19.95,false,0,none
8168,1H,12.63,38.76,19.69,false,0,none
8169,12C,12.18,40.94,18.4,false,0,none
8170,1H,11.48,41.79,18.32,false,0,none
8171,16O,11.39,39.84,17.98,false,0,none
8172,1H,10.46,40.07,17.86,false,0,none
8173,12C,13.339999999999998,41.25000000000001,17.52,false,0,none
8174,1H,13.08,41.33,16.44,false,0,none
8175,1H,13.719999999999999,42.23,17.88,false,0,none
8176,16O,14.350000000000001,40.26,17.57,false,0,none
8177,1H,14.2,39.69,18.32,false,0,none
8178,12C,32.95,28.95,26.77,false,0,none
8179,1H,32.36,29.630000000000003,27.41,true,0,none
8180,1H,32.87,27.870000000000005,27.04,true,0,none
8181,16O,34.4,29.18,26.95,false,0,none
8182,1H,34.6,30.060000000000002,27.28,false,0,none
8183,12C,32.47,29.199999999999996,25.319999999999997,false,0,none
8184,1H,31.41,28.86,25.24,true,0,none
8185,16O,33.17,28.38,24.48,false,0,none
8186,1H,34.03,28.61,24.83,false,0,none
8187,12C,32.54,30.62,24.91,false,0,none
8188,1H,32.22,31.24,25.77,false,0,none
8189,1H,33.56,30.98,24.66,false,0,none
8190,16O,31.56,30.94,23.9,false,0,none
8191,1H,30.73,31.25,24.26,true,0,none
8192,12C,30.359999999999996,27.1,46.02,false,0,none
8193,1H,29.95,26.52,45.16,false,0,none
8194,1H,30.48,28.169999999999998,45.74,false,0,none
8195,16O,31.67,26.610000000000003,46.31,false,0,none
8196,1H,32.17,27.42,46.43,false,0,none
8197,12C,29.47,26.909999999999997,47.23,false,0,none
8198,1H,28.48,27.340000000000003,46.99,false,0,none
8199,16O,29.98,27.63,48.36,false,0,none
8200,1H,30.67,27.06,48.7,false,0,none
8201,12C,29.37,25.42,47.62,false,0,none
8202,1H,29.34,24.77,46.72,false,0,none
8203,1H,30.28,25.020000000000003,48.1,false,0,none
8204,16O,28.21,25.19,48.43,false,0,none
8205,1H,28.239999999999995,25.72,49.23,false,0,none
8206,12C,55.5,26.89,24.56,false,0,none
8207,1H,56.19,27.4,23.85,false,0,none
8208,1H,55.83,27.28,25.549999999999997,false,0,none
8209,16O,55.72,25.51,24.53,false,0,none
8210,1H,55.13,25.19,25.220000000000002,false,0,none
8211,12C,54.04,27.3,24.389999999999997,false,0,none
8212,1H,53.96,28.39,24.57,false,0,none
8213,16O,53.23,26.6,25.34,false,0,none
8214,1H,52.95,27.22,26.01,false,0,none
8215,12C,53.5,27.140000000000004,23,false,0,none
8216,1H,53.91,27.89,22.299999999999997,false,0,none
8217,1H,53.52,26.08,22.66,false,0,none
8218,16O,52.09,27.52,23,false,0,none
8219,1H,51.68,26.74,23.39,false,0,none
8220,12C,0.7799999999999994,39.94,10.18,false,0,none
8221,1H,1.220000000000002,40.82000000000001,10.7,false,0,none
8222,1H,1.6100000000000017,39.2,10.1,false,0,none
8223,16O,0.4100000000000017,40.14,8.79,false,0,none
8224,1H,-0.10000000000000171,39.34,8.640000000000002,false,0,none
8225,12C,-0.3700000000000018,39.23,10.99,false,0,none
8226,1H,-1.0199999999999985,38.6,10.35,false,0,none
8227,16O,-1.2600000000000018,40.27,11.4,false,0,none
8228,1H,-1.460000000000001,39.989999999999995,12.3,false,0,none
8229,12C,0.15999999999999945,38.46,12.18,false,0,none
8230,1H,-0.6299999999999988,38.21,12.92,false,0,none
8231,1H,0.6900000000000007,37.57,11.780000000000001,false,0,none
8232,16O,1.1200000000000003,39.2,12.92,false,0,none
8233,1H,0.8500000000000001,40.11,12.87,false,0,none
8234,12C,22.51,17.45,38.25,false,0,none
8235,1H,21.52,17.93,38.43999999999999,false,0,none
8236,1H,23.260000000000005,18.23,38,false,0,none
8237,16O,22.28,16.64,37.1,false,0,none
8238,1H,21.66,15.95,37.38,false,0,none
8239,12C,22.84,16.67,39.52,false,0,none
8240,1H,23.560000000000002,15.91,39.129999999999995,false,0,none
8241,16O,21.7,16.06,40.07,false,0,none
8242,1H,21.35,16.7,40.7,false,0,none
8243,12C,23.65,17.49,40.45000000000001,false,0,none
8244,1H,24.45,18.05,39.92,false,0,none
8245,1H,23.029999999999998,18.27,40.95,false,0,none
8246,16O,24.24,16.64,41.46,false,0,none
8247,1H,25.03,17.1,41.74,false,0,none
8248,12C,6.920000000000001,30.04,12.24,false,0,none
8249,1H,5.990000000000001,30.07,12.85,false,0,none
8250,1H,7.66,29.660000000000004,12.98,false,0,none
8251,16O,7.47,31.24,11.69,false,0,none
8252,1H,8.4,31.020000000000003,11.81,false,0,none
8253,12C,6.830000000000002,29.04,11.13,false,0,none
8254,1H,7.58,29.32,10.36,false,0,none
8255,16O,5.549999999999998,29.14,10.45,false,0,none
8256,1H,5.1499999999999995,28.269999999999996,10.51,false,0,none
8257,12C,7.04,27.59,11.61,false,0,none
8258,1H,7.759999999999998,27.540000000000003,12.459999999999999,false,0,none
8259,1H,6.19,27.01,12.029999999999998,false,0,none
8260,16O,7.679999999999998,26.83,10.49,false,0,none
8261,1H,8.42,26.32,10.84,false,0,none
8262,12C,51.099999999999994,3.7100000000000004,47.9,false,0,none
8263,1H,51.24,2.8100000000000014,47.27,false,0,none
8264,1H,50.03,4.010000000000002,47.84,false,0,none
8265,16O,51.86999999999999,4.769999999999999,47.27,false,0,none
8266,1H,52.65,4.280000000000002,46.99,false,0,none
8267,12C,51.46999999999999,3.4499999999999993,49.36,false,0,none
8268,1H,51.52,4.480000000000001,49.76,false,0,none
8269,16O,52.75,2.9099999999999993,49.54999999999999,false,0,none
8270,1H,53.08,3.550000000000001,50.19,false,0,none
8271,12C,50.48,2.6300000000000003,50.15,false,0,none
8272,1H,50.82,2.6300000000000003,51.21,false,0,none
8273,1H,49.42,2.94,50.00999999999999,false,0,none
8274,16O,50.50000000000001,1.2799999999999996,49.54,false,0,none
8275,1H,51.24,0.8000000000000014,49.91,false,0,none
8276,12C,8.61,30.129999999999995,34.83,false,0,none
8277,1H,9.05,30.2,33.81,false,0,none
8278,1H,8.43,29.07,35.09,false,0,none
8279,16O,7.260000000000002,30.590000000000003,34.83,false,0,none
8280,1H,7.100000000000002,30.74,33.89,false,0,none
8281,12C,9.52,30.82,35.86,false,0,none
8282,1H,8.82,30.96,36.71,false,0,none
8283,16O,9.87,32.15,35.32,false,0,none
8284,1H,10.06,32.68,36.1,false,0,none
8285,12C,10.75,30.060000000000002,36.22,false,0,none
8286,1H,10.55,28.97,36.39,false,0,none
8287,1H,11.41,30.1,35.33,false,0,none
8288,16O,11.52,30.46,37.39,false,0,none
8289,1H,12.44,30.18,37.35,false,0,none
8290,12C,25.74,7.570000000000001,29.58,false,0,none
8291,1H,24.76,7.910000000000003,29.97,false,0,none
8292,1H,25.52,6.950000000000002,28.69,false,0,none
8293,16O,26.35,6.73,30.55,false,0,none
8294,1H,25.749999999999996,6.7200000000000015,31.289999999999996,false,0,none
8295,12C,26.62,8.780000000000001,29.38,false,0,none
8296,1H,27.7,8.539999999999997,29.28,false,0,none
8297,16O,26.32,9.67,30.43,false,0,none
8298,1H,27.16,9.690000000000003,30.9,false,0,none
8299,12C,26.149999999999995,9.429999999999998,28.13,false,0,none
8300,1H,26.31,8.81,27.22,false,0,none
8301,1H,25.1,9.770000000000001,28.239999999999995,false,0,none
8302,16O,26.95,10.56,27.91,false,0,none
8303,1H,26.83,11.07,28.71,false,0,none
8304,12C,34.34,49.03,19.8,false,0,none
8305,1H,34.17,50.12,19.63,false,0,none
8306,1H,35.37,48.77,19.46,false,0,none
8307,16O,33.43,48.37,18.950000000000003,false,0,none
8308,1H,33.11,48.87,18.19,false,0,none
8309,12C,34.08,48.68,21.23,false,0,none
8310,1H,33.91,47.59,21.32,false,0,none
8311,16O,32.94,49.35,21.64,false,0,none
8312,1H,32.26,48.68,21.770000000000003,false,0,none
8313,12C,35.26,48.88,22.21,false,0,none
8314,1H,34.92,49.03,23.25,false,0,none
8315,1H,36.02,48.07,22.19,false,0,none
8316,16O,35.95,50.09,21.83,false,0,none
8317,1H,35.26,50.75,21.78,false,0,none
8318,12C,35.25,17.29,8.02,false,0,none
8319,1H,34.72,18.17,7.58,false,0,none
8320,1H,36.32,17.33,7.730000000000001,false,0,none
8321,16O,34.8,16.13,7.279999999999999,false,0,none
8322,1H,35.46,15.45,7.249999999999998,false,0,none
8323,12C,34.97,17.16,9.46,false,0,none
8324,1H,35.5,18.02,9.92,false,0,none
8325,16O,35.51,15.95,10.03,false,0,none
8326,1H,36.36,16.26,10.35,false,0,none
8327,12C,33.49,17.41,9.86,false,0,none
8328,1H,32.93,18.21,9.33,false,0,none
8329,1H,32.93,16.46,9.69,false,0,none
8330,16O,33.45,17.83,11.19,false,0,none
8331,1H,33.36,17.02,11.71,false,0,none
8332,12C,41.6,12.91,30.41,false,0,none
8333,1H,41.04,13.6,31.08,false,0,none
8334,1H,41.3,13.03,29.35,false,0,none
8335,16O,41.34,11.48,30.73,false,0,none
8336,1H,41.24,10.96,29.929999999999996,false,0,none
8337,12C,43.09,13.05,30.54,false,0,none
8338,1H,43.65,12.15,30.2,false,0,none
8339,16O,43.46,13.239999999999998,31.93,false,0,none
8340,1H,44.04,12.53,32.21,false,0,none
8341,12C,43.71,14.16,29.660000000000004,false,0,none
8342,1H,43.03,14.250000000000002,28.79,false,0,none
8343,1H,43.82,15.12,30.21,false,0,none
8344,16O,45.02,13.68,29.199999999999996,false,0,none
8345,1H,45.67,14.07,29.79,false,0,none
8346,12C,32.42,31.71,1.7199999999999982,false,0,none
8347,1H,31.5,31.24,2.120000000000001,false,0,none
8348,1H,33.21,30.94,1.810000000000001,false,0,none
8349,16O,32.82,32.8,2.569999999999998,false,0,none
8350,1H,32.08,33.41,2.5900000000000003,false,0,none
8351,12C,32.34,32.14,0.2200000000000013,false,0,none
8352,1H,32.99,33.04,0.18000000000000144,false,0,none
8353,16O,31.07,32.54,-0.23000000000000023,false,0,none
8354,1H,30.95,31.93,-0.9600000000000007,false,0,none
8355,12C,33.01,31.26,-0.7600000000000015,false,0,none
8356,1H,33.13,31.8,-1.730000000000001,false,0,none
8357,1H,34.04,30.990000000000002,-0.46000000000000046,false,0,none
8358,16O,32.25,30.060000000000002,-0.9799999999999986,false,0,none
8359,1H,32.57,29.529999999999998,-1.7099999999999993,false,0,none
8360,12C,1.9200000000000015,25.76,4.320000000000001,false,0,none
8361,1H,2.67,25.44,3.569999999999999,false,0,none
8362,1H,1.5700000000000018,24.81,4.780000000000002,false,0,none
8363,16O,0.7700000000000005,26.4,3.7500000000000004,false,0,none
8364,1H,0.23999999999999916,25.61,3.670000000000001,false,0,none
8365,12C,2.609999999999998,26.85,5.079999999999999,false,0,none
8366,1H,3.229999999999998,26.24,5.77,false,0,none
8367,16O,1.7999999999999978,27.59,5.980000000000002,false,0,none
8368,1H,1.0599999999999983,27.75,5.400000000000002,false,0,none
8369,12C,3.6799999999999997,27.66,4.339999999999999,false,0,none
8370,1H,4.41,27.109999999999996,3.7000000000000015,false,0,none
8371,1H,3.2199999999999993,28.43,3.7000000000000015,false,0,none
8372,16O,4.529999999999999,28.2,5.330000000000001,false,0,none
8373,1H,4.820000000000002,27.55,5.980000000000002,false,0,none
8374,12C,37.68,12.43,6.260000000000001,false,0,none
8375,1H,37.78,13.15,5.42,false,0,none
8376,1H,38.51,11.69,6.320000000000003,false,0,none
8377,16O,36.5,11.74,6.100000000000001,false,0,none
8378,1H,35.89,12.32,6.560000000000002,false,0,none
8379,12C,37.73,13.27,7.4899999999999975,false,0,none
8380,1H,37.89,12.57,8.340000000000002,false,0,none
8381,16O,36.5,14.019999999999998,7.559999999999999,false,0,none
8382,1H,36.09,13.76,8.39,false,0,none
8383,12C,38.89,14.26,7.500000000000001,false,0,none
8384,1H,39.64,13.870000000000001,6.779999999999999,false,0,none
8385,1H,38.65,15.279999999999998,7.12,false,0,none
8386,16O,39.44,14.36,8.780000000000001,false,0,none
8387,1H,39.85,15.23,8.780000000000001,false,0,none
8388,12C,17.79,34.78,34.17,false,0,none
8389,1H,17.54,35.84,34.38,false,0,none
8390,1H,17.32,34.2,35,false,0,none
8391,16O,19.19,34.45,34.27,false,0,none
8392,1H,19.59,35.15,33.74,false,0,none
8393,12C,17.27,34.33,32.85,false,0,none
8394,1H,17.64,33.3,32.66,false,0,none
8395,16O,17.88,35.07,31.8,false,0,none
8396,1H,18.32,34.38,31.31,false,0,none
8397,12C,15.75,34.31,32.7,false,0,none
8398,1H,15.32,33.9,33.64,false,0,none
8399,1H,15.35,35.33,32.53,false,0,none
8400,16O,15.44,33.46,31.58,false,0,none
8401,1H,14.81,34,31.08,false,0,none
8402,12C,53.419999999999995,13.74,27.69,false,0,none
8403,1H,53.04,13.439999999999998,26.69,false,0,none
8404,1H,53.49,14.85,27.6,false,0,none
8405,16O,54.7,13.1,27.9,false,0,none
8406,1H,54.61,12.32,27.340000000000003,false,0,none
8407,12C,52.47,13.35,28.85,false,0,none
8408,1H,53.11,13.23,29.75,false,0,none
8409,16O,51.8,12.09,28.61,false,0,none
8410,1H,51.25,12.029999999999998,29.38,false,0,none
8411,12C,51.42,14.46,29.199999999999996,false,0,none
8412,1H,51.96000000000001,15.38,29.49,false,0,none
8413,1H,50.78,14.61,28.300000000000004,false,0,none
8414,16O,50.72,13.94,30.359999999999996,false,0,none
8415,1H,50.07000000000001,14.62,30.55,false,0,none
8416,12C,2.7300000000000018,11.57,40.28,false,0,none
8417,1H,3.820000000000001,11.780000000000001,40.21,false,0,none
8418,1H,2.329999999999999,12.06,41.18999999999999,false,0,none
8419,16O,2.36,10.2,40.35999999999999,false,0,none
8420,1H,1.3999999999999992,10.31,40.38999999999999,false,0,none
8421,12C,2.0400000000000014,12.2,39.09,false,0,none
8422,1H,2.3100000000000014,13.28,39.09,false,0,none
8423,16O,0.610000000000001,12.1,39.23,false,0,none
8424,1H,0.30999999999999994,12.62,38.48,false,0,none
8425,12C,2.4799999999999995,11.53,37.8,false,0,none
8426,1H,3.579999999999998,11.4,37.86,false,0,none
8427,1H,2.0100000000000002,10.53,37.66,false,0,none
8428,16O,2.289999999999999,12.38,36.67,false,0,none
8429,1H,1.8199999999999998,11.84,36.02,false,0,none
8430,16O,41.449999999999996,42.94,10.48,false,0,none
8431,1H,40.72,43.07999999999999,9.88,false,0,none
8432,1H,41.49,43.739999999999995,11.000000000000002,false,0,none
8433,16O,23.52,3.820000000000001,49.6,false,0,none
8434,1H,24.26,3.3900000000000015,50.03,false,0,none
8435,1H,22.86,3.890000000000002,50.29,false,0,none
8436,16O,45.25,31.289999999999996,30.76,false,0,none
8437,1H,44.85,31.67,31.54,false,0,none
8438,1H,45.15,31.97,30.09,false,0,none
8439,16O,12.79,3.1799999999999993,21.66,false,0,none
8440,1H,13.41,3.799999999999999,22.04,false,0,none
8441,1H,12.410000000000002,3.6399999999999997,20.91,false,0,none
8442,16O,20.53,23.560000000000002,2.380000000000002,false,0,none
8443,1H,20.210000000000004,22.84,2.930000000000001,false,0,none
8444,1H,20.9,23.130000000000003,1.6100000000000017,false,0,none
8445,16O,6.009999999999999,36.9,1.3500000000000005,false,0,none
8446,1H,6.779999999999999,37.12,1.8599999999999997,false,0,none
8447,1H,5.509999999999998,37.72,1.2899999999999987,false,0,none
8448,16O,52.9,33.53,45.26,false,0,none
8449,1H,53.6,32.88,45.2,false,0,none
8450,1H,52.89,33.79,46.18,false,0,none
8451,16O,51.26,51.91,16.01,false,0,none
8452,1H,50.85,52.28,16.79,false,0,none
8453,1H,51.78,51.18,16.34,false,0,none
8454,16O,4.809999999999999,16.73,22.56,false,0,none
8455,1H,4.1000000000000005,16.63,23.19,false,0,none
8456,1H,4.980000000000001,15.84,22.25,false,0,none
8457,16O,30.65,51.65,28.06,false,0,none
8458,1H,31.56,51.75,27.76,false,0,none
8459,1H,30.390000000000004,50.78,27.77,false,0,none
8460,16O,50.59,9.82,30.58,false,0,none
8461,1H,50.77,9.230000000000002,29.85,false,0,none
8462,1H,50.69,9.280000000000001,31.36,false,0,none
8463,16O,4.5200000000000005,13.05,44.84,false,0,none
8464,1H,4.469999999999998,12.5,44.06,false,0,none
8465,1H,3.609999999999999,13.139999999999999,45.13,false,0,none
8466,16O,20.45,38.08,36.88,false,0,none
8467,1H,20.82,37.66,36.1,false,0,none
8468,1H,21.05,37.84,37.59,false,0,none
8469,16O,3.3699999999999997,14.65,11.69,false,0,none
8470,1H,3.3799999999999986,14.29,10.800000000000002,false,0,none
8471,1H,4.210000000000001,14.38,12.06,false,0,none
8472,16O,27.29,4.860000000000001,49.13,false,0,none
8473,1H,27.28,4.459999999999999,48.26,false,0,none
8474,1H,26.74,4.3,49.67000000000001,false,0,none
8475,16O,2.700000000000001,49.52,25.29,false,0,none
8476,1H,2.7300000000000018,50.08,26.07,false,0,none
8477,1H,2.679999999999999,50.13,24.56,false,0,none
8478,16O,20.34,52.81,39.06,false,0,none
8479,1H,20.06,52.51,38.2,false,0,none
8480,1H,21.28,52.94,38.98,false,0,none
8481,16O,12.58,26.25,12.77,false,0,none
8482,1H,12.68,25.41,12.32,false,0,none
8483,1H,13.36,26.75,12.510000000000002,false,0,none
8484,16O,52.589999999999996,48.02,42.84,false,0,none
8485,1H,51.75,48.31,42.480000000000004,false,0,none
8486,1H,53.190000000000005,48.76,42.67,false,0,none
8487,16O,54.06,54.11,26.75,false,0,none
8488,1H,54.06,54.43,25.85,false,0,none
8489,1H,53.45000000000001,54.7,27.21,false,0,none
8490,16O,18.15,40.38999999999999,46.08,false,0,none
8491,1H,17.94,41.15999999999999,45.55,false,0,none
8492,1H,17.6,39.7,45.71,false,0,none
8493,16O,32.1,25.67,9.29,false,0,none
8494,1H,32.1,25.52,10.23,false,0,none
8495,1H,31.42,25.08,8.960000000000003,false,0,none
8496,16O,48.72,47.64,24.15,false,0,none
8497,1H,49.410000000000004,47.05,24.46,false,0,none
8498,1H,48.1,47.68999999999999,24.87,false,0,none
8499,16O,28.35,38.53000000000001,3.0500000000000007,false,0,none
8500,1H,28.91,38.14,2.3699999999999988,false,0,none
8501,1H,28.77,38.27,3.87,false,0,none
8502,16O,26.2,28.01,51.97,false,0,none
8503,1H,25.44,27.43,51.89,false,0,none
8504,1H,26.13,28.38,52.85,false,0,none
8505,16O,22.15,13.06,46.19,false,0,none
8506,1H,22.38,13.870000000000001,45.73,false,0,none
8507,1H,21.33,13.26,46.64,false,0,none
8508,16O,36.42,15.53,35.3,false,0,none
8509,1H,37.33,15.77,35.16,false,0,none
8510,1H,35.94,16.36,35.26,false,0,none
8511,16O,35.71,10.38,27.43,false,0,none
8512,1H,35.15,9.779999999999998,26.940000000000005,false,0,none
8513,1H,35.64,10.08,28.34,false,0,none
8514,16O,11.77,4.290000000000001,7.08,false,0,none
8515,1H,11.65,3.350000000000002,7.150000000000001,false,0,none
8516,1H,11.96,4.440000000000001,6.159999999999999,false,0,none
8517,16O,17.59,16.4,11.74,false,0,none
8518,1H,16.89,16.76,11.19,false,0,none
8519,1H,18.38,16.45,11.21,false,0,none
8520,16O,29.32,8.990000000000002,54.06,false,0,none
8521,1H,29.22,8.28,53.419999999999995,false,0,none
8522,1H,30.23,8.930000000000001,54.34,false,0,none
8523,16O,28.79,4.609999999999999,16.59,false,0,none
8524,1H,29.22,5.450000000000001,16.46,false,0,none
8525,1H,28.469999999999995,4.640000000000001,17.49,false,0,none
8526,16O,9.91,36.4,16.01,false,0,none
8527,1H,9.88,36.25,16.95,false,0,none
8528,1H,9.080000000000002,36.82,15.8,false,0,none
8529,16O,11.32,11.65,45.35,false,0,none
8530,1H,12.01,12.1,45.85,false,0,none
8531,1H,11.200000000000001,12.2,44.56999999999999,false,0,none
8532,16O,8.150000000000002,42.47,47.33,false,0,none
8533,1H,7.340000000000002,42.56,47.82,false,0,none
8534,1H,8.780000000000001,42.13,47.97,false,0,none
8535,16O,17.35,52.29999999999999,46.11,false,0,none
8536,1H,17.67,51.95,45.28,false,0,none
8537,1H,17.32,51.55,46.7,false,0,none
8538,16O,18.45,39.36000000000001,8.529999999999998,false,0,none
8539,1H,17.9,39.23,7.759999999999998,false,0,none
8540,1H,18.92,38.53000000000001,8.629999999999999,false,0,none
8541,16O,48.69,49.4,28.15,false,0,none
8542,1H,48.07,50.07000000000001,27.88,false,0,none
8543,1H,48.97,49.66,29.030000000000005,false,0,none
8544,16O,1.439999999999999,15.68,14.51,false,0,none
