index,particle,x,y,z,active,cell_id,group
3642,12C,33.89,50.63999999999999,9.48,false,0,none
3643,1H,34.1,51.22,10.41,false,0,none
3644,1H,33.98,49.54999999999999,9.65,false,0,none
3645,16O,34.98,50.89,8.580000000000002,false,0,none
3646,1H,34.68,50.45,7.779999999999999,false,0,none
3647,12C,32.51,51.01,9.1,false,0,none
3648,1H,31.77,50.83,9.91,false,0,none
3649,16O,32.1,50.25,7.97,false,0,none
3650,1H,31.99,50.84,7.219999999999998,false,0,none
3651,12C,32.52,52.49,8.709999999999999,false,0,none
3652,1H,32.83,53.09,9.59,false,0,none
3653,1H,33.33,52.74,7.979999999999999,false,0,none
3654,16O,31.220000000000002,52.85,8.300000000000002,false,0,none
3655,1H,30.790000000000003,53.33,9.01,false,0,none
3656,12C,39.39000000000001,19.1,23.93,false,0,none
3657,1H,39.8,19.019999999999996,22.899999999999995,false,0,none
3658,1H,38.34,19.47,23.95,false,0,none
3659,16O,40.26,19.97,24.6,false,0,none
3660,1H,41.04,20.07,24.05,false,0,none
3661,12C,39.41,17.77,24.67,false,0,none
3662,1H,39.45,17.92,25.77,false,0,none
3663,16O,40.62,17.06,24.31,false,0,none
3664,1H,40.68,16.3,24.89,false,0,none
3665,12C,38.12,16.95,24.5,false,0,none
3666,1H,37.24,17.6,24.69,false,0,none
3667,1H,38.11,16.66,23.429999999999996,false,0,none
3668,16O,38.16,15.73,25.24,false,0,none
3669,1H,39.04,15.35,25.3,false,0,none
3670,12C,49.17999999999999,9.52,41.49,false,0,none
3671,1H,49.87,9.52,40.62,false,0,none
3672,1H,48.53,10.420000000000002,41.419999999999995,false,0,none
3673,16O,50.02,9.489999999999998,42.64999999999999,false,0,none
3674,1H,50.81,9.98,42.4,false,0,none
3675,12C,48.37,8.269999999999998,41.35,false,0,none
3676,1H,47.74,8.340000000000002,40.44,false,0,none
3677,16O,47.5,8.29,42.55,false,0,none
3678,1H,47.43,9.230000000000002,42.72,false,0,none
3679,12C,49.22,7.030000000000001,41.48,false,0,none
3680,1H,50.10000000000001,7.1800000000000015,40.82000000000001,false,0,none
3681,1H,49.60999999999999,6.93,42.52,false,0,none
3682,16O,48.39,5.889999999999999,41.04,false,0,none
3683,1H,48.22,5.990000000000001,40.1,false,0,none
3684,12C,32.17,41.05,4.790000000000001,false,0,none
3685,1H,31.64,40.83,3.839999999999999,false,0,none
3686,1H,32.94,40.27,4.959999999999999,false,0,none
3687,16O,31.24,40.97,5.85,false,0,none
3688,1H,31.64,40.45000000000001,6.54,false,0,none
3689,12C,32.92,42.4,4.700000000000002,false,0,none
3690,1H,33.41,42.57,5.680000000000001,false,0,none
3691,16O,32.03,43.5,4.569999999999999,false,0,none
3692,1H,31.76,43.73,5.46,false,0,none
3693,12C,33.82,42.5,3.529999999999999,false,0,none
3694,1H,34.24,43.53,3.4300000000000015,false,0,none
3695,1H,34.77,41.93,3.5999999999999996,false,0,none
3696,16O,33.26,42.22,2.299999999999998,false,0,none
3697,1H,33.5,41.32,2.059999999999999,false,0,none
3698,12C,44.32,18.08,9.96,false,0,none
3699,1H,44.78,19.07,10.13,false,0,none
3700,1H,44.400000000000006,17.99,8.86,false,0,none
3701,16O,42.93,18.05,10.35,false,0,none
3702,1H,42.46,17.85,9.53,false,0,none
3703,12C,45.23,17.08,10.64,false,0,none
3704,1H,44.5,16.27,10.85,false,0,none
3705,16O,45.7,17.48,11.92,false,0,none
3706,1H,44.95,17.67,12.49,false,0,none
3707,12C,46.38,16.48,9.840000000000002,false,0,none
3708,1H,45.99,16.44,8.800000000000002,false,0,none
3709,1H,47.25999999999999,17.14,9.73,false,0,none
3710,16O,46.71,15.179999999999998,10.21,false,0,none
3711,1H,46.92000000000001,15.25,11.149999999999999,false,0,none
3712,12C,18.97,20.14,22.98,false,0,none
3713,1H,19.779999999999998,20.14,23.74,false,0,none
3714,1H,19.43,19.81,22.03,false,0,none
3715,16O,18.53,21.51,22.86,false,0,none
3716,1H,17.78,21.669999999999998,23.44,false,0,none
3717,12C,17.84,19.249999999999996,23.38,false,0,none
3718,1H,18.33,18.25,23.36,false,0,none
3719,16O,16.78,19.26,22.45,false,0,none
3720,1H,16.67,18.4,22.02,false,0,none
3721,12C,17.29,19.52,24.8,false,0,none
3722,1H,16.56,18.71,25,false,0,none
3723,1H,18.16,19.36,25.48,false,0,none
3724,16O,16.69,20.79,24.97,false,0,none
3725,1H,15.84,20.709999999999997,24.54,false,0,none
3726,12C,12.86,40.67,12.22,false,0,none
3727,1H,12.37,41.51,11.67,false,0,none
3728,1H,13.27,41.07,13.16,false,0,none
3729,16O,14.07,40.4,11.41,false,0,none
3730,1H,14.32,39.52,11.68,false,0,none
3731,12C,12.06,39.45,12.45,false,0,none
3732,1H,11.41,39.81,13.28,false,0,none
3733,16O,12.95,38.43,13.02,false,0,none
3734,1H,12.58,38.31,13.89,false,0,none
3735,12C,11.24,38.92,11.28,false,0,none
3736,1H,10.72,39.730000000000004,10.74,false,0,none
3737,1H,12,38.49999999999999,10.59,false,0,none
3738,16O,10.320000000000002,37.91,11.77,false,0,none
3739,1H,10.86,37.28,12.26,false,0,none
3740,12C,48.56,15.57,18.23,false,0,none
3741,1H,48.44,15,19.17,false,0,none
3742,1H,47.67,16.24,18.22,false,0,none
3743,16O,48.39,14.71,17.12,false,0,none
3744,1H,47.49,14.79,16.81,false,0,none
3745,12C,49.92,16.31,18.14,false,0,none
3746,1H,49.91,16.95,19.049999999999997,false,0,none
3747,16O,49.99,17.19,17.06,false,0,none
3748,1H,50.49,16.63,16.46,false,0,none
3749,12C,51.14,15.35,18.14,false,0,none
3750,1H,51.01,14.52,18.87,false,0,none
3751,1H,51.23,14.79,17.18,false,0,none
3752,16O,52.31,16.02,18.5,false,0,none
3753,1H,52.94,15.3,18.63,false,0,none
3754,12C,3.5999999999999996,42.75,6.549999999999999,false,0,none
3755,1H,3.229999999999998,43.79,6.530000000000001,false,0,none
3756,1H,4.670000000000002,42.79,6.260000000000001,false,0,none
3757,16O,2.8500000000000014,41.98,5.53,false,0,none
3758,1H,2.5299999999999985,42.62,4.889999999999999,false,0,none
3759,12C,3.4899999999999993,42.19,7.9399999999999995,false,0,none
3760,1H,3.459999999999998,41.09,7.800000000000002,false,0,none
3761,16O,2.2499999999999996,42.510000000000005,8.640000000000002,false,0,none
3762,1H,1.8400000000000019,41.67,8.81,false,0,none
3763,12C,4.729999999999999,42.44,8.79,false,0,none
3764,1H,4.849999999999999,41.81,9.7,false,0,none
3765,1H,5.619999999999999,42.2,8.16,false,0,none
3766,16O,4.809999999999999,43.769999999999996,9.34,false,0,none
3767,1H,3.87,43.79,9.56,false,0,none
3768,12C,27.1,31.07,17.69,false,0,none
3769,1H,26,31.14,17.55,false,0,none
3770,1H,27.32,29.99,17.84,false,0,none
3771,16O,27.58,31.719999999999995,18.87,false,0,none
3772,1H,26.92,31.48,19.52,false,0,none
3773,12C,27.75,31.53,16.42,false,0,none
3774,1H,28.79,31.76,16.74,false,0,none
3775,16O,27.21,32.81,15.92,false,0,none
3776,1H,27.88,33.48,16.05,false,0,none
3777,12C,27.8,30.45,15.37,false,0,none
3778,1H,27.94,29.42,15.78,false,0,none
3779,1H,26.98,30.37,14.630000000000003,false,0,none
3780,16O,28.99,30.61,14.61,false,0,none
3781,1H,29.74,30.42,15.179999999999998,false,0,none
3782,12C,39.129999999999995,3.670000000000001,48.76,false,0,none
3783,1H,39.21,4.440000000000001,49.56,false,0,none
3784,1H,39.68,2.7899999999999996,49.16,false,0,none
3785,16O,39.86,4.160000000000002,47.61,false,0,none
3786,1H,40.78999999999999,4.090000000000002,47.83,false,0,none
3787,12C,37.76,3.200000000000001,48.379999999999995,false,0,none
3788,1H,37.14,2.989999999999999,49.28,false,0,none
3789,16O,37.77,2.0400000000000014,47.53,false,0,none
3790,1H,38.56000000000001,2.069999999999998,46.99,false,0,none
3791,12C,37.11,4.400000000000001,47.79,false,0,none
3792,1H,37.76,5.260000000000001,48.06,false,0,none
3793,1H,37.19,4.379999999999999,46.68,false,0,none
3794,16O,35.7,4.549999999999997,48.05,false,0,none
3795,1H,35.63,4.809999999999999,48.980000000000004,false,0,none
3796,12C,41.53,37.08,33.05,false,0,none
3797,1H,42.55,37.15,33.47,false,0,none
3798,1H,41.35,38.06999999999999,32.57,false,0,none
3799,16O,40.58,36.95,34.14,false,0,none
3800,1H,40.09,37.75,34.32,false,0,none
3801,12C,41.36,36.05,31.99,false,0,none
3802,1H,42.15,36.09,31.220000000000002,false,0,none
3803,16O,40.09,36.25,31.3,false,0,none
3804,1H,39.46,35.94,31.950000000000003,false,0,none
3805,12C,41.43,34.66,32.63,false,0,none
3806,1H,42.080000000000005,34.88,33.51,false,0,none
3807,1H,40.44,34.3,32.99,false,0,none
3808,16O,42.03,33.7,31.74,false,0,none
3809,1H,41.29,33.29,31.28,false,0,none
3810,12C,8.24,33.3,16.3,false,0,none
3811,1H,9.080000000000002,33.72,16.88,false,0,none
3812,1H,7.599999999999998,34.09,15.85,false,0,none
3813,16O,7.439999999999999,32.53,17.15,false,0,none
3814,1H,6.760000000000002,33.14,17.44,false,0,none
3815,12C,8.930000000000001,32.53,15.15,false,0,none
3816,1H,8.260000000000002,31.74,14.75,false,0,none
3817,16O,10.08,31.849999999999998,15.49,false,0,none
3818,1H,10.82,32.46,15.52,false,0,none
3819,12C,9.209999999999999,33.43,13.96,false,0,none
3820,1H,9.360000000000001,32.69,13.15,false,0,none
3821,1H,8.350000000000001,34.04,13.6,false,0,none
3822,16O,10.43,34.22,14.01,false,0,none
3823,1H,10.21,35.02,14.51,false,0,none
3824,12C,14.399999999999999,27.97,19.26,false,0,none
3825,1H,13.42,27.45,19.219999999999995,false,0,none
3826,1H,14.399999999999999,28.84,19.95,false,0,none
3827,16O,14.84,28.46,17.98,false,0,none
3828,1H,14.050000000000002,28.37,17.45,false,0,none
3829,12C,15.48,27.079999999999995,19.83,false,0,none
3830,1H,16.45,27.57,19.59,false,0,none
3831,16O,15.49,25.76,19.280000000000005,false,0,none
3832,1H,16.2,25.36,19.79,false,0,none
3833,12C,15.43,26.95,21.4,false,0,none
3834,1H,16.44,26.59,21.71,false,0,none
3835,1H,15.279999999999998,27.96,21.85,false,0,none
3836,16O,14.37,26.149999999999995,21.96,false,0,none
3837,1H,14.23,25.44,21.33,false,0,none
3838,12C,26.149999999999995,35.42,53,false,0,none
3839,1H,26.07,36.49,52.71,false,0,none
3840,1H,26.93,35.03,52.31,false,0,none
3841,16O,24.95,34.67,52.72999999999999,false,0,none
3842,1H,24.18,35.1,53.12,false,0,none
3843,12C,26.57,35.12,54.43,false,0,none
3844,1H,26.01,34.26,54.86,false,0,none
3845,16O,26.410000000000004,36.26,55.19,false,0,none
3846,1H,27.340000000000003,36.34,55.39,false,0,none
3847,12C,28.06,34.8,54.38,false,0,none
3848,1H,28.32,33.88,53.81999999999999,false,0,none
3849,1H,28.49,35.61,53.75999999999999,false,0,none
3850,16O,28.63,34.83,55.66,false,0,none
3851,1H,28.49,33.91,55.89,false,0,none
3852,12C,47.21,36.14,25.42,false,0,none
3853,1H,47.48,37.18,25.69,false,0,none
3854,1H,47.37,35.91,24.35,false,0,none
3855,16O,45.84,35.98,25.86,false,0,none
3856,1H,45.28,35.65,25.16,false,0,none
3857,12C,48.13,35.21,26.3,false,0,none
3858,1H,49.17999999999999,35.54,26.1,false,0,none
3859,16O,48.03,33.85,25.949999999999996,false,0,none
3860,1H,47.19,33.55,26.3,false,0,none
3861,12C,47.86,35.51,27.77,false,0,none
3862,1H,47.28,36.44,27.97,false,0,none
3863,1H,47.28,34.66,28.2,false,0,none
3864,16O,49.2,35.69,28.36,false,0,none
3865,1H,49.47,34.85,28.74,false,0,none
3866,12C,11.929999999999998,29.199999999999996,30.390000000000004,false,0,none
3867,1H,12.24,28.29,30.96,false,0,none
3868,1H,10.84,29.36,30.44,false,0,none
3869,16O,12.28,29.030000000000005,29.02,false,0,none
3870,1H,11.64,28.4,28.68,false,0,none
3871,12C,12.62,30.45,30.96,false,0,none
3872,1H,12.24,30.53,32.01,false,0,none
3873,16O,12.26,31.71,30.35,false,0,none
3874,1H,11.84,32.11,31.11,false,0,none
3875,12C,14.14,30.24,30.97,false,0,none
3876,1H,14.41,29.17,30.87,false,0,none
3877,1H,14.58,30.58,30.02,false,0,none
3878,16O,14.730000000000002,30.87,32.07,false,0,none
3879,1H,15.05,31.750000000000004,31.87,false,0,none
3880,12C,8.189999999999998,35.13,26.95,false,0,none
3881,1H,8.219999999999999,35.1,25.84,false,0,none
3882,1H,7.720000000000002,34.17,27.23,false,0,none
3883,16O,7.370000000000002,36.23,27.340000000000003,false,0,none
3884,1H,7.249999999999998,36.73,26.53,false,0,none
3885,12C,9.5,35.24,27.670000000000005,false,0,none
3886,1H,9.25,35.52,28.71,false,0,none
3887,16O,10.289999999999997,36.28,27.09,false,0,none
3888,1H,10.520000000000001,35.87,26.25,false,0,none
3889,12C,10.2,33.93,27.75,false,0,none
3890,1H,11.049999999999999,33.93,28.46,false,0,none
3891,1H,9.509999999999998,33.18,28.2,false,0,none
3892,16O,10.58,33.52,26.380000000000003,false,0,none
3893,1H,11.44,33.09,26.4,false,0,none
3894,12C,24.43,47.15,4.14,false,0,none
3895,1H,23.76,47.09,5.020000000000001,false,0,none
3896,1H,24.93,48.13,4.210000000000001,false,0,none
3897,16O,23.61,47.04,2.98,false,0,none
3898,1H,23.38,46.11,2.9000000000000004,false,0,none
3899,12C,25.41,46.059999999999995,4.090000000000002,false,0,none
3900,1H,25.99,46.18,5.039999999999999,false,0,none
3901,16O,26.380000000000003,46.2,3.0699999999999985,false,0,none
3902,1H,25.96,45.65,2.4,false,0,none
3903,12C,24.88,44.65,4.18,false,0,none
3904,1H,25.84,44.11,4.339999999999999,false,0,none
3905,1H,24.08,44.55,4.929999999999998,false,0,none
3906,16O,24.24,44.13,2.94,false,0,none
3907,1H,24.16,43.19,3.1099999999999985,false,0,none
3908,12C,13.5,53.08,21.86,false,0,none
3909,1H,12.4,52.89,21.88,false,0,none
3910,1H,14,52.42,21.12,false,0,none
3911,16O,14.18,52.78,23.11,false,0,none
3912,1H,13.63,53.06,23.84,false,0,none
3913,12C,13.75,54.53,21.53,false,0,none
3914,1H,14.8,54.79,21.770000000000003,false,0,none
3915,16O,13.06,55.480000000000004,22.37,false,0,none
3916,1H,12.83,56.24,21.84,false,0,none
3917,12C,13.470000000000002,54.8,20.03,false,0,none
3918,1H,13.74,54.02,19.29,false,0,none
3919,1H,12.37,54.94,19.94,false,0,none
3920,16O,14.13,55.96,19.680000000000003,false,0,none
3921,1H,13.51,56.46,19.14,false,0,none
3922,12C,23.36,29.71,16.44,false,0,none
3923,1H,22.69,28.999999999999996,15.92,false,0,none
3924,1H,23.7,30.57,15.83,false,0,none
3925,16O,24.589999999999996,28.95,16.69,false,0,none
3926,1H,24.56,28.86,17.65,false,0,none
3927,12C,22.77,30.2,17.79,false,0,none
3928,1H,21.72,30.47,17.54,false,0,none
3929,16O,23.44,31.350000000000005,18.36,false,0,none
3930,1H,23.92,31.03,19.13,false,0,none
3931,12C,22.66,29.14,18.8,false,0,none
3932,1H,22.01,29.5,19.63,false,0,none
3933,1H,22.16,28.239999999999995,18.4,false,0,none
3934,16O,23.91,28.82,19.44,false,0,none
3935,1H,23.71,28.62,20.35,false,0,none
3936,12C,27.58,31.51,11.28,false,0,none
3937,1H,28.42,30.790000000000003,11.3,false,0,none
3938,1H,27.96,32.28,10.58,false,0,none
3939,16O,27.58,32.14,12.54,false,0,none
3940,1H,27.55,31.45,13.22,false,0,none
3941,12C,26.27,30.9,10.89,false,0,none
3942,1H,25.52,31.67,11.149999999999999,false,0,none
3943,16O,26.01,29.69,11.61,false,0,none
3944,1H,25.47,29.95,12.37,false,0,none
3945,12C,26.11,30.6,9.39,false,0,none
3946,1H,26.95,31.08,8.839999999999998,false,0,none
3947,1H,26.16,29.51,9.160000000000002,false,0,none
3948,16O,24.83,30.97,8.98,false,0,none
3949,1H,24.589999999999996,30.43,8.219999999999999,false,0,none
3950,12C,9.95,45.25,43.36,false,0,none
3951,1H,9.12,45.18,44.08,false,0,none
3952,1H,10.65,44.39,43.47999999999999,false,0,none
3953,16O,10.79,46.39,43.69,false,0,none
3954,1H,10.25,47.16,43.5,false,0,none
3955,12C,9.24,45.39999999999999,42,false,0,none
3956,1H,10.089999999999998,45.59,41.3,false,0,none
3957,16O,8.350000000000001,46.53,42.01,false,0,none
3958,1H,7.679999999999998,46.260000000000005,42.64,false,0,none
3959,12C,8.709999999999999,44.03,41.73,false,0,none
3960,1H,8.17,43.59,42.6,false,0,none
3961,1H,7.960000000000001,44.16,40.92,false,0,none
3962,16O,9.81,43.17000000000001,41.23,false,0,none
3963,1H,9.71,42.94,40.31,false,0,none
3964,12C,1.449999999999998,16.22,24.76,false,0,none
3965,1H,0.9200000000000009,15.43,24.17,false,0,none
3966,1H,0.7899999999999983,17.11,24.69,false,0,none
3967,16O,2.71,16.56,24.26,false,0,none
3968,1H,3.240000000000001,16.84,25.020000000000003,false,0,none
3969,12C,1.490000000000002,16.01,26.24,false,0,none
3970,1H,0.43999999999999845,15.91,26.57,false,0,none
3971,16O,2.1600000000000006,17.14,26.89,false,0,none
3972,1H,1.449999999999998,17.57,27.39,false,0,none
3973,12C,2.110000000000002,14.62,26.580000000000002,false,0,none
3974,1H,2.09,14.32,27.65,false,0,none
3975,1H,1.490000000000002,13.89,26.02,false,0,none
3976,16O,3.4899999999999993,14.55,26.19,false,0,none
3977,1H,3.4999999999999982,14.24,25.29,false,0,none
3978,12C,46.65,8.31,32.19,false,0,none
3979,1H,47.16,7.480000000000003,32.71,false,0,none
3980,1H,47.07,8.200000000000001,31.16,false,0,none
3981,16O,47.01,9.619999999999997,32.69,false,0,none
3982,1H,46.35,9.87,33.35,false,0,none
3983,12C,45.11,8.02,32.24,false,0,none
3984,1H,44.96999999999999,7.100000000000002,31.63,false,0,none
3985,16O,44.32,9.02,31.53,false,0,none
3986,1H,44.01,8.700000000000001,30.68,false,0,none
3987,12C,44.53999999999999,7.7,33.58,false,0,none
3988,1H,45.33,7.169999999999999,34.16,false,0,none
3989,1H,44.27,8.67,34.04,false,0,none
3990,16O,43.45,6.7700000000000005,33.41,false,0,none
3991,1H,42.66,7.100000000000002,32.98,false,0,none
3992,12C,34.09,10.010000000000002,8.32,false,0,none
3993,1H,34.83,10.76,7.960000000000001,false,0,none
3994,1H,33.86,9.32,7.4899999999999975,false,0,none
3995,16O,32.88,10.7,8.700000000000001,false,0,none
3996,1H,33.18,11.09,9.52,false,0,none
3997,12C,34.75,9.29,9.58,false,0,none
3998,1H,34.02,8.580000000000002,10.040000000000001,false,0,none
3999,16O,35.05,10.33,10.53,false,0,none
4000,1H,36,10.189999999999998,10.51,false,0,none
4001,12C,36.05,8.51,9.38,false,0,none
4002,1H,36.33,7.930000000000001,10.289999999999997,false,0,none
4003,1H,35.97,7.759999999999998,8.569999999999999,false,0,none
4004,16O,37.2,9.310000000000002,9.139999999999999,false,0,none
4005,1H,37.59,9.03,8.31,false,0,none
4006,12C,38.63,-0.2200000000000013,0.589999999999999,false,0,none
4007,1H,38.76,-1.0300000000000016,1.3299999999999985,false,0,none
4008,1H,37.669999999999995,-0.34000000000000086,0.06000000000000186,false,0,none
4009,16O,39.46,-0.42999999999999955,-0.6000000000000021,false,0,none
4010,1H,38.91,-0.8299999999999982,-1.2700000000000007,false,0,none
4011,12C,38.71,1.169999999999999,1.0700000000000014,false,0,none
4012,1H,37.99,1.2300000000000009,1.9200000000000015,false,0,none
4013,16O,38.25,2.0400000000000014,0.04999999999999879,false,0,none
4014,1H,39.01,1.9899999999999982,-0.5300000000000012,false,0,none
4015,12C,40.01,1.519999999999999,1.7400000000000002,false,0,none
4016,1H,40.28,0.7600000000000015,2.5100000000000007,false,0,none
4017,1H,40.87,1.5000000000000009,1.0400000000000005,false,0,none
4018,16O,40,2.770000000000002,2.4899999999999984,false,0,none
4019,1H,39.27,2.7899999999999996,3.1200000000000014,false,0,none
4020,12C,50.65,45.78,36.77,false,0,none
4021,1H,49.91,45.22,37.39,false,0,none
4022,1H,51.65,45.39,37.03,false,0,none
4023,16O,50.6,47.06,37.36,false,0,none
4024,1H,51.41,47.25,37.84,false,0,none
4025,12C,50.39,45.629999999999995,35.28,false,0,none
4026,1H,50.74,46.59,34.85,false,0,none
4027,16O,48.980000000000004,45.65,35.17,false,0,none
4028,1H,48.76,44.81,35.6,false,0,none
4029,12C,51.06,44.5,34.5,false,0,none
4030,1H,52.16,44.5,34.67,false,0,none
4031,1H,50.74,43.49,34.83,false,0,none
4032,16O,50.95,44.68,33.12,false,0,none
4033,1H,50.37,43.970000000000006,32.84,false,0,none
4034,12C,41.79,30.38,49.70000000000001,false,0,none
4035,1H,42.510000000000005,29.67,50.18,false,0,none
4036,1H,41.879999999999995,31.319999999999997,50.29,false,0,none
4037,16O,40.41,29.9,50,false,0,none
4038,1H,40.56,29.07,50.46,false,0,none
4039,12C,41.99,30.51,48.2,false,0,none
4040,1H,41.15,31.16,47.89,false,0,none
4041,16O,41.82,29.27,47.51,false,0,none
4042,1H,41.71,28.59,48.19,false,0,none
4043,12C,43.3,31.28,47.949999999999996,false,0,none
4044,1H,43.47999999999999,31.51,46.88,false,0,none
4045,1H,43.18,32.32,48.32,false,0,none
4046,16O,44.56,30.76,48.31,false,0,none
4047,1H,45.12,30.57,47.55,false,0,none
4048,12C,8.9,42.36,5.359999999999998,false,0,none
4049,1H,7.979999999999999,42.23,5.96,false,0,none
4050,1H,9.63,42.74000000000001,6.100000000000001,false,0,none
4051,16O,8.82,43.37,4.269999999999999,false,0,none
4052,1H,8.77,44.21,4.729999999999999,false,0,none
4053,12C,9.4,40.94,4.84,false,0,none
4054,1H,10.16,41.220000000000006,4.080000000000003,false,0,none
4055,16O,8.37,40.13,4.22,false,0,none
4056,1H,8.780000000000001,39.88,3.3799999999999986,false,0,none
4057,12C,10.3,40.15,5.870000000000001,false,0,none
4058,1H,10.93,40.82000000000001,6.490000000000001,false,0,none
4059,1H,9.68,39.58,6.589999999999999,false,0,none
4060,16O,11.28,39.330000000000005,5.199999999999998,false,0,none
4061,1H,12.2,39.57,5.38,false,0,none
4062,12C,22.72,41.43,31.719999999999995,false,0,none
4063,1H,22.23,41.32,30.73,false,0,none
4064,1H,23.25,40.45000000000001,31.74,false,0,none
4065,16O,21.76,41.44,32.77,false,0,none
4066,1H,21.13,42.1,32.51,false,0,none
4067,12C,23.67,42.64,31.86,false,0,none
4068,1H,23.829999999999995,42.79,32.95,false,0,none
4069,16O,23.21,43.84,31.17,false,0,none
4070,1H,22.35,43.93,31.6,false,0,none
4071,12C,25.020000000000003,42.18,31.28,false,0,none
4072,1H,25.780000000000005,42.94,31.54,false,0,none
4073,1H,25.3,41.23,31.78,false,0,none
4074,16O,25.050000000000004,42.1,29.830000000000002,false,0,none
4075,1H,24.98,43.03,29.61,false,0,none
4076,12C,5.370000000000001,51.69,13.870000000000001,false,0,none
4077,1H,5.480000000000001,52.72999999999999,14.24,false,0,none
4078,1H,4.99,51.67,12.83,false,0,none
4079,16O,4.349999999999998,51.06999999999999,14.74,false,0,none
4080,1H,4.670000000000002,51.02,15.64,false,0,none
4081,12C,6.629999999999999,50.8,13.98,false,0,none
4082,1H,6.340000000000001,49.73,13.99,false,0,none
4083,16O,7.370000000000002,51.01,15.24,false,0,none
4084,1H,7.62,50.11,15.45,false,0,none
4085,12C,7.570000000000001,51.06,12.81,false,0,none
4086,1H,7.059999999999998,51.09,11.82,false,0,none
4087,1H,8.070000000000002,52.04,12.94,false,0,none
4088,16O,8.559999999999999,50.00999999999999,12.74,false,0,none
4089,1H,9.05,50.09,13.56,false,0,none
4090,12C,5.480000000000001,10.43,50.11,false,0,none
4091,1H,5.720000000000001,10.800000000000002,51.13000000000001,false,0,none
4092,1H,6.480000000000002,10.289999999999997,49.65,false,0,none
4093,16O,4.860000000000001,11.46,49.31,false,0,none
4094,1H,5.5900000000000025,11.82,48.8,false,0,none
4095,12C,4.7399999999999975,9.17,50.12,false,0,none
4096,1H,4.499999999999999,8.75,49.12,false,0,none
4097,16O,3.4499999999999993,9.39,50.76,false,0,none
4098,1H,2.9000000000000004,8.800000000000002,50.239999999999995,false,0,none
4099,12C,5.429999999999999,8.219999999999999,51.06999999999999,false,0,none
4100,1H,6.089999999999998,8.730000000000002,51.8,false,0,none
4101,1H,4.670000000000002,7.629999999999999,51.63,false,0,none
4102,16O,6.249999999999998,7.290000000000003,50.32,false,0,none
4103,1H,5.7299999999999995,6.480000000000002,50.269999999999996,false,0,none
4104,12C,32.86,6.570000000000001,5.549999999999998,false,0,none
4105,1H,33.06,6.910000000000002,6.589999999999999,false,0,none
4106,1H,33.53,7.199999999999999,4.929999999999998,false,0,none
4107,16O,31.41,6.589999999999999,5.1499999999999995,false,0,none
4108,1H,30.990000000000002,6.560000000000002,6.009999999999999,false,0,none
4109,12C,33.31,5.130000000000002,5.53,false,0,none
4110,1H,34.4,5.1499999999999995,5.750000000000002,false,0,none
4111,16O,33.12,4.539999999999998,4.269999999999999,false,0,none
4112,1H,32.55,5.180000000000001,3.839999999999999,false,0,none
4113,12C,32.63,4.33,6.659999999999999,false,0,none
4114,1H,32.46,4.970000000000002,7.55,false,0,none
4115,1H,31.69,3.9499999999999997,6.199999999999999,false,0,none
4116,16O,33.5,3.21,7.070000000000001,false,0,none
4117,1H,32.96,2.6899999999999977,7.669999999999999,false,0,none
4118,12C,8.99,2.7800000000000007,49.9,false,0,none
4119,1H,9.409999999999998,1.9600000000000015,49.29,false,0,none
4120,1H,8.16,3.299999999999999,49.38,false,0,none
4121,16O,10.14,3.5900000000000007,50.12,false,0,none
4122,1H,9.7,4.429999999999998,50.31,false,0,none
4123,12C,8.45,2.139999999999999,51.19,false,0,none
4124,1H,7.720000000000002,1.3999999999999992,50.82,false,0,none
4125,16O,7.819999999999999,3.0500000000000007,52.06,false,0,none
4126,1H,8.28,3.879999999999999,51.88,false,0,none
4127,12C,9.48,1.3100000000000005,52,false,0,none
4128,1H,10.17,0.9200000000000009,51.23,false,0,none
4129,1H,10.11,1.9300000000000006,52.67,false,0,none
4130,16O,8.829999999999998,0.24999999999999808,52.67,false,0,none
4131,1H,8.109999999999998,0.5700000000000011,53.220000000000006,false,0,none
4132,12C,49.22,46.9,3.6899999999999986,false,0,none
4133,1H,49.87,47.42,2.949999999999999,false,0,none
4134,1H,49.29,47.27,4.7399999999999975,false,0,none
4135,16O,49.53,45.53,3.569999999999999,false,0,none
4136,1H,48.91,45.09000000000001,2.98,false,0,none
4137,12C,47.78000000000001,47.1,3.4700000000000015,false,0,none
4138,1H,47.14,46.35,3.9800000000000004,false,0,none
4139,16O,47.48,47.06,2.120000000000001,false,0,none
4140,1H,46.68,46.53,2.069999999999998,false,0,none
4141,12C,47.36,48.44,3.9800000000000004,false,0,none
4142,1H,48.19,49.1,3.630000000000001,false,0,none
4143,1H,46.41,48.74999999999999,3.4899999999999993,false,0,none
4144,16O,47.2,48.42,5.38,false,0,none
4145,1H,46.56,47.71999999999999,5.539999999999999,false,0,none
4146,12C,7.1800000000000015,43.78,31.82,false,0,none
4147,1H,7.380000000000001,42.709999999999994,31.58,false,0,none
4148,1H,8.02,44.07,32.49,false,0,none
4149,16O,5.969999999999999,43.940000000000005,32.61,false,0,none
4150,1H,6.220000000000001,43.61,33.47,false,0,none
4151,12C,7.23,44.62,30.54,false,0,none
4152,1H,8.300000000000002,44.800000000000004,30.3,false,0,none
4153,16O,6.73,45.93,30.8,false,0,none
4154,1H,5.790000000000002,45.79,30.87,false,0,none
4155,12C,6.480000000000002,43.89,29.44,false,0,none
