methyl_482_483_484_
1+0i
0.999732493511335+2.74563448925571e-09i
0.999987956004368-4.5251360080168e-10i
0.999798301301336+2.37248813185376e-08i
0.999821675907629+7.99068834681918e-09i
0.999625910430245+1.31285083564354e-08i
0.999191965027564+7.74115164356978e-08i
0.998776250820924-4.5699604276423e-09i
0.997738208032015+2.16955101167584e-07i
0.996809890135376+1.44441467041793e-08i
0.995064716089816+2.58991006603588e-07i
0.993290669738698-2.74930865003916e-09i
0.990706841233886+6.7671678835745e-08i
0.987795196140888-8.96127503046362e-08i
0.984225343483007-1.22971482283803e-07i
0.98004786844438-1.14036873181204e-07i
0.975418729854322+3.0351461909568e-08i
0.970071394110758-5.74657176377138e-08i
0.964444600546785+3.61296634658629e-07i
0.958187941207235-1.42290815281834e-07i
0.951754092381475+3.39948869164967e-07i
0.944918272545687-3.51976400839717e-07i
0.937987004989754-7.78312776250556e-08i
0.930950641500105-2.05495715769148e-07i
0.923964254286532-3.3401808070816e-07i
0.917185107144748+4.98344911193636e-07i
0.910692471358405-1.60256509105155e-07i
0.904687928218074+1.10055383217313e-06i
0.89924152532425+5.47888588978713e-08i
0.894500545090977+9.01079452776021e-07i
0.890546357868604+3.45796475177129e-08i
0.887453687754638+2.52650587518443e-07i
0.885294319569231+6.63525781945199e-08i
0.884111535475106+7.48264034218312e-08i
0.883921116891696+3.1456345997075e-07i
0.884777316391528+4.72429157866862e-07i
0.886594444435138+3.61497591075198e-07i
0.889445089032298+6.6382539262571e-07i
0.893137261308157-5.69599907448044e-08i
0.897730968907498+2.31206294584022e-07i
0.902991034303226-4.45906317734436e-07i
0.90890302101491-3.88001960895778e-07i
0.915301726475574-2.74415587335574e-07i
0.922021606199393-7.39120239329349e-07i
0.929067908450981+1.686496666288e-07i
0.936078531378902-8.95564467147877e-07i
0.943246614239463+2.42986121242755e-07i
0.95006591797359-9.77296332785803e-07i
0.956818075811775-1.13680393157899e-07i
0.963029849693527-8.25010937828142e-07i
0.968883825184354-5.19551540545385e-07i
0.974174412913731-4.23594521414085e-07i
0.978800313704653-8.53270330425587e-07i
0.982977302204237-8.72852254623376e-08i
0.986256945125099-1.1937471439788e-06i
0.989233376816554-3.05160600129401e-09i
0.991246497442345-1.34110071472872e-06i
0.993021736303265-9.7873589113131e-08i
0.993986591495421-1.0383967130493e-06i
0.994659641085127-4.70497519969838e-07i
0.994866634281143-4.90087962293312e-07i
0.994662547983163-1.32456770813462e-06i
0.994409803130207-1.18068130432439e-07i
0.993664684024973-2.29939120986198e-06i
0.993198338771829-1.52591146505531e-08i
0.992284068607699-2.55432432751693e-06i
0.991765587383446-1.34389588180142e-07i
0.990991677994369-1.82080323473605e-06i
0.990508366825413-6.81754350598333e-07i
0.990048664609031-7.84623179697122e-07i
0.989644639519385-1.69537753750378e-06i
0.989507448426515-1.61847772202018e-07i
0.98919230135692-2.52352835334619e-06i
0.989230817889887+1.00584275930297e-08i
0.988952976653854-2.42376983717652e-06i
0.988911894975933-7.35509564097757e-08i
0.988528915307693-1.52313457371266e-06i
0.988118301684722-4.53778031003276e-07i
0.987404208869506-5.93867869550814e-07i
0.986373050002669-1.0578371425108e-06i
0.985068687703539-7.08855126707524e-08i
0.983244770082411-1.4467512841086e-06i
0.981125535604751+1.43196164969073e-07i
0.978417825916585-1.30698170755454e-06i
0.975354488413361+1.36845571721021e-07i
0.971749614662848-8.03175440450762e-07i
0.967751021513731-1.0986296393321e-07i
0.963328581911476-2.24655943867591e-07i
0.958554645185118-4.0093553793972e-07i
0.953507123544195+3.05303982559784e-07i
0.948244016509383-4.40011613758428e-07i
0.942873864519011+6.36701927592471e-07i
0.937486988778625-2.22733630980482e-07i
0.932177751534121+5.8796798856956e-07i
0.927069438478746+3.61912922429144e-08i
0.922242718708606+3.06931555098671e-07i
0.917817224651332+2.23479687842488e-07i
0.913877870923403+2.19009766560091e-07i
0.910496729513999+2.87516401346006e-07i
0.907771025136207+4.46014491350267e-07i
