methyl_465_466_467_
1+0i
0.999998720568813-4.85164911339839e-12i
0.999999951854151-8.31718385667062e-13i
0.999999068129526-1.60789199887273e-11i
0.999999290863021-9.48135982336088e-12i
0.999998557184223-1.46361489596663e-11i
0.999996795087682-4.5907181056762e-11i
0.999995393648555-4.44903303326629e-12i
0.999990951976115-1.20358930277154e-10i
0.999987505616507-5.28607117178812e-14i
0.999979704891858-1.85037546788824e-10i
0.999972175699003-5.52020550909741e-12i
0.999959865887733-1.69313467861567e-10i
0.999945724406878-5.41395061523836e-11i
0.999927109588177-8.47508924590948e-11i
0.999903825667049-2.11908420617444e-10i
0.999876582256563-1.73324769713391e-11i
0.999841935735291-4.51862520450609e-10i
0.999803248121339-3.68602394905828e-13i
0.999755105866249-5.88991658443787e-10i
0.999701593483953-1.06140969224184e-11i
0.999637462232165-4.75899666902822e-10i
0.999565345793667-1.16646077454196e-10i
0.999482198343733-2.18535400584722e-10i
0.99938775832063-4.48933158049769e-10i
0.999282137470345-4.31169794021412e-11i
0.999162017021276-9.16647127887946e-10i
0.999030086424635-8.4352348863274e-13i
0.998881116812847-1.14696200719707e-09i
0.998718624279194-1.54148048798784e-11i
0.998537436214264-9.02241931296304e-10i
0.998339878808836-1.83249637332086e-10i
0.998122736085399-4.15114605159478e-10i
0.997885768336655-7.03060236905442e-10i
0.997628644839203-8.74654627716646e-11i
0.997348352871145-1.41563191121941e-09i
0.997046987790831-5.50093985271495e-13i
0.99671976114709-1.75337259643512e-09i
0.996369660238126-1.85800843748213e-11i
0.995991874899196-1.38506269256607e-09i
0.995588475896499-2.46248344919168e-10i
0.99515634212987-6.61673652581103e-10i
0.994695360869631-9.29564736152778e-10i
0.994204965114507-1.55675042505643e-10i
0.99368262317133-1.84994123929828e-09i
0.993129975886652+2.26790637516894e-12i
0.992542911093271-2.2887848183075e-09i
0.991923981547446-1.65518028142443e-11i
0.991269007525489-1.8426498665194e-09i
0.990579889061381-3.0420130346218e-10i
0.989853863198837-9.35288038321041e-10i
0.989091051928621-1.10324704278979e-09i
0.98829087947638-2.52615046027308e-10i
0.987451443879577-2.1437659514288e-09i
0.986574108435951+9.07399793068165e-12i
0.985655627490353-2.64594199568311e-09i
0.984698249775999-3.1802800358626e-12i
0.983698645092885-2.19182302864594e-09i
0.982658644546229-3.60495077066632e-10i
0.981576071782139-1.20834821519482e-09i
0.980451378279709-1.22352069778569e-09i
0.979284196275968-3.83945370784845e-10i
0.978073358118035-2.26188190605285e-09i
0.976820136058971+1.84491295489817e-11i
0.975522274146811-2.75431766984637e-09i
0.974181861648479+2.85747331981941e-11i
0.972796562545872-2.36709056429423e-09i
0.97136824059924-4.21345736898894e-10i
0.969895470669173-1.45650984934832e-09i
0.968379101154005-1.31360461909549e-09i
0.966819148030884-5.58430072204383e-10i
0.965215224970496-2.21812922435039e-09i
0.963568680979732+2.23262563341751e-11i
0.961878291550647-2.59774916408895e-09i
0.960146121891769+8.26424328056909e-11i
0.958370883168557-2.33765625487927e-09i
0.956554556225372-4.94414670665272e-10i
0.954696546640732-1.66714846316981e-09i
0.952798128506203-1.41454712829596e-09i
0.950859811605228-7.90480796187229e-10i
0.948881973022918-2.07315082721591e-09i
0.946866162703158+2.07256358444963e-12i
0.944812142240782-2.22109944871712e-09i
0.942722057899587+1.54231779788042e-10i
0.940595622611575-2.11811867958627e-09i
0.938434987173689-5.88845171814759e-10i
0.936240371579796-1.84584525197732e-09i
0.934013458876943-1.5758690496717e-09i
0.931755281459973-1.10161678782941e-09i
0.929466896677935-1.92199939556006e-09i
0.927150117701366-7.40292542906742e-11i
0.924805563709992-1.72416044116609e-09i
0.922435520462618+2.24187020081164e-10i
0.920040563440962-1.76988900791152e-09i
0.917623024630272-7.16811493641762e-10i
0.915183827640289-2.01866364014285e-09i
0.912725000703457-1.84514196077267e-09i
0.910248041874138-1.51951791780724e-09i
0.907754547205117-1.87433871033383e-09i
0.90524658425903-2.5025564167837e-10i
