group_1
1.00000000000002-8.44159168749251e-32i
0.954843120372891+4.27127478375727e-06i
0.999440377432399-9.682033958487e-08i
0.977965671662446+1.00621766095629e-05i
0.993535272384585-1.73863533673596e-06i
0.993542499731214-6.24835663634065e-06i
0.980909627876089-6.183453244842e-08i
0.991174170105397-5.96665922957799e-07i
0.971642367391713+2.20035129375707e-05i
0.988473058104565+8.97387885862667e-06i
0.973881543452051+3.73540071601179e-05i
0.991057881458911-4.26945526474137e-07i
0.982969764714806+1.47611533463158e-05i
0.988009558296603-2.79251681984438e-06i
0.986679455911517-6.29303323275358e-06i
0.978563794028026+6.04473005812966e-06i
0.977170569045529-3.7280492527256e-06i
0.971990927941869+1.49057268438381e-05i
0.963420518786886+7.32228081986745e-06i
0.970652506089536+5.15756137120704e-06i
0.960660475163775+1.63136008631797e-05i
0.968173097202668-9.98272360908766e-06i
0.965762755014548+5.54464567271342e-06i
0.957576230677525-8.70818424308856e-07i
0.959990624814268-8.66503514553769e-06i
0.942338833195971+2.46955018736749e-05i
0.944410541273661-1.29304927224869e-05i
0.933750619620513+4.22536021074548e-05i
0.938039265501179-2.90756552932726e-05i
0.936380460357727+3.47011971427634e-05i
0.938230050583128-3.75181831830898e-05i
0.940345860301138+6.60538292617429e-06i
0.927133600489641-4.63764498084655e-06i
0.937730049465286-1.10500065000383e-05i
0.910465331315308+4.73327641130619e-05i
0.931907570292213-2.37978503817365e-06i
0.909975615471549+8.39708310934245e-05i
0.927320904277427+8.7752789004699e-06i
0.922599109997249+7.15646256200199e-05i
0.924849567547981+1.12790760828229e-05i
0.929020473481733+2.79783630412058e-05i
0.923098159918598+2.85039332308714e-05i
0.926567223046399+1.76229995268944e-05i
0.920688338161068+6.92960974212836e-05i
0.925138727334039+3.22478821713146e-05i
0.919467413668182+7.78599036328187e-05i
0.927444725989146+2.95688307971547e-05i
0.923881005006863+2.71266800443132e-05i
0.930705209660746+1.30462284936809e-05i
0.929540522366765-2.76515106604863e-05i
0.93333606756272+2.17624845059533e-08i
0.926738881856055-3.96615673189987e-05i
0.9344760104616-7.43413246933259e-06i
0.921332101412012-1.35245392882884e-05i
0.935448777180687-2.40978180606363e-05i
0.928244018229721+1.03740268323033e-05i
0.93648931756105-5.19747349044128e-05i
0.943143747652752-1.30752957217034e-06i
0.934654633723863-6.56107523471393e-05i
0.947978726218623-1.39969737687745e-05i
0.932396359934648-3.57916661459274e-05i
0.943265526259488+7.32753297311206e-06i
0.936094278489988+1.86837958131164e-05i
0.943316154228006+3.11519174688314e-05i
0.944341822026656+4.00712395577698e-05i
0.946371416538891+1.18231516779505e-05i
0.951752880292894+1.49370461500474e-05i
0.94281920488913-1.98538072021838e-05i
0.957402033549998-2.41260316999652e-06i
0.938600520861222-2.30752920518883e-05i
0.958310269863943+2.76356169604252e-05i
0.943464235297592+6.4385369843667e-06i
0.95251756708268+5.94356605161899e-05i
0.95096788178555+3.00696435658353e-05i
0.948633221791256+5.52285967832877e-05i
0.953356341287385+2.32468572111451e-05i
0.951130081055907+3.06892148360711e-05i
0.952775510813049+2.10824495745674e-05i
0.952337293031996+2.71424539256187e-05i
0.951200281271998+3.89186502088844e-05i
0.948765458073707+3.29956619385905e-05i
0.948603212268774+5.68228418799071e-05i
0.947500266136832+2.1898864963513e-05i
0.94770434324625+5.25975452816084e-05i
0.946274346925743-1.01544300134705e-05i
0.950601889704641+2.84303595264198e-05i
0.938067336403179-3.80803533995372e-05i
0.953407334938969+7.90296716232997e-06i
0.930883378315812-3.4522192183523e-05i
0.951873500474395+3.57954604804848e-06i
0.935012121179241-5.37610040151118e-06i
0.943262781587105-1.69143482598816e-05i
0.944040559275429+1.14817533268082e-05i
0.931951478921448-5.51987171688903e-05i
0.945980544124285+7.13785830130893e-06i
0.928133474297076-6.99668529674206e-05i
0.941934420312946+4.95568177968688e-06i
0.931969517103479-3.75725236533054e-05i
0.936109380160955-8.18815303036207e-06i
0.93370114877272+3.29069543002037e-06i
