group_1
1.00000000000064+6.37679918485403e-31i
0.950143594074023+4.08240852228627e-06i
0.999366227501874-9.40779959553102e-08i
0.975011626853606+9.38487729142647e-06i
0.992593626842467-1.75995405774784e-06i
0.992350307872578-6.1460691856881e-06i
0.977681439482009-7.54657248403879e-07i
0.990180248470108-1.91430909551049e-07i
0.965643985784013+1.90238028267229e-05i
0.986217141030045+9.31397272091359e-06i
0.966026845841864+3.32696057732265e-05i
0.986447197004172+1.35361865084296e-06i
0.973973310076032+1.46029656084412e-05i
0.979281672068325+1.06245552769326e-06i
0.97538946180974-2.24616708879894e-06i
0.963323837672419+1.05705512030162e-05i
0.961055675281483-1.60517709770138e-06i
0.948579336141367+1.71655135770091e-05i
0.940175124952699+4.28409799798156e-06i
0.938732320557495+4.93341122940756e-06i
0.928194917771035+1.17398867644929e-05i
0.927539449839028-1.07017565002048e-05i
0.921378393867741+4.16522507946755e-06i
0.906781869501192-3.41098739144266e-06i
0.901195608878117-9.91073761649047e-06i
0.87877886896491+1.85395800752421e-05i
0.869838548947526-1.96338436474574e-05i
0.854500536593728+3.42012538370902e-05i
0.846413656879147-3.85871691652384e-05i
0.838509615819529+2.9822337606239e-05i
0.828330139929675-4.38463272268343e-05i
0.82140403138419+7.42900009725905e-06i
0.798718390799295-7.61376788722286e-06i
0.7960085220859-1.25197378837424e-05i
0.762368551527972+3.99127851964915e-05i
0.766251332329982-1.68465680707746e-05i
0.737933323216844+6.6910633259139e-05i
0.737205144293907-1.40721194330047e-05i
0.722597677453209+5.58143940119007e-05i
0.709863903516618-4.77893947963843e-06i
0.70075744116739+2.33743571169368e-05i
0.682325906591948+1.90742634265026e-05i
0.670738728144892+1.1108440022357e-05i
0.652996381783437+4.97902106739702e-05i
0.640626990376118+1.17406800802007e-05i
0.623575048457822+5.01250455851493e-05i
0.613039870680578+6.30234555942285e-06i
0.597475808526784+1.47122031325481e-05i
0.586232848265011+2.69372138467514e-06i
0.571543924158754-1.62077135253518e-05i
0.558703784034442+9.76306772244127e-07i
0.539803662162308-2.26753829764399e-05i
0.529607014468398-6.16410332056403e-06i
0.506565330445834-1.24047146625101e-05i
0.500047891564829-1.95607374619027e-05i
0.480442602190675-1.7911246167615e-06i
0.470653674157089-3.04780688935238e-05i
0.458449109732116-3.69929030853945e-06i
0.4401522794872-2.98573381210815e-05i
0.431381582416552-4.41289425539261e-06i
0.409782924143088-1.61285905092752e-05i
0.400130363499805+4.92913932304268e-06i
0.382336778615038-1.18182447384258e-06i
0.37135814800916+1.10594604575748e-05i
0.35712840617462+1.47880665868934e-06i
0.344339512201318+3.46026031356367e-06i
0.332108025839401-2.87854655995146e-06i
0.315751718621524-6.47728988205294e-06i
0.306994420977052+3.44989999682899e-08i
0.2879744540935-1.17034073671822e-05i
0.281001753613929+1.0713614423394e-05i
0.263883376766466-9.46075039562483e-06i
0.254141629081059+1.45685471354412e-05i
0.241375621995971-2.36875433591102e-06i
0.229227702720616+1.02230987925186e-05i
0.218680518936598+4.36703199717463e-06i
0.207181596150887+5.41372672294957e-06i
0.196633324190655+8.98039288765275e-06i
0.186072017075637+5.68479445404125e-06i
0.175756428701737+7.83305238667363e-06i
0.165427445500224+6.38481382465573e-06i
0.156121315343662+2.95649073578647e-06i
0.146719121867433+5.4292741623261e-06i
0.138220662197186-2.69905240130797e-07i
0.129542099062074+2.81067773046608e-06i
0.122233857140965-2.68930088359564e-07i
0.113005541326268-1.53229815334114e-06i
0.107522374221566+1.08949742846895e-06i
0.0981827071994961-5.41031478489206e-06i
0.0936697547660818+2.1062080422714e-06i
0.0858759996863106-5.78302550697308e-06i
0.0805945632597637+8.09911818887634e-07i
0.0750894213544486-3.17182852218612e-06i
0.0688018827738176-1.45039893341977e-06i
0.064823627592864-2.40819927679553e-07i
0.0589120290770999-2.5651717434372e-06i
0.0553344126368189+8.25134653999059e-07i
0.0506038491035116-1.93531573467951e-06i
0.0469140857355817-8.71322243692009e-07i
0.0431409994174047-7.74707639601486e-07i
