methyl_60_61_78_
1+3.85185988877447e-34i
0.999607568651003+1.08316813655017e-09i
0.999994589220224-1.48405567343876e-10i
0.999761514893642+9.65175219408159e-09i
0.999931788415377+4.23277388217466e-09i
0.999921856294067+8.07701459102077e-09i
0.99977046006493+4.04046426072979e-08i
0.99998101109991+6.55688204258399e-10i
0.999599859193269+1.27590054001763e-07i
0.999966079751105+2.78319028109156e-10i
0.999560103306301+2.05009375371726e-07i
0.999922050215941+4.92085056415911e-10i
0.999653686265989+1.78155314798943e-07i
0.999801804214808+4.07199336599195e-08i
0.99973063061323+6.94703109340315e-08i
0.999551625945282+2.19132792896678e-07i
0.999670976209547+2.20855060817387e-09i
0.999242459064911+5.08907547359497e-07i
0.999492013084876+2.09399067503188e-09i
0.999007489705264+6.58301662268022e-07i
0.999241135374474-4.90332617497356e-09i
0.998856508496927+4.75273258538949e-07i
0.998876412455712+5.58718945682769e-08i
0.998646503733687+1.40698351591817e-07i
0.998337847394401+3.92526462812927e-07i
0.998255175306932-1.59041349964191e-08i
0.997682738022056+9.18050862662524e-07i
0.997697630538647+6.91617966368353e-09i
0.997041394653805+1.13144668125936e-06i
0.997030016467801-2.2035282154831e-08i
0.996437649111293+7.35481761411589e-07i
0.996222930686063-1.39767445290751e-08i
0.99574550435693+1.35898640261144e-07i
0.995217767911907+4.04247237842945e-07i
0.994850262440727-8.20861573118694e-08i
0.994063848004517+1.13201387227058e-06i
0.993771643656178+1.74414609457595e-08i
0.992892388833943+1.41351343740277e-06i
0.992579079319684-3.91949034843949e-08i
0.991745814590492+8.26193632722237e-07i
0.991260447986468-1.76860818541489e-07i
0.990521440141857+3.70649033679781e-09i
0.989763438886426+2.02870035872945e-07i
0.989117662659163-2.06505218160163e-07i
0.988132183982344+1.06977476977855e-06i
0.987560846533508+3.8798304714081e-08i
0.986498845344609+1.44446283387248e-06i
0.985933019797378-2.91023611221515e-08i
0.984923694940042+7.44503814282996e-07i
0.984238543141721-3.73356455517454e-07i
0.983327155296571-2.20711417393414e-07i
0.982431004539932-1.27658287320882e-07i
0.981619520192879-3.62675049970994e-07i
0.980547344794666+8.30953102232465e-07i
0.979829545309057+7.71032867111277e-08i
0.978715838151913+1.34356774594307e-06i
0.978045211496098+3.40295983288159e-08i
0.977008250834439+6.25047358064039e-07i
0.976280941572081-5.12696581396163e-07i
0.975361808591136-4.21806145668283e-07i
0.974491030202851-4.26558369167368e-07i
0.973691875232059-4.94069700848016e-07i
0.972699565425381+6.16203098967529e-07i
0.97202080482634+1.3421641621461e-07i
0.97102313921947+1.3167941380693e-06i
0.970432336600717+1.5403173005591e-07i
0.969535763941503+6.50318999712048e-07i
0.968941849164704-5.30920564718002e-07i
0.968182450688891-4.70473882695871e-07i
0.967497641953393-5.61672590553998e-07i
0.966875024433036-5.46453596233178e-07i
0.966105192740131+5.85965937825049e-07i
0.965620249419659+2.0103155091601e-07i
0.964862559973554+1.50662458768513e-06i
0.964488227636187+3.03791357152839e-07i
0.963838176923089+9.21514813833479e-07i
0.963487923676131-4.31272571002729e-07i
0.962977734780019-3.10612355576952e-07i
0.962557718074928-5.11440153475094e-07i
0.962183790426966-5.06330778358538e-07i
0.961682620931096+7.51665898797442e-07i
0.96144236585939+2.54896771045962e-07i
0.960939981352076+1.88448558131473e-06i
0.960805384485404+4.35653973644826e-07i
0.960389850478495+1.37592036594817e-06i
0.960273340525213-2.80404227351019e-07i
0.959976870778818-7.35871958225503e-09i
0.959776485403783-3.72168186686735e-07i
0.959594586684735-4.17897001271831e-07i
0.959283562535716+9.67954267190958e-07i
0.959209629764127+2.66387274835237e-07i
0.958855149394033+2.25575455548075e-06i
0.958857734792319+5.0688365806392e-07i
0.958546056778641+1.80718060663204e-06i
0.958535014917701-1.63892079998502e-07i
0.958304046804878+2.7857263584513e-07i
0.958171030429444-2.90240437643974e-07i
0.958019903908191-3.62812156763263e-07i
0.957727541644116+1.02646307488573e-06i
0.957648025827364+2.15083645798769e-07i
