signal_0,signal_1
1+0i,0.7273313004511627+0.429012311320903i
1+0i,0.7861585261714911-0.3064384740562724i
1+0i,0.2447437517047083-0.8068065047429034i
1+0i,-0.4826592156463444-0.6904794669607358i
1+0i,-0.840461790777328-0.047227866566313725i
1+0i,-0.5561000093920367+0.6310650278395322i
1+0i,0.15233455859206702+0.8265394083401519i
1+0i,0.743358759500709+0.390733951363963i
1+0i,0.7659758612075128-0.3426622867365688i
1+0i,0.20382191180422057-0.8133101732699285i
1+0i,-0.5130315764458148-0.6623404842384317i
1+0i,-0.837101595867803-0.005992231831570549i
1+0i,-0.5216253501876331+0.6538805943531761i
1+0i,0.19154357425844193+0.8135360656322399i
1+0i,0.7573462157684593+0.35189885829045997i
1+0i,0.7440966410702283-0.37762642001061486i
1+0i,0.16284302914163504-0.8177030691260126i
1+0i,-0.5417802542358898-0.6328539900713852i
1+0i,-0.8316803059138984+0.034798954571164775i
1+0i,-0.48622797138691215+0.6748020267059871i
1+0i,0.22983342937989065+0.7986385731777982i
1+0i,0.7692777772971968+0.3126171612950792i
1+0i,0.7205976302546251-0.4112504299719755i
1+0i,0.12191770372304905-0.8199958999066833i
1+0i,-0.5688454241251137-0.602113531179737i
1+0i,-0.8242345428189537+0.07504094616842168i
1+0i,-0.45001280762265117+0.6937934824651684i
1+0i,0.2671112032653133+0.7819073020020676i
1+0i,0.7791435669375476+0.2729991522845579i
1+0i,0.6955594316816822-0.44345850126503594i
1+0i,0.08115526442612436-0.8202052463506606i
1+0i,-0.5941726629088167-0.5702152780049028i
1+0i,-0.8148063235415093+0.11463162480214528i
1+0i,-0.41308605527928444+0.710824982230303i
1+0i,0.30328780643301007+0.7634072319781426i
1+0i,0.7869396944878284+0.23315495418514823i
1+0i,0.6690662086979948-0.4741796297601282i
1+0i,0.040663453893422685-0.8183534564133264i
1+0i,-0.6177130601289952-0.5372577116017556i
1+0i,-0.8034428823925853+0.15347178107695386i
1+0i,-0.3755548423689178+0.7258724428769865i
1+0i,0.33827821036445266+0.7432077127491233i
1+0i,0.7926682104108177+0.19319419282550776i
1+0i,0.6412053985260786-0.5033477885359504i
1+0i,0.0005481212806593416-0.8144685223231727i
1+0i,-0.6394233109081924-0.5033413062139106i
1+0i,-0.7901964786987509+0.19146538313672581i
1+0i,-0.33752689856054696+0.7389176920952849i
1+0i,0.3720016624539958+0.7213822132358668i
1+0i,0.7963370414451452+0.15322567342242172i
1+0i,0.6120674181692576-0.5309020767857044i
1+0i,-0.03908707621951129-0.8085839411742031i
1+0i,-0.6592657904247035-0.4685682085971232i
1+0i,-0.7751241905867216+0.22851983300953413i
1+0i,-0.2991102264269472+0.7499484643481691i
1+0i,0.40438188559669075+0.6980080606445289i
1+0i,0.7979599084863079+0.11335706267169227i
1+0i,0.5817453637905946-0.5567868513238985i
1+0i,-0.07814096219555383-0.8007385596568228i
1+0i,-0.6772086099587404-0.4330419151563721i
1+0i,-0.7582876956841104+0.2645462098086119i
1+0i,-0.2604127749592663+0.7589583784356729i
1+0i,0.4353472619128495+0.673166169914267i
1+0i,0.7975562271677323+0.07369457741827969i
1+0i,0.5503347045972852-0.5809518404316729i
1+0i,-0.11651511933490105-0.7909764035767637i
1+0i,-0.6932256545012159-0.396866947959327i
1+0i,-0.7397530395668992+0.2994594991275788i
1+0i,-0.22154211638190038+0.7659468969099035i
1+0i,0.464831000165505+0.6469407645682435i
1+0i,0.7951509916256523+0.03434268084855224i
1+0i,0.5179329722702409-0.6033522398398394i
1+0i,-0.15411415644259993-0.7793464928558734i
1+0i,-0.7072966019781308-0.3601485306823118i
1+0i,-0.7195903928168549+0.33317880802046823i
1+0i,-0.18260512727912787+0.7709192676440028i
1+0i,0.4927712864854965+0.6194190899502282i
1+0i,0.7907746419827426-0.0045962128867372i
1+0i,0.4846394469832619-0.6239487907100536i
1+0i,-0.1908459634070894-0.7659026427499848i
1+0i,-0.7194069242041257-0.3229922655347487i
1+0i,-0.6978737975814415+0.3656275650109012i
1+0i,-0.14370767502078013+0.7738864479143763i
1+0i,0.5191114180780397+0.5906911198447455i
1+0i,0.7844629161342096-0.04302202474696637i
1+0i,0.4505548410571921-0.6427078395356501i
1+0i,-0.22662195340684158-0.7507032520576508i
1+0i,-0.7295478697381652-0.285503812194579i
1+0i,-0.6746809045548442+0.3967337046299305i
1+0i,-0.1049543104468853+0.7748650114099824i
1+0i,0.5437999196443205+0.5608492574907841i
1+0i,0.776256686466325-0.08083728674140217i
1+0i,0.4157809812919959-0.659601379944446i
1+0i,-0.26135729170093436-0.7338110791289292i
1+0i,-0.7377164288727254-0.24778856977014843i
1+0i,-0.6500927013212978+0.42642983603827656i
1+0i,-0.0664479677409806+0.7738770386349548i
1+0i,0.5667906423115989+0.5299880320076155i
1+0i,0.7662017821810154-0.11794740694378736i
1+0i,0.3804204910136224-0.6746070764458899i
1+0i,-0.2949711103975875-0.7152930065157481i
1+0i,-0.7439152810445917-0.20995136278393978i
1+0i,-0.6241932330211398+0.4546533953459334i
1+0i,-0.028289672388558937+0.7709499912211132i
1+0i,0.588042844925273+0.4982037912562066i
1+0i,0.7543487979410501-0.1542609228355215i
1+0i,0.3445764728630194-0.6877082702243313i
1+0i,-0.3273867086472725-0.6952197951344734i
1+0i,-0.7481527250107097-0.17209613215011355i
1+0i,-0.5970693163156107+0.48134678129986486i
1+0i,0.009421741918625604+0.7661165707149324i
1+0i,0.6075212576162132+0.46559439216113524i
1+0i,0.7407528895882637-0.18968974227729063i
1+0i,0.30835219334181574-0.6988939671384786i
1+0i,-0.35853173776077457-0.6736658288371713i
1+0i,-0.7504425921860322-0.13432563209146317i
1+0i,-0.5688102476387795+0.5064574740689355i
1+0i,0.046589906610014054+0.7594145624491518i
1+0i,0.6251961276161359+0.4322588895159176i
1+0i,0.7254735577224594-0.22414937145711578i
1+0i,0.27185077011300707-0.7081588081443378i
1+0i,-0.3883383708075147-0.650708850310568i
1+0i,-0.7508041435918344-0.09674113391211409i
1+0i,-0.5395075067336207+0.5299381369137972i
1+0i,0.08312118101380156+0.7508866651521728i
1+0i,0.6410432473526695+0.39829722428910186i
1+0i,0.7085744199604795-0.25755912921239904i
1+0i,0.23517486303562968-0.7155030224146686i
1+0i,-0.41674345630527326-0.626429689240897i
1+0i,-0.7492619509124853-0.059442137510164694i
1+0i,-0.5092544564746116+0.5517467005881056i
1+0i,0.11892490384580529+0.7405803069887421i
1+0i,0.6550439649139536+0.3638099124396849i
1+0i,0.6901229727239055-0.28984234717481855i
1+0i,0.19842636988995432-0.7209323634823059i
1+0i,-0.443688655668925-0.6009119836986062i
