x,y,z,w
1,0,0,9.73534794617547e-06
-1,0,0,9.73534794617547e-06
0,1,0,9.73534794617547e-06
0,-1,0,9.73534794617547e-06
0,0,1,9.73534794617547e-06
0,0,-1,9.73534794617547e-06
0,0.707106781186548,0.707106781186548,0.000190758124180316
0,-0.707106781186548,0.707106781186548,0.000190758124180316
0,0.707106781186548,-0.707106781186548,0.000190758124180316
0,-0.707106781186548,-0.707106781186548,0.000190758124180316
0.707106781186548,0,0.707106781186548,0.000190758124180316
0.707106781186548,0,-0.707106781186548,0.000190758124180316
-0.707106781186548,0,0.707106781186548,0.000190758124180316
-0.707106781186548,0,-0.707106781186548,0.000190758124180316
0.707106781186548,0.707106781186548,0,0.000190758124180316
-0.707106781186548,0.707106781186548,0,0.000190758124180316
0.707106781186548,-0.707106781186548,0,0.000190758124180316
-0.707106781186548,-0.707106781186548,0,0.000190758124180316
0.577350269189626,0.577350269189626,0.577350269189626,0.000190105954673757
-0.577350269189626,0.577350269189626,0.577350269189626,0.000190105954673757
0.577350269189626,-0.577350269189626,0.577350269189626,0.000190105954673757
0.577350269189626,0.577350269189626,-0.577350269189626,0.000190105954673757
-0.577350269189626,-0.577350269189626,0.577350269189626,0.000190105954673757
0.577350269189626,-0.577350269189626,-0.577350269189626,0.000190105954673757
-0.577350269189626,0.577350269189626,-0.577350269189626,0.000190105954673757
-0.577350269189626,-0.577350269189626,-0.577350269189626,0.000190105954673757
0.0118236166240028,0.0118236166240028,0.999860192316834,3.9264245389192e-05
-0.0118236166240028,0.0118236166240028,0.999860192316834,3.9264245389192e-05
0.0118236166240028,-0.0118236166240028,0.999860192316834,3.9264245389192e-05
0.0118236166240028,0.0118236166240028,-0.999860192316834,3.9264245389192e-05
-0.0118236166240028,-0.0118236166240028,0.999860192316834,3.9264245389192e-05
-0.0118236166240028,0.0118236166240028,-0.999860192316834,3.9264245389192e-05
0.0118236166240028,-0.0118236166240028,-0.999860192316834,3.9264245389192e-05
-0.0118236166240028,-0.0118236166240028,-0.999860192316834,3.9264245389192e-05
-0.0118236166240028,0.999860192316834,0.0118236166240028,3.9264245389192e-05
0.0118236166240028,-0.999860192316834,0.0118236166240028,3.9264245389192e-05
0.0118236166240028,0.999860192316834,-0.0118236166240028,3.9264245389192e-05
-0.0118236166240028,-0.999860192316834,0.0118236166240028,3.9264245389192e-05
-0.0118236166240028,0.999860192316834,-0.0118236166240028,3.9264245389192e-05
0.0118236166240028,-0.999860192316834,-0.0118236166240028,3.9264245389192e-05
