signal_0,signal_1
-0.7255396362004198-0.6881789559489522i,-0.033077004550010766-0.03168107226809224i
0.9642887120523449-0.26485309606190177i,0.044474386862003834-0.011983022645672263i
-0.27223471320365084+0.9622305394556334i,-0.012825666648599975+0.04450815596286037i
-0.6826000672612014-0.7307907183185833i,-0.03162873634292709-0.034191778061704314i
0.9785390780793143-0.20606116254175247i,0.045876482043657775-0.00942928383939962i
-0.3299195070313258+0.9440087569365838i,-0.015751079541721762+0.04438122561203762i
-0.6371624746754898-0.7707280988677117i,-0.02999429345223981-0.03663918278750118i
0.989208411405947-0.14651513217262863i,0.04712713550903632-0.006748883470589082i
-0.38639693670005404+0.9223323089464385i,-0.018706119982232372+0.044058307520247704i
-0.5893931405313135-0.8078449439237901i,-0.028176282803356857-0.03900974558205989i
0.9962576668513149-0.08643291786980853i,0.048216107568106986-0.003951116727175542i
-0.4414603190561437+0.897280521981777i,-0.02167748533457164+0.043535477798319906i
-0.5394668800900716-0.8420054217636632i,-0.026178280384944522-0.041290024756657925i
0.999661047165877-0.02603439475164903i,0.04913374838603291-0.001046056514843904i
-0.49490814575218833+0.8689450748312031i,-0.024651514687655047+0.04280972266111822i
-0.48756640203770407-0.8730845196993777i,-0.024004827827752245-0.04346674620713025i
0.9994060974383391+0.034459404508981675i,0.049871054721834764+0.001955485087635087i
-0.5465448206811356+0.8374296630703253i,-0.027614251368459974+0.04187896689552812i
-0.43388163984931627-0.9009685015709691i,-0.021661424210227168-0.045526871712401794i
0.9954937506752853+0.0948270985694245i,0.05041972408843088+0.005041999396997557i
-0.5961813757740936+0.802849619580452i,-0.03055150755515578+0.04074209802975148i
-0.3786090567141746-0.9255553239719898i,-0.019154513095652144-0.04745766679199766i
0.9879383243867738+0.1548477675779314i,0.050772206054636795+0.008201327542518922i
-0.6436361625423614+0.7653314924797479i,-0.03344893069443324+0.03939898605622797i
-0.32195092656475277-0.9467550096845871i,-0.01649146482813655-0.04924676779321742i
0.9767674681903938+0.21430176164550818i,0.050921750421788176+0.011420710536904834i
-0.688735516832939+0.7250125820114294i,-0.036292071417662775+0.037850498580820346i
-0.26411459384094954-0.9644899769575008i,-0.013680554137306813-0.05088224788065774i
0.9620220626255335+0.2729715046702405i,0.05086245202099527+0.014686842788205347i
-0.7313143943647931+0.6820404380838033i,-0.03906645264184445+0.03609851129172059i
-0.20531171469842624-0.9786953234219777i,-0.010730933123916894-0.052352681604173126i
0.9437560695481506+0.33064229057244726i,0.05058929189166112+0.017985928822610076i
-0.7712169747200943+0.636572320300927i,-0.04175763953408662+0.03414591366309313i
-0.14575748243791636-0.9893190636065867i,-0.007652599720719842-0.05364720772638914i
0.9220363346535371+0.38710306902678454i,0.05009817461764482+0.02130374297163728i
-0.8082972315800695+0.5887746224599495i,-0.04435131001260368+0.031996609830386734i
-0.0856698399901003-0.9963223191817319i,-0.004456361744722804-0.05475558999735904i
0.8969423428497652+0.4421472178158581i,0.04938596161427991+0.02462569176199884i
-0.8424194671186577+0.5388222636212272i,-0.046833325452918434+0.029655514596584314i
-0.025268682338016657-0.9996794612376547i,-0.0011537966782363596-0.055668275571881795i
0.8685659273770372+0.49557329897886265i,0.04845050017736948+0.027936878732332922i
-0.8734588085983161+0.4868980479796343i,-0.04918980126522185+0.02712854455126692i
0.0352249482042033-0.9993782040752437i,0.0022427926630892198-0.05637645077444007i
0.8370109337374366+0.5471857959880639i,0.04729064812409479+0.03122217138814775i
-0.9013016653506454+0.43319199587966467i,-0.051407177007643336+0.02442260430714973i
0.09558967091133724-0.9954196501664201i,0.005720426396971519-0.056872093927456444i
0.8023928396649614+0.5967958292553794i,0.04590629387540437+0.03446626999471025i
-0.925846144469486+0.3779006484225243i,-0.05347228570045229+0.021545567881563667i
0.1556045768055152-0.9878182861195643i,0.009265499578287758-0.0571480249707612i
0.7648383325265775+0.6442218473506082i,0.044298371849961125+0.03765377789739227i
-0.9470024236952247+0.3212263482100518i,-0.05537242200814335+0.018506255273195268i
0.21505003708826803-0.9766019296647465i,0.012863837723790636-0.057197951613570046i
0.7244848457008258+0.6892902914017456i,0.04246887306081153+0.0407692730501413i
-0.9646930801257138+0.2633764988576369i,-0.05709540895972607+0.015314404307030884i
0.2737085068876711-0.9618116278527726i,0.016500755623958016-0.057016511775010076i
0.6814800556306422+0.7318362302459698i,0.0404208508276596+0.04379738042529636i
-0.9788533735508663+0.20456280598600068i,-0.05862966288250074+0.011980637842892852i
0.33136532137921004-0.9435015068405954i,0.020161119191611294-0.05659931208506783i
0.6359813413909543+0.7717039640069105i,0.038158421539845354+0.04672284497207153i
-0.9894314833740392+0.14500050246948415i,-0.05996425623106106+0.008516426465004449i
0.38780948136690746-0.9217385738128103i,0.02382941008140889-0.05594296223484488i
0.5881552087488117+0.8087475938893749i,0.03568676042770312+0.049530604786549755i
-0.9963886982531757+0.08490756077610076i,-0.06108897800120183+0.004934046791670207i
0.44283442544982526-0.8966024717641171i,0.027489792799947853-0.055045104983048494i
0.53817668082374+0.8428315561063211i,0.03301209232285154+0.052205864153139485i
-0.9996995577677055+0.024503895281853247i,-0.06199439142779111+0.0012465355652048094i
0.49623878594813986-0.8681851880401411i,0.031126184013093493-0.05390444164458587i
0.48622865757823786+0.8738311179841365i,0.03014167741105686+0.054734166116088334i
-0.9993519455927549-0.03598944252150068i,-0.06267188867654108-0.002532360297301726i
0.5478271258224284-0.8365907177032268i,0.034722323745294915-0.052520752907056774i
0.43250124648241184+0.9016328344306921i,0.027083792004406207+0.05710146423980891i
-0.9953471338396969-0.09635107298003762i,-0.06311374225171978-0.006388237492126245i
0.5974106538893537-0.8019346829551413i,0.03826184815515812-0.05089491484154909i
0.37719106680222586+0.926134963095691i,0.02384770438269063+0.05929419321856543i
-0.9876997784007676-0.15636009843218995i,-0.06331315285544353-0.01030609373683975i
0.6448079157163729-0.7643439100094391i,0.041728363562404426-0.04902890999550367i
0.32050053005737245+0.9472478367040049i,0.020443645776866654+0.061299337999360395i
-0.9764378653147943-0.21579691159938302i,-0.06326429344887918-0.014270388560954082i
0.689845457667082-0.7239559649619524i,0.04510552139375472-0.04692583347739112i
0.26263709928198137+0.9648941911994176i,0.01688277659021913+0.06310450108671117i
-0.9616026083503014-0.2744439992544242i,-0.06296234928176492-0.01826510722529846i
0.7323584616670838-0.6809186503579193i,0.048377093709025036-0.04458989396539104i
0.20381252979895353+0.9790094484979106i,0.01317714797527565+0.06469796770441975i
-0.9432482981808057-0.33208673822656154i,-0.06240355367368207-0.02227382750028745i
0.7721913483674029-0.6353894642981028i,0.05152704896410587-0.04202640959512677i
0.1442420942863592+0.9895419528157358i,0.009339658906496899+0.06606876849730693i
-0.9214421037042538-0.3885141808301784i,-0.061585219348713124-0.026279789018528902i
0.8091983464981328-0.5875350240633366i,0.05453962766435707-0.03924179870470138i
0.08414379497182761+0.9964531597074138i,0.005384008910202992+0.06720673946528734i
-0.8962638262336814-0.4435198268427876i,-0.060505765144316576-0.030265964903789928i
0.8432440263287211-0.5375304563667858i,0.057399417560401275-0.03624356543864044i
0.023737565837955332+0.9997177771218624i,0.0013246466340056536+0.06810257883293125i
-0.8678056074586564-0.4969023792072207i,-0.059164737935228626-0.034215135366134575i
0.8742037952826596-0.485558756465337i,0.06009142803829019-0.03304028023583042i
-0.036755532241679045+0.9993238579604475i,-0.002823285541925066+0.06874790056991394i
-0.8361715922462416-0.5484664806924647i,-0.05756282963411469-0.038109962942253765i
0.9019643538928427-0.4318101184754964i,0.06260116335761726-0.029641555249985775i
-0.09711412049043844+0.9952728437982394i,-0.007044010630187365+0.06913528429122807i
-0.8014775475154764-0.5980234288172847i,-0.0557018891522661-0.04193306905057631i
0.9264241104289899-0.37648123934454925i,0.06491469439432836-0.026058014774551146i
-0.15711731237993665+0.9875795596084626i,-0.01132117965818811+0.06925832128097434i
-0.7638504385801401-0.6453918664203174i,-0.05358492922582071-0.04566711152280212i
0.9474935526797799-0.31977459902415317i,0.06701872854966195-0.022301260767035785i
-0.21654552197993504+0.9762721595094603i,-0.015637937529655664+0.06911165639947879i
-0.7234279645101915-0.6903984453494485i,-0.051216128035765585-0.049294862767014135i
0.965095575529125-0.2618977194806127i,0.06890067749300714-0.01838383359063284i
-0.27518126754860456+0.9613920237327028i,-0.019976991852204154+0.06869102565082423i
-0.6803580542122717-0.7328784608416509i,-0.048600825573086065-0.052799288212610235i
0.9791657631278052-0.20306240525354818i,0.0705487224141909-0.014319168113284063i
-0.3328099674223618+0.9429936071888995i,-0.024320684442403148+0.06799328920609747i
-0.6347983250733942-0.7726764542717298i,-0.045745514723946175-0.056163624683874674i
0.9896526246278307-0.14348396834218177i,0.07195187647006895-0.010121545326257496i
-0.38922072529266455+0.9211442401863963i,-0.028651065205971136+0.06701645969700187i
-0.5869155061489533-0.8096467820641726i,-0.042657827073490154-0.059371458347216736i
0.9965177826168465-0.08338044025582811i,0.07310004412103355-0.0058060396654739535i
-0.44420710199598923+0.8959238820311454i,-0.0329499680781695+0.06575972561469243i
-0.5368848280059394-0.8436541486861266i,-0.03934651345065-0.06240680187688725i
0.9997361135629905-0.02297177411214466i,0.0739840770652486-0.001388462239337669i
-0.497567870992569+0.8674248284099609i,-0.03719908869827774+0.06422346966977445i
-0.48488938145426647-0.8745741017709843i,-0.03582141926020986-0.0652541704853224i
0.9992958397562383+0.037520960296880186i,0.0745958264919462+0.0031146998135211323i
-0.5491077547691683+0.835751373627917i,-0.04138006348223249+0.062409281991195366i
-0.4311194475129893-0.9022934875606323i,-0.03209345467205405-0.06789865646725825i
0.9951985724097665+0.09787638552548697i,0.07492819139002142+0.0076863475944300924i
-0.598638139470972+0.8010194289359518i,-0.04547454974922073+0.06031996806421739i
-0.375771801063436-0.9267108649996432i,-0.02817455976113006-0.07032600191129819i
0.9874593057636041+0.15787362662058652i,0.07497516266423916+0.012308838082850113i
-0.6459777651473446+0.7633560983454355i,-0.04946430655117852+0.057959551330674895i
-0.3190489907375949-0.9477368769660026i,-0.024077664714791114-0.0725226692387193i
0.9761063622121499+0.21729311942929405i,0.07473186282867461+0.016964054865946168i
-0.6909533890854588+0.72289921348204i,-0.05333127584887029+0.055333270398157525i
-0.26115859767705135-0.9652945772798254i,-0.019816645247050242-0.07447590923701677i
0.9611812886563635+0.2759174141094946i,0.07419458106544+0.021633481667442278i
-0.7334004198042685+0.6797968291811427i,-0.057057663674548925+0.05244757082859054i
-0.20231247587509776-0.9793197122933484i,-0.015406273381536025-0.0761738262648347i
0.9427387044599392+0.33353197090294273i,0.07336080345614002+0.026298278369326984i
-0.7731635193886938+0.63420668167067i,-0.0606260209189969+0.04931009150071118i
-0.14272597688204247-0.9897609560317087i,-0.010862163786603034-0.07760544031561431i
0.9208461015658764+0.3899259452587003i,0.07222923821393033+0.03093935920705381i
-0.8100971719597208+0.5862956113242017i,-0.06401932338032766+0.04592964556510628i
-0.08261716171095868-0.9965800980239798i,-0.006200715867022627-0.07876074563946082i
0.8955835975049338+0.444892959433703i,0.07079983576528172+0.03553747280719737i
-0.8440662162000672+0.5362389520968074i,-0.06722105071295732+0.042316196034742626i
-0.02220600282796492-0.999752183137099i,-0.0014390518367900418-0.07963076563615916i
0.8670436421998524+0.4982318577467286i,0.06907380355256917+0.04007328372634775i
-0.8749463399865949+0.4842198898780202i,-0.07021526391789118+0.038480826077990964i
0.03828642085259404-0.9992656029009435i,0.0034050489831524483-0.08020760374720287i
0.8353306796383149+0.5497474427218565i,0.06705361545132868+0.044527455141316015i
-0.9026245353193287+0.4304287921101002i,-0.0729866810197877+0.034435704105148165i
0.09863873302209208-0.995122137990347i,0.008313219380253247-0.08048449009080653i
0.800560765652777+0.5992511894274566i,0.06474301571924523+0.04888073233343324i
-0.9269995118822358+0.3750625111248987i,-0.07552075058216771+0.030194043763066163i
0.15863007011990043-0.9873369517085967i,0.013266576699572133-0.08045582360117806i
0.7628611432059278+0.6465619353965275i,0.06214701741775818+0.053114026604136166i
-0.9479820677223105+0.318323663748807i,-0.07780372271963137+0.02577005897582203i
0.21804088959922957-0.9759385344962501i,0.01824579823167344-0.0801172094518731i
0.7223697767360575+0.6915065436035746i,0.05927189527121823+0.05720849925488392i
-0.9654954156904385+0.26041988981213116i,-0.07982271727496865+0.021178914192052253i
0.2766537733586286-0.9609685996683488i,0.023231199229222194-0.0794654915625749i
0.6792348472664245+0.7339205360718175i,0.05612517295298039+0.06114564526198124i
-0.9794754644494086+0.20156309227642788i,-0.08156578883959041+0.016436670021771665i
0.3342542233989244-0.9424819307615901i,0.0282028132288569-0.07849878000913198i
0.633614210126305+0.7736486957919935i,0.05271560481234026+0.0649073762760485i
-0.989871053020698+0.1419686617606088i,-0.08302198830774471+0.011560224466937098i
0.39063144679384093-0.9205461810500926i,0.03314047434277183-0.07721647317816868i
0.5856748172682382+0.8105456347499966i,0.049053152080816585+0.06847610257658589i
-0.9966441380116985+0.08185468830371698i,-0.08418142066837753+0.006567249970648i
0.4455791271016422-0.8952416259634499i,0.038023901173788656-0.07561927452973435i
0.5355921062955306+0.8444763259846121i,0.04514895362088051+0.07183481361455873i
-0.9997699328382049+0.02144116324898284i,-0.08503529875334521+0.0014761265296502554i
0.4988961793947614-0.8666608693131088i,0.042832781998492116-0.07370920385444468i
0.4835493584359219+0.8753165977282419i,0.041015291304558776+0.07496715677990165i
-0.9992369984326765-0.0390508258300762i,-0.08557599267676458-0.0036941288664469204i
0.5503874861443353-0.8349085044021651i,0.047546860855291605-0.07148960293501279i
0.4297370278109525+0.9029535878222842i,0.03666555013349588+0.07785751403649953i
-0.9950472851063134-0.09939990421528835i,-0.0857970747176974-0.008923936188126145i
0.5998646112666197-0.8001007312587625i,0.05214602416819393-0.0689651355462003i
0.3743520444556179+0.9272861567441958i,0.032114173235781064+0.08049107607449178i
-0.9872161254117553-0.15938522018028753i,-0.08569335941679708-0.01419322941342556i
0.6471464897181827-0.76236493139386i,0.05661038753252155-0.06614178175159202i
0.31759709363895755+0.948225257734736i,0.027376611898109908+0.0828539136385177i
-0.9757721780325191-0.21878725321304643i,-0.08526093867728676-0.019481536356965017i
0.6920600901162546-0.7218392016395707i,0.06092038228589751-0.0630268264803384i
0.25967987412295834+0.9656942626708908i,0.022469270814498496+0.08493304570088671i
-0.9607573229045179-0.2773886173667376i,-0.08449721168115638-0.024768060953549182i
0.734441047959328-0.678671848774026i,0.0650568414865701-0.0596288423919406i
0.200812338074227+0.9796292424919139i,0.017409448754747717+0.0867165041605567i
-0.9422265079534675-0.33497485679900074i,-0.08340090945312183-0.03003176765675455i
0.7741342671306897-0.6330208467822157i,0.06900108492154165-0.05595766706218082i
0.1412099154100242+0.9899792011522535i,0.012215274877071056+0.08819339476206446i
-0.9202475480090625-0.3913352305882865i,-0.081972113927188-0.03525146760166607i
0.8109944874836481-0.5850532587390047i,0.07273500276894254-0.05202437454821072i
0.08109072541722567+0.9967062622451917i,0.006905640929555019+0.08935395394329466i
-0.8949008766318035-0.4462634839551836i,-0.08021227139385143-0.04040590617122731i
0.8448868164313226-0.5349446254299757i,0.076241137542903-0.04784124141572337i
0.02067477852934424+0.9997858076142383i,0.0015001296044830797+0.09018960133701004i
-0.8662792517606864-0.4995586030663921i,-0.07812420022972111-0.045473851597460174i
0.8756872225956224-0.48287832294749444i,0.0795027639543421-0.04342170733563632i
-0.03981682881723192+0.999206567445017i,-0.003981060672202838+0.09069298766841603i
-0.834487416258955-0.5510255506590809i,-0.07571209283563367-0.05043418422219432i
0.9032829897088559-0.4290448916129122i,0.08250396632821282-0.038780330382016524i
-0.10016272330130876+0.9949706615079497i,-0.009517194216882885+0.09085803780952366i
-0.7996417146001751-0.6004759797935653i,-0.07298151173408254-0.05526598603690332i
0.927573129106897-0.37364133868076516i,0.08522971322616457-0.033932737186707015i
-0.16014206484823168+0.9870935914008063i,-0.015087079514432283+0.09067998877078372i
-0.7618696670973933-0.6477289231222714i,-0.06993937980186993-0.059948630117905084i
0.9484687493043537-0.316870417376774i,0.08766592893379713-0.028895568129314403i
-0.21953535480977926+0.9756041838195102i,-0.020669153264687053+0.09015542243111642i
-0.7213095032335219-0.6926114551525608i,-0.06659396463912252-0.06446186957142651i
0.9658933812992528-0.2589398849080561i,0.08979956148328196-0.02368641776374505i
-0.2781252392350123+0.9605444850648037i,-0.02624156670611784+0.0892822928291723i
-0.6781096558007544-0.734959325079818i,-0.06295485710127512-0.06878592560296967i
0.9797832584167696-0.20006174216091083i,0.09161864689528407-0.01832377070425352i
-0.3356973042924498+0.9419696071708297i,-0.031782273861844276+0.0880599478611809i
-0.632428217700251-0.7746175578749026i,-0.05903294404596313-0.07290157432705605i
0.9900875496678899-0.1404514578685626i,0.09311236933866983-0.012826933214810028i
-0.3920408609326717+0.9199475262187441i,-0.03726912134278927+0.086489145253978i
-0.5844323633899711-0.8114410214262432i,-0.05484037537206871-0.07679023193670952i
0.9967685457690141-0.08032718008807266i,0.09427111692245604-0.007215960765533741i
-0.44694971591981403+0.8945588335734285i,-0.04267993933406932+0.08457206270593876i
-0.5342977370979044-0.8452949576610786i,-0.050390525453244676-0.08043403785696991i
0.9998017971417519-0.019908937872073398i,0.09508653285166357-0.0015115818388290931i
-0.5002229264103211+0.865896440953685i,-0.04799263338345101+0.08231230211291306i
-0.4822078100395786-0.8760554757021692i,-0.04569794909295448-0.08381593551336794i
0.999176203387885+0.0405821639431319i,0.09555156169728599+0.004264881714464175i
-0.5516655353175114+0.834065240415221i,-0.05318527660523438+0.0797148878214199i
-0.42835320899215357-0.9036100052552357i,-0.04077833215233647-0.08691975035450773i
0.9948940539120614+0.10092475388637652i,0.09566049055019123+0.01009159745205155i
-0.6010892847708432+0.7991817204907421i,-0.05823620190894519+0.07678625887666674i
-0.37293101868222855-0.9278577085679242i,-0.03564843702600393-0.08973026477772883i
0.9869710195435558+0.16089800397620735i,0.09540898484952583+0.015946307918237975i
-0.6483133050589259+0.7613735398919168i,-0.06312409385999482+0.07353425525863891i
-0.31614406054032856-0.9487098494527015i,-0.03032604316392151-0.09223328961823557i
0.975436095187762+0.22028243785652152i,0.09479411869793282+0.021806418677179317i
-0.6931647765350363+0.7207790603332809i,-0.06782807977892301+0.06996809812521756i
-0.25820015046151484-0.9660901180232194i,-0.024829882859885556-0.09441573187494359i
0.960331493717281+0.27886073398583655i,0.09381439949853834+0.02764908844300136i
-0.7354795620628568+0.6775468401877431i,-0.07232781968694536+0.06609836410719239i
-0.19931133828839814-0.979934909955746i,-0.019179572548605743-0.09626565836071727i
0.9417124914909255+0.33641852094086094i,0.09246978677208444+0.033451320937598776i
-0.7751028076879493+0.6318350908266995i,-0.07660359470839577+0.0619369537256478i
-0.1396931317997231-0.9901935592536945i,-0.01339553987390703-0.09777235498040847i
0.9196472260659695+0.3927451619239011i,0.0907617050367662+0.03919005809747747i
-0.8118895093367691+0.5838110976343134i,-0.08063639354514807+0.05749705402785311i
-0.07956370804438934-0.9968285236634258i,-0.007498946810100255-0.09892638135725924i
0.8942164468439319+0.447634525603139i,0.08869305065811858+0.04484227424329208i
-0.8457050434693408+0.5336506078148066i,-0.08440799664432654+0.052793095562905915i
-0.019143114907089143-0.9998155220627838i,-0.0015116091369176527-0.09971962054663816i
0.8655132195624228+0.5008857404648401i,0.08626819260154424+0.05038507081950572i
-0.8764256597436374+0.4815371872331172i,-0.08790105768844202+0.047840703843318295i
0.041347534172511746-0.9991436233195823i,0.004544087414425428-0.10014532359564787i
0.8336425857144873+0.5523039299168853i,0.08349296704575206+0.055795771307130815i
-0.9039389338887224+0.4276615486426179i,-0.0910991820465792+0.04265664546292536i
0.10168686938006477-0.9948152862948574i,0.010645274010643423-0.10019814872791218i
0.7987211781418185+0.6017009254534578i,0.08037466584142308+0.061052015909735066i
-0.9281441791293278+0.3722208537582864i,-0.09398700183637951+0.037258769065255666i
0.1616540746450521-0.9868463508444901i,0.01676868821331638-0.09987419495459382i
0.7608767942086172+0.6488959552710198i,0.07692201882537472+0.06613185561166852i
-0.9489528146562427+0.3154179917294484i,-0.09655024725907088+0.031665941379368075i
0.22102969573283582-0.9752659798521335i,0.022890765762361015-0.09917102993536782i
0.7202479281180854+0.6937163058155286i,0.07314517002694933+0.07101384520822658i
-0.966288689794057+0.2574608366525654i,-0.09877581388404373+0.02589797856234275i
0.27959644335297146-0.9601165525055739i,0.028987734273462094-0.09808771193667912i
0.6769832640830808+0.7359979538399197i,0.06905564782930375+0.07567713490964187i
-0.9800883626799498+0.19856148684125727i,-0.10065182557498514+0.019975573108725112i
0.3371399883447552-0.9414535092070926i,0.035035708466849176-0.09662480575890663i
0.6312411322057101+0.7755861666587955i,0.06466632917441391+0.08010156012494689i
-0.9903013324336812+0.13893548863750171i,-0.10216769276647754+0.013920216607410428i
0.39344974602996613-0.9193451486853853i,0.041010786536363926-0.09478439252899651i
0.5831889290571072+0.8123360684036471i,0.05999139792625535+0.08426772903737782i
-0.9968902239691385+0.07880104760453119i,-0.1033141658183516+0.007754118645476378i
0.44831964686241077-0.8938723780515301i,0.04688914726094765-0.09257007328062124i
0.5330025050778262+0.8461131702063533i,0.05504629753203462+0.08815710759051358i
-0.9998309247711127+0.018378229988120588i,-0.10408338319444185+0.0015001221763111623i
0.5015488905540211-0.8651284167136828i,0.052647147455576214-0.08998696626993014i
0.48086552104070046+0.8767938623707212i,0.049847678146164656+0.09175210151330801i
-0.9991126731367539-0.042111842631424916i,-0.10446891423320456-0.004818384314054041i
0.5529426809177296-0.8332184552340511i,0.05826141935519535-0.08704169800114327i
0.4269687759312353+0.9042658667309205i,0.04441333840595035+0.09503613502298144i
-0.9947380975587853-0.10244780254935326i,-0.10446579629926914-0.011177557493317839i
0.602312938737913-0.7982592703765832i,0.06370896752350327-0.0837423879627585i
0.3715095087052106+0.9284286475413848i,0.038762162071459993+0.09799372585690744i
-0.9867232071063492-0.16240884604725814i,-0.10407056612778223-0.017553192359116194i
0.6494789900595985-0.7603787977541283i,0.06896726487849812-0.08009862710176585i
0.3146906764787512+0.9491937793944925i,0.03291404976487776+0.1006105562985159i
-0.9750973328386829-0.22177554143992473i,-0.10328128519704594-0.023920817529900818i
0.6942682273776025-0.7197156636390026i,0.07401434742830172-0.0761214500897536i
0.2567202117923878+0.9664852708196083i,0.026889846066361918+0.10287353987751058i
-0.959903020466032-0.2803306321011221i,-0.10209755898927826-0.03025579226461536i
0.7365167413059166-0.6764186776503266i,0.07882890731450061-0.07182330146136616i
0.1978102616671989+0.980239842379252i,0.020711262244329634+0.10477088344139059i
-0.9411958746506082-0.33785983152961296i,-0.1005205500245285-0.036533404816128684i
0.7760699204157135-0.6306462881746854i,0.08339038376521848-0.06721799573166347i
0.13817641123776142+0.9904071582446808i,0.014400794917786158+0.10629214431335336i
-0.9190443555173933-0.3941526075457813i,-0.09855298457837226-0.042728971715914534i
0.8127830170468241-0.5825660025130377i,0.08767905156718364-0.06232067162490582i
0.07803689480308462+0.9969500104034204i,0.007981640966829824+0.10742828227100118i
-0.8935295281194593-0.449002952749054i,-0.0961991530203025-0.048817937581626246i
0.8465216770220483-0.5323537738758826i,0.09167610667466373-0.0571477405726396i
0.0176117971827347+0.9998444548246201i,0.0014776090247956887+0.10817170610081359i
-0.8647447657746692-0.5022101384165731i,-0.09346490373611337-0.054775975035131236i
0.8771624313257818-0.4801933574700253i,0.09536374858335414-0.051716829663797495i
-0.04287775169914709+0.9990798990839322i,-0.0050869720986690126+0.10851631450499875i
-0.8327954083594055-0.5535794490841729i,-0.0903576306245342-0.06057908431617644i
0.9045931479476251-0.42627563803338553i,0.09872525910917672-0.04604671925369392i
-0.10321038605446392+0.9946591411272365i,-0.011687347699704451+0.1084575311601027i
-0.7977983768098321-0.6029228951214105i,-0.08688625418521809-0.06620369217624515i
0.9287134422374141-0.3707979312787778i,0.10174507722546945-0.04015727546219643i
-0.16316531433494158+0.9865983590313605i,-0.018298433790684857+0.10799233375027681i
-0.7598817452414489-0.6500599006929333i,-0.08306119624214989-0.07162674963825993i
0.9494350442699583-0.3139632618030883i,0.1044088696268987-0.03406937781376797i
-0.22252312723443607+0.9749270517992608i,-0.024894915650658836+0.10711927682267158i
-0.719184272252795-0.6948179645885363i,-0.07889434837350257-0.0768258282107239i
0.966682121875084-0.2559796201043827i,0.10670359670492514-0.027804842293668346i
-0.2810666006328297+0.9596879314063341i,-0.03145134791756842+0.10583850833756549i
-0.6758548931285313-0.7370332915035582i,-0.07439903414557228-0.0817792141494757i
0.9803915581508303-0.19705920142594943i,0.10861757363745478-0.021386340114942518i
-0.3385814905430805+0.9409367664929162i,-0.037942255815843415+0.10415177981173591i
-0.6300521748002168-0.7765513914593976i,-0.06958996527487023-0.08646600036664458i
0.9905131824442224-0.13741762921277775i,0.11014052631440485-0.014837312510155036i
-0.3948573171522685+0.9187421782749945i,-0.04434223710633553+0.10206244997984949i
-0.5819437355593937-0.8132276451705336i,-0.06448319186831294-0.09086617559440274i
0.9970099539543295-0.07727316602229059i,0.11126364184132112-0.0081818818797664i
-0.4496881350873756+0.893185389420007i,-0.05062606434084626+0.09957548192552747i
-0.5317056316465776-0.8469278332890405i,-0.059096046916944624-0.0949607104210111i
0.9998580972856993-0.016845914777057755i,0.11197961338472778-0.0014447596457578585i
-0.502873287086965+0.8643599268067412i,-0.05676878700031005+0.09669743366072067i
-0.47952171296097906-0.8775286275897993i,-0.05344708524330516-0.09873163982789615i
0.9990471894560999+0.04364298671743683i,0.11228267914548849+0.00534884882565265i
-0.5542181383206384+0.8323712792570939i,-0.06274583309447296+0.09343644215938889i
-0.4255829502487737-0.9049180422988705i,-0.04755601712666178-0.10216214186966346i
0.9945801980401646+0.10397217504225592i,0.11216865527001948+0.012173341854563978i
-0.6035347886689846+0.7973365114922586i,-0.06853310980125957+0.08980220087869657i
-0.3700867362321342-0.9289958439133652i,-0.04144363685333762-0.1052366121534318i
0.9864734703093384+0.16392087126011812i,0.1116349625337712+0.019002821241347133i
-0.6506427603573716+0.7593838357260876i,-0.07410710272636357+0.08580593082832551i
-0.3132361632365822-0.9496739180130477i,-0.03513174646169497-0.10794073378997626i
0.9747566734078832+0.22326968887155418i,0.11068064665650126+0.025811193823493294i
-0.6953696584271459+0.7186521424634147i,-0.07944497336748281+0.08146034527558679i
-0.25523927996024104-0.9668765917212969i,-0.02864307497235222-0.11026154250665068i
0.9594726857838624+0.2818014366753395i,0.10930639213494427+0.03257227438582768i
-0.7375518016271929+0.6752904922204165i,-0.08452465437346979+0.07677960820087859i
-0.19630833010488968-0.9805409106353578i,-0.022001193414283114-0.1121874866309546i
0.9406774402724215+0.3393019135950771i,0.1075145295049039+0.03925988950727433i
-0.7770348214170674+0.6294575700270967i,-0.08932494219611431+0.07177928664449881i
-0.1366589756551057-0.990616869212436i,-0.015230425976126834-0.11370848167369865i
0.9184397194056182+0.395560692563206i,0.10530903597175724+0.04584798192176592i
-0.8136742268895992+0.5813211047081803i,-0.09382558674151564+0.06647629711178975i
-0.07650950764795789-0.9970675937685232i,-0.008355757629531476-0.11481595926214233i
0.892840903697874+0.4503718905937575i,0.10269552937571885+0.05231071496705575i
-0.8473359335456019+0.5310572550676018i,-0.0980073776388785+0.06088884622894032i
-0.016080047321497093-0.9998694774202561i,-0.0014027385873242022-0.11550291019588056i
0.8639746738282205+0.5035349222257254i,0.09968125548569161+0.05862257669311461i
-0.8778967539855935+0.4788499652228845i,-0.10185222675708772+0.05503636586641332i
0.04440825943450327-0.9990122664759782i,0.005602614026078465-0.1157639214218162i
0.8319466678092161+0.5548552335797635i,0.09627506864327968+0.06475848320159505i
-0.9052448487228094+0.42489029144861656i,-0.10534324661358506+0.048939442970732244i
0.10473405137759406-0.994499097959848i,0.012633916901587133-0.11559520674895825i
0.7968740943971608+0.6041450143418876i,0.09248740580607125+0.0706938807892525i
