signal_0,signal_1,signal_2
0.008810370711260201-0.49991951234143506i,0.0007484369812840897-0.038867328442757844i,0.0005729363493202565-0.02107166861157922i
-0.4973680843911164+0.05122152232402406i,-0.0373429523876169+0.0037756339905830175i,-0.020321659575880287+0.001999227405770248i
0.11051078274406381+0.4876342764754741i,0.00795602713092101+0.035316864354634124i,0.004221350161793116+0.01933082128558691i
0.47085689495254324-0.16820375926623898i,0.032886671059721526-0.011722743352119815i,0.017958881753669918-0.006186790393827906i
-0.22347031022690622-0.4472785921935309i,-0.015007504801833568-0.03010324615165077i,-0.008043609277422996-0.016362238359826156i
-0.4172448099964003+0.2755105072038614i,-0.027011519078576414+0.017802065660254142i,-0.014742813321661078+0.00966376178953223i
0.3235695998257362+0.3811856161367158i,0.020116928182193378+0.023704377612937266i,0.010881029212321197+0.013033491261959415i
0.3396200383146183-0.3669553248107439i,0.020281827987592857-0.021927930587843578i,0.011122962742625869-0.011796590216270367i
-0.4050449298602684-0.2931487110981058i,-0.023213552520438732-0.01679806664243886i,-0.01255660587840212-0.009151855907931012i
-0.24244754416709483+0.43728575577910866i,-0.013297076254925946+0.024003765748281232i,-0.0072952660192226225+0.01307174514980243i
0.4632097220032653+0.18824526671039496i,0.02434362546211072+0.009858417729665144i,0.0132206071212652+0.005495760147751786i
0.13132260118455572-0.4824434844332011i,0.006562461463007375-0.024247385479620565i,0.0036575049079313623-0.013108872291126599i
-0.4947137420979899-0.07250233370338414i,-0.023729906366071377-0.0034461239650791843i,-0.01287696906402766-0.0018947671499545161i
-0.012638234063445192+0.49984004994549347i,-0.0005338252523151686+0.022846905432160985i,-0.0003473595376308346+0.01246633252421512i
0.4977464480258684-0.047408112522292024i,0.021663553671814995-0.0021239579850135487i,0.011790962927210538-0.0010422414081984936i
-0.10677219463682794-0.48846367902424304i,-0.004479507336147436-0.02021594501866622i,-0.0023632977130171227-0.010952797247719664i
-0.4721306638590723+0.16459531202605804i,-0.01853734941226986+0.0065238542317125605i,-0.010078727642958661+0.0035327447807490674i
0.22003879945792848+0.44897966019527635i,0.00826010399775+0.016690890126811415i,0.00444856095125523+0.0091295864144379i
0.4193433063326342-0.27230416645643724i,0.014743255029319363-0.009671446370040656i,0.008042839614281708-0.005172014617849466i
-0.3206400303697484-0.3836499110173096i,-0.010744440306266171-0.012733317131921698i,-0.005788713071825432-0.006907218808396305i
-0.3424198534166907+0.3643461632193594i,-0.01069398171286942+0.011497431001526854i,-0.00582794913927493+0.006245179109950449i
0.402788541754526+0.29624493918358696i,0.011957990317383949+0.008678321154524046i,0.006473555722449589+0.004774310320244276i
0.2457901705138681-0.4354134046399758i,0.006738362350506775-0.012137000391743952i,0.003696432583239801-0.006536726631315129i
-0.46175374650818524-0.191784692733942i,-0.012047068970319867-0.004900508561200317i,-0.006514332035426514-0.0026626572066613926i
-0.13501302576633115+0.4814262403070735i,-0.0031836055765718315+0.011724292208762262i,-0.0017512564270948184+0.006375815067553282i
0.494144608394487+0.0762917861635403i,0.01120976194695709+0.001619440377139323i,0.006079464741767753+0.000932442399455901i
0.016466691445005316-0.4997259233110223i,0.00023633966535932126-0.010529337311318873i,0.00016197185331525096-0.00568400463764942i
-0.4980942795586973+0.043597266553719836i,-0.009707966015215282+0.0009591702317159561i,-0.0052579004879561774+0.0005149174038526664i
0.10302867886241218+0.4892697740310876i,0.001967644873281415+0.008785809394241232i,0.0010476016723012544+0.004784547737777738i
0.47337807395297066-0.1609718652858032i,0.007803766894867741-0.0027811355106834995i,0.004238804787890974-0.0014676511808137207i
-0.21659304632302834-0.450649047320046i,-0.0033952822287870396-0.0067885470438119565i,-0.0018160259953853037-0.0036687799398230523i
-0.4214158695273498+0.2690871976212265i,-0.005763647264472015+0.0038221881351711276i,-0.0031265587754163884+0.0020684589546362767i
0.3176929882172986+0.3860970465071692i,0.004078798549858872+0.00476082027929175i,0.0021981305291979563+0.0026012268257648314i
0.345200918264519-0.36171028517070314i,0.00380945358994179-0.004175671822122689i,0.002075919819560978-0.0022367784266807728i
-0.4005071915743058-0.2993184454837709i,-0.004125444118160119-0.0029264511535899225i,-0.0022205339035211813-0.001583674357256176i
-0.24911704397443507+0.4335208577744154i,-0.002124489878954713+0.00395114794413531i,-0.001157385112917734+0.002140422914248342i
0.46027202088822583+0.19531821376961203i,0.0036775485380330423+0.0014196685671138069i,0.001986616129017787+0.0007864968616387111i
0.138696866134246-0.4803754120570598i,0.0008243984696008625-0.0033238137236789164i,0.00045731653174080675-0.0017869299817193803i
-0.49354515386526177-0.08007141881936272i,-0.0029090964510427816-0.00034145875235607284i,-0.0015692201792296748-0.00018686682274343113i
-0.020292847564583383+0.49958782851549305i,0.000030038712386140657+0.002457234528431433i,0.000010433330057439404+0.0013328641057793035i
0.49841422930879564-0.039778518571324084i,0.0019909063659145493-0.00029015544023954133i,0.0010775652037152061-0.00014637219625263868i
-0.09927778428519057-0.4900418248291532i,-0.00044225122975299186-0.0015277467862345555i,-0.00023293527986652343-0.0008230266351170215i
-0.4745963813415886+0.1573443209721489i,-0.0010837370615172258+0.0004955226569575964i,-0.0005857546715692384+0.0002665448743310574i
0.2131359236649516+0.4522973450282132i,0.0004610657157743627+0.0006751366078706672i,0.00024736298190193795+0.00036758045653651486i
0.4234650487306731-0.26584910001568507i,0.00031522663948432746-0.00035002920797735844i,0.00017178522834657988-0.000186927410113385i
-0.31472597551332404-0.38851618967951884i,-0.00017539793545135376-0.000013350292786385678i,-0.00009424556666258505-0.0000076090159852188184i
-0.3479603990045492+0.3590585346627849i,0.0002233472868976164-0.00004805128941580215i,0.00012081338989877945-0.000025614199635695378i
0.3982036838609697+0.3023797390964066i,-0.0003058319261028909-0.0003900659938033179i,-0.000163514076555687-0.00021254976471208776i
0.25243064012376726-0.43159753681212665i,-0.00048539113475338857+0.000583369110511061i,-0.0002639728852062641+0.0003110877624369208i
-0.458761961335994-0.1988349331655795i,0.0008659050042696911+0.0005099421613103838i,0.0004646118615977696+0.0002759459539982709i
-0.14237123547986666+0.47930175070554204i,0.00046591676810764756-0.00114034752661708i,0.0002551275750514654-0.0006155264099266704i
0.49291808439527723+0.08385169934874015i,-0.0013956725643083957-0.00035880461881735885i,-0.0007511702055588716-0.00020201241157017348i
0.024119148710299465-0.4994150842762032i,-0.0001967048737405797+0.0016207338432656442i,-0.00011312930486316472+0.0008688851467059525i
-0.49870360778635064+0.035962781957732004i,0.0018052961441810385-0.000012667327466141286i,0.0009718757698143652-0.000003269576451932553i
0.09552240164685225+0.4907904755146406i,-0.0002613760854358876-0.0019430443165569188i,-0.00013330833882929717-0.001051943814577196i
0.4757881852838681-0.15370220248602928i,-0.0020305539476963364+0.0005383590133963732i,-0.0010967217381123544+0.0002765402588680712i
-0.2096649635488648-0.45391376725111615i,0.0008312913810186051+0.0020637431895958324i,0.0004375272870512274+0.0011101467630466207i
-0.42548805301989473+0.26260075296273167i,0.0020396264033522684-0.0011305734647708528i,0.0011023031464471211-0.0006044755928694579i
0.3117418370186814+0.3909178880156483i,-0.0014278204277136637-0.0019600134986827093i,-0.0007605529760870333-0.0010670647457842837i
0.3507008044937953-0.356380377858563i,-0.0018293895336595146+0.0017120700026254517i,-0.0009939373149310757+0.000907449611905567i
-0.3958754830111024-0.30541795106951897i,0.0019723310389463166+0.0016505007942411978i,0.0010524260477393114+0.000892377242244795i
-0.2557280938711653+0.42965424395404617i,0.0014265762350393698-0.0022020178627406967i,0.000777529483882723-0.0011836839100582608i
0.45722632715059486+0.2023453340216632i,-0.002396696670187116-0.001165407641996376i,-0.0012850091490500901-0.0006450489117989206i
0.14603858899480077-0.4781946298481484i,-0.000876534518049481+0.002549702958189145i,-0.00048599536361314363+0.0013616446796790923i
-0.49226076604484126-0.0876217166254644i,0.002654992130798702+0.0005664506209178024i,0.0014243626873646532+0.00031288040908434737i
-0.02794269971727667+0.49921839010900704i,0.00024114856822210045-0.0027116270665822886i,0.00014303533741485624-0.0014635405435134577i
0.49896506873928587-0.03213959115283469i,-0.002720991044306439+0.00008962129036916671i,-0.0014655997026585905+0.000027534012495554834i
-0.09176008050785595-0.49150499279025617i,0.00041547574737365087+0.0026821276614286352i,0.00020748594672841635+0.001439391898034486i
-0.4769507451488971+0.15005641284936314i,0.002594650990370814-0.0007301544763042746i,0.0013987145825702615-0.0003840574515151405i
0.20618304029610138+0.45550890855593623i,-0.0010287537922746017-0.002463050108555167i,-0.0005406075341797985-0.001336630876555051i
0.4274874344521599-0.2593316576204013i,-0.002293622684099052+0.0013034452168090803i,-0.0012425333995615333+0.000682269931246169i
-0.30873807705429945-0.39329131125402783i,0.0015466009140493646+0.0020898518589765472i,0.0008186072863696132+0.0011276421249816469i
-0.3534193032636942+0.3536866612360286i,0.0018552513743457357-0.0017552128777911333i,0.0010072015467449177-0.0009387563116531236i
0.3935253963142251+0.30844359257114645i,-0.0019280141888787321-0.0015973721360386182i,-0.0010287591521775138-0.0008761852135398261i
0.25901188251729845-0.42768040380652406i,-0.0013247160027126956+0.0020613268750842625i,-0.0007261196510656015+0.0010956323166449913i
-0.4556625376867959-0.205838521042218i,0.002151988904570982+0.0010424262303486622i,0.00115025090477694+0.0005686735917105392i
-0.14969604083769916+0.47706480380926547i,0.0007550120423175646-0.002201272028604388i,0.00041853812721092716-0.001184605910485222i
0.4915759080930853+0.09139193889144262i,-0.0022120252568543688-0.0004700092484996204i,-0.0011881399595798704-0.00027130504919174725i
0.03176594702644581-0.49898706816851557i,-0.0001950909441459714+0.002184808974702048i,-0.00011941901455505839+0.0011694755503509624i
-0.49919592610861596+0.028319859799865416i,0.0021205308331379543-0.00006572975527623461i,0.0011402804112777465-0.000026811055852844368i
0.08799371228014813+0.4921960241269937i,-0.0003095311524453507-0.002023811408636238i,-0.000154925172825442-0.0010951811917523251i
0.4780866634656481-0.14639647653331578i,-0.001900296549121922+0.0005311965749274011i,-0.001026615025882894+0.0002697699933267327i
-0.20268768742657775-0.45707198599205273i,0.0007259665434183925+0.0017532225348672282i,0.00037888005769764273+0.0009437568167247998i
-0.4294604050257905+0.2560526951298735i,0.0015857425209495483-0.0008926231798929392i,0.0008579354319710188-0.0004744071548139516i
0.3057175425365507+0.3956470095577804i,-0.0010311223645171085-0.0014037613645254078i,-0.0005469847778272896-0.0007654707821549009i
0.3561184065751746-0.35096685341978284i,-0.0012135455192802892+0.001139714620888879i,-0.0006607767100843974+0.0006022793352914395i
-0.391150890899146-0.3114457967405904i,0.0012171033749074987+0.0010188246082454568i,0.0006480335326264357+0.0005522816477180782i
-0.26227914271991076+0.4256868215338442i,0.0008228236328815034-0.0012650077210284488i,0.00044976541938755564-0.0006790478359095138i
0.4540733553953836+0.20932497870742095i,-0.001286053393721371-0.0006306168024796338i,-0.0006890014213783789-0.00035017036777539175i
0.15334604719251363-0.4759016494790216i,-0.0004471183231854779+0.001281339020415076i,-0.0002488432744580245+0.0006840543184367108i
-0.4908608799900657-0.09515145561046215i,0.0012522098241544042+0.00027476621599340455i,0.0006717614078400383+0.00015245260732511275i
-0.03558599565206111+0.4987318214066266i,0.00011527718997693823-0.001202254858998678i,0.00006841423083343811-0.0006490241290519079i
0.49939883707498794-0.024493122573038973i,-0.0011355142949595475+0.000028432545718230782i,-0.0006118606789620484+0.0000064337769701492856i
-0.08422084716857955-0.49285283960738796i,0.00015384970318200116+0.001054519573936723i,0.00007646463391852983+0.0005661735762585967i
-0.4791932028813405+0.14273329760496256i,0.0009617283266876649-0.00026061503614404003i,0.0005186222009363323-0.00013718463151253185i
0.19918178069245412+0.4586135972557379i,-0.00034904148664959635-0.0008610428693483524i,-0.00018372899563267234-0.0004673255300626601i
0.4314095197328025-0.25275336844502005i,-0.0007563713736903623+0.0004185916325947963i,-0.00040969554515898253+0.00021954837595965918i
-0.3026777399212776-0.3979741553636409i,0.00046909900663444815+0.0006501442828629156i,0.00024886527562265764+0.0003506027978601776i
-0.3587952853823708+0.3482318033309765i,0.0005444640644914143-0.000502021358999415i,0.000295175890870185-0.0002691563142996843i
0.3887547767715139+0.31443507685803046i,-0.0005192377890194366-0.0004422335636649218i,-0.00027771616434565564-0.00024194697539612503i
0.2655323535507609-0.423662924692227i,-0.00034607522220332345+0.0005218987687280596i,-0.0001889273424768324+0.0002780078840993104i
-0.452456202772144-0.21279381312608353i,0.0005113251565857834+0.0002572910117951306i,0.0002738347822275361+0.0001394858215996135i
-0.15698572323544208+0.47471592446860694i,0.00017677028034277976-0.0004898583181702639i,0.00009693609926846127-0.00026403346505547796i
0.490118394400045+0.0989107356403702i,-0.00045994084942612654-0.00010580202500288373i,-0.00024733692969796853-0.0000597659449949142i
0.03940529224049577-0.4984419754125212i,-0.00004532078641853989+0.0004233111485989851i,-0.00002616180267344941+0.00022673926477011512i
-0.4995711190138337+0.020670293323613937i,0.0003816498375484103-0.00000475535261406054i,0.000205223711088464-0.0000020357136646350234i
0.0804443772035833+0.49348609008709643i,-0.000044831123499620366-0.000337125900097934i,-0.000023178127620947797-0.00018228170454778465i
0.4802729692109866-0.13905640155548754i,-0.0002917518360472611+0.00007508148794829189i,-0.00015734322457685082+0.000038877527559411325i
-0.19566285502046696-0.4601229625363287i,0.00009593732350675527+0.00024688201254011925i,0.000050816302637523965+0.00013253001411772064i
-0.4333319935200557+0.24944456048032643i,0.00020366915024148824-0.00010845584995392493i,0.00010973312993612717-0.00005832979519350093i
0.2996215182390368+0.4002833015492662i,-0.00011382395301615628-0.00016339339241275438i,-0.00006095632040725569-0.00008856574261143197i
0.36145245338754894-0.34547098201874293i,-0.000127062062879633+0.00011302060835124344i,-0.00006863112134937428+0.00006018632292137628i
-0.38633452376000676-0.31740056819564827i,0.00010710440251100345+0.00009515415135849746i,0.00005738474308173889+0.00005104128329878148i
-0.2687686534612222+0.42161952138217396i,0.0000679331811164229-0.00009738413381400918i,0.000036600914027427796-0.00005253033486257166i
0.4508138453980311+0.2162555102068543i,-0.00008510251401853875-0.00004562657820252669i,-0.00004575364543072013-0.000024813782073868524i
0.1606175261931267-0.4734970089470639i,-0.000028220634345086446+0.0000712714886065106i,-0.000015242127427187928+0.00003813602064047742i
-0.4893458241533926-0.10265886908680258i,0.00005682855957190436+0.000015380009702676507i,0.000030517836712717645+0.000008152540509387062i
-0.043220942037744486+0.4981282365709916i,0.000006646843991047735-0.000042690229053017906i,0.0000035449662047513463-0.000023033985792608067i
0.4997154325417086-0.016840906907521106i,-0.00002959124249745339-0.0000015195518299475536i,-0.00001591050855943652-0.0000008580163576359726i
-0.07666185318255617-0.49408504903795447i,0.0000006179770006857732+0.00001804618523559289i,0.00000034867164586887655+0.00000965580895393781i
-0.48132322839556+0.13537669344678716i,0.000008427409115661007-0.000000477450076914456i,0.0000045248751980230136-0.00000028900699345585425i
0.1921337875455064+0.46161068268073696i,0.0000012390344367935294-0.0000009659611563378976i,0.0000006659006320972427-0.0000005233074104161356i
0.43523038434159933-0.24611577594033507i,0.0000042907070093600015-0.000003854656248147035i,0.0000022969158521440023-0.0000020722237652067806i
-0.29654638603900313-0.40256362328203876i,-0.000006720256999880699-0.000007443952301457106i,-0.000003629956345513191-0.000003949207049181373i
-0.3640870840046786+0.34269524080999614i,-0.000008709684913027397+0.000009263509943519834i,-0.000004617903173804822+0.000005040543833986879i
0.38389294455372946+0.32035278618711965i,0.000011018838271700572+0.000008425417998865965i,0.0000059761215124254235+0.000004473019617755613i
0.2719905233391171-0.41954604208230073i,0.0000070210908402598005-0.000011613318696906061i,0.0000036705356080404766-0.000006266148500709687i
-0.44914370888796734-0.2196991775109476i,-0.00001079181985868627-0.000004967044666118213i,-0.0000058418602570587545-0.0000025083303071794017i
-0.16423857230953778+0.4722556637964145i,-0.0000027638677471722072+0.000008442538435655138i,-0.0000013111877623413912+0.000004593160602570696i
0.4885458852896704+0.10640632547532494i,0.000004575834309405512+0.0000009292024951322488i,0.000002492999938408881+0.000000306088320348817i
0.04703539194820641-0.4977799339022395i,-0.00000005339858119659608+0.000000685388308034085i,-0.000000257749085312618+0.00000034860781149471176i
-0.4998290984712449+0.013015877331414563i,0.000007091251361121811-0.00000024776508878390165i,0.0000038083756283763193+0.00000008483703554159626i
0.07287616770250221+0.4946603707093603i,-0.000002214759660455185-0.000014297436634605422i,-0.0000009415413131272608-0.00000774183920005317i
0.4823465895513522-0.13168369973961197i,-0.00002190570259594906+0.000006127814848509392i,-0.000011821929846277472+0.0000029655154222192092i
-0.18859211455286817-0.46306598103943786i,0.000012134827181824762+0.00002943355881573189i,0.000006222654133521284+0.000015793568234108204i
-0.4371019101196485+0.24277789946746675i,0.00003632682579353088-0.00002030706563245038i,0.000019565801707636204-0.000010722590913588814i
0.29345519442409146+0.4048256761862159i,-0.00003064196481964652-0.00004206669395035884i,-0.000016198362333313624-0.00002280769743734535i
0.3667016934142149-0.3398940531407245i,-0.00004619394989017845+0.0000429561648912098i,-0.000024947994009406446+0.000022631801877200224i
-0.38142751164824473-0.3232808682786115i,0.00005690388074399018+0.00004820608040842594i,0.000030219613314242745+0.000025832022257398882i
-0.2751951034742125+0.41745329780151064i,0.00004760114411218419-0.00007212792596960046i,0.0000256369709133749-0.000038623194305702475i
0.4474485619308289+0.22313530242326068i,-0.00008824637738051765-0.00004406354473849202i,-0.0000471216572210372-0.000024015623063106418i
0.16785131990410912-0.47098127244825955i,-0.00003743976781097896+0.00010467498192768576i,-0.000020304101368925075+0.0000556210036119578i
-0.4877159540093338-0.11014219560512248i,0.00012070556944969007+0.000027539373529234976i,0.0000643873993826316+0.000014662227625434458i
-0.0508457475021723+0.49740777722000085i,0.000014210359701416782-0.0001357566765799475i,0.000007725427935059943-0.00007281454903672656i
0.49991478085728785-0.009184739580291536i,-0.00014932276139135504+0.000002397394168966387i,-0.00007984192255252536+0.0000007593505516256975i
-0.06908487210138059-0.4952013319711288i,0.000021926042568200155+0.000160711206836685i,0.000011456377329894027+0.00008548301360465398i
-0.4833403219279425+0.12798832644011246i,0.00016917795605508437-0.00004411418688848142i,0.00009026065785394088-0.000023799976348286358i
0.18504071451175133+0.4644994616307925i,-0.00006868737113705962-0.00017426899978686427i,-0.00003665052493295585-0.00009347464687264557i
0.43894913179675243-0.23942043747136008i,-0.00017571114347340525+0.00009501814000318575i,-0.0000939156704917496+0.000050176539319361694i
-0.29034545399473743-0.4070586381915705i,0.0001222954972370234+0.0001730543622810246i,0.00006506898879402849+0.00009190042269333095i
-0.36929345752652304+0.33707827270564555i,0.00016585481800654203-0.00014992846352970943i,0.00008837722068129649-0.00008042120897483033i
0.37894104038281223+0.32619533209814533i,-0.0001773948648320959-0.00015409254670416505i,-0.00009470113414999877-0.00008271271665593123i
0.27838487661494477-0.41533072191265397i,-0.00013798991127054764+0.00020382505156584524i,-0.00007370948093619555+0.00010811974405933434i
-0.445725833238061-0.2265529940050166i,0.00022823857402350052+0.00011756034216279414i,0.00012152131193757163+0.00006209654659504215i
-0.17145288633855763+0.46968459903871396i,0.00009282931365987126-0.00025002848817407214i,0.00004930834078680532-0.00013383636867742794i
0.4868587497166196+0.1138769497211001i,-0.0002687583687129289-0.00006431399194629929i,-0.00014335096642858033-0.00003484056173864566i
0.05465445591458981-0.4970010989711421i,-0.000032767651508170526+0.00028367145439264644i,-0.000017562881088926552+0.00015049445293942619i
-0.49996980395164686+0.005358407763536242i,0.00029397766032817285-0.0000013518319705376138i,0.00015641556095733971-0.0000014147613742154937i
0.06529085949071797+0.49571859047467826i,-0.00003762756430754306-0.0002993947591825903i,-0.00002025610271872895-0.00016008183956611898i
0.4843070379573635-0.12428010092792602i,-0.00029988645649628714+0.00007515286977057391i,-0.0001598097246722082+0.00003939777505429577i
-0.1814771250174324-0.465900350986852i,0.00011284987295047283+0.0002951044620182541i,0.00005996409669358928+0.00015637846246244774i
-0.44076927029659885+0.2360542762765939i,0.0002847077949473179-0.00015005775178525608i,0.00015132820033933632-0.00008062145043956649i
0.287220017883901+0.4092730677003803i,-0.00018624455553056723-0.0002689383548117948i,-0.0000993294553709155-0.0001437932832209368i
0.3718648950365152-0.3342373752893626i,-0.0002483008969500445+0.00022043381709196364i,-0.0001322487074201602+0.00011660057217553256i
-0.3764310058862674-0.3290853173064675i,0.00025156634519144075+0.00022295392275038578i,0.0001336794966827706+0.00011784190942516932i
-0.28155698493380676+0.4131891283045347i,0.00019304775152178616-0.000279117268227574i,0.00010247189277548427-0.0001492209212768889i
0.4439782945834855+0.22996274116479326i,-0.0003027726094805895-0.00015931753743646474i,-0.00016121185999399217-0.0000854514673365866i
0.17504573107495386-0.46835503024481606i,-0.00012271590180145317+0.0003218228804178324i,-0.00006542241697589569+0.00017038593460852333i
-0.48597165197105086-0.11759967936753227i,0.00033554606812979704+0.00008377613399136524i,0.000178219548726936+0.00004379296419453625i
-0.05845862305253435+0.496570612393586i,0.000042961839005995915-0.0003438276613987286i,0.000022671942615921038-0.0001835337884363333i
0.4999968352490303-0.0015264169425317918i,-0.0003468039840049831-0.0000012662121497501902i,-0.00018452178485770144-0.0000014571928495932792i
-0.061491681696924316-0.49620142649568516i,0.00004018417598126009+0.00034423668146363584i,0.000021130363257274212+0.00018220964124235147i
-0.4852440102118779+0.12056993010266763i,0.0003358985982973677-0.00008076694770060731i,0.00017833480811177386-0.000043609946454008545i
0.1779042258246853+0.4672792563174939i,-0.00012000550803931044-0.0003221777872628314i,-0.00006387332302393395-0.00017196520067302184i
0.4425648895760059-0.2326689239519283i,-0.00030369588285779104+0.00015697175569955613i,-0.00016157208882549543+0.0000825760321251165i
-0.28407639870072626-0.4114581454359051i,0.00019068990593765455+0.0002806824091045624i,0.00010103720480951557+0.00014843562394635545i
-0.3744131843869285+0.3313822169158823i,0.00025335194791006405-0.00022075010557697788i,0.00013447874273458295-0.00011789687307414809i
0.37390022611410345+0.33196134376628117i,-0.00024694349671510547-0.0002224810732246089i,-0.00013124244606825774-0.00011898539047019098i
0.28471391308396227-0.4110179532154009i,-0.00018901591888855702+0.0002686757584106871i,-0.00010066816337795849+0.00014189309389867828i
-0.4422033777517322-0.23335365451107634i,0.0002853598721991261+0.00015346793760117138i,0.0001512895986097549+0.00008092930782118603i
-0.1786269726424736+0.4670033334392716i,0.00011627698878986587-0.000296987814626581i,0.00006172340734781353-0.00015832202206623138i
0.4850573835301272+0.12132085556011618i,-0.0003037639647478248-0.00007835599969473038i,-0.0001613907288512243-0.00004244353401213205i
0.06226069649395241-0.49610565335570633i,-0.00004070462915726674+0.0003055409825319828i,-0.00002194037546071697+0.00016150936641276404i
-0.49999320244159534-0.0023003187232982295i,0.000302188837175841+0.000003846666215453888i,0.00016024237665790178+0.0000015672085008970237i
0.05769023229387921+0.49666050109507015i,-0.00003182287969225361-0.00029411511639609254i,-0.00001686381723957751-0.00015676075500845342i
0.48615385445294496-0.11684734221196635i,-0.0002819053071665952+0.00006552826857553673i,-0.00014979371237593326+0.00003397267301048985i
-0.17431955578988115-0.4686254073560372i,0.00009647770754353234+0.0002657947413391931i,0.000050878977843952975+0.00014049077637726717i
-0.44433321358554667+0.22927526845792912i,0.00024600777828263497-0.0001243695254794416i,0.00013046188728470937-0.00006642471259508026i
0.28091745156542874+0.413624432609211i,-0.00014906267653127912-0.00022322454623882205i,-0.00007907427245782585-0.00011910109389675885i
0.3769408468228116-0.32850227567963397i,-0.00019823898321605804+0.00017010590088745945i,-0.00010539924452478653+0.0000895417765860654i
-0.37134617879419834-0.33481255339298566i,0.00018706969709240587+0.00017148035872912622i,0.00009897975772663735+0.00009052269592273564i
-0.28785280516452105+0.4088280133847815i,0.00014332136038701265-0.0001999887883881621i,0.00007600290581256684-0.00010650152320266465i
0.44040385757786726+0.2367362245231971i,-0.00020905341970371978-0.00011449329078432535i,-0.0001109049359177912-0.00006135193581722848i
0.1821990716954006-0.4656188985266736i,-0.00008577250026866634+0.00021418246114187375i,-0.00004571731484573356+0.00011300910983843026i
-0.4841133273006323-0.12502957063957765i,0.0002153173415441004+0.00005756173834043443i,0.00011399477669426171+0.000030152214471862347i
-0.06605778249511243+0.49561693851405175i,0.00003016809784739842-0.00021280070309803422i,0.000015988842316767337-0.00011324049632255583i
0.4999615764646791+0.006132264148881172i,-0.00020709344036863467-0.000004169665651242185i,-0.00010985403591687571-0.000002756066920140446i
-0.053884063544218985-0.49708509796145234i,0.000019861803843208117+0.00019839793446986225i,0.0000103353930053173+0.00010470487502099813i
-0.48703384658880416+0.1131232449979034i,0.00018691356168528116-0.00004171486895563682i,0.00009894079774276746-0.000022440104692301617i
0.17072599590433293+0.4699494145231913i,-0.00006128968159960491-0.00017315640996187762i,-0.00003250142834117532-0.00009213744053312204i
0.44607680932136623-0.22586281947611314i,-0.00015770752064239005+0.00007827799136397839i,-0.00008363405262390033+0.000041032620677337064i
-0.2777406910528374-0.415761112767484i,0.00009240057402003112+0.0001408914102972509i,0.00004880865140599749+0.00007426064942563718i
-0.3794450633546531+0.3256084098948502i,0.0001229957830353821-0.00010369759426729556i,0.0000650469228268287-0.00005522523450161547i
0.3687716844637433+0.33764946832377685i,-0.00011230928812418121-0.00010453927161708593i,-0.00005951457619462946-0.000055673317211483684i
0.29097614777704006-0.40660874788681i,-0.00008605513913410452+0.00011820227997729062i,-0.00004561638945592454+0.00006223513618965668i
-0.43857716889564535-0.24009956340379485i,0.00012136761608426815+0.00006782730001773804i,0.00006414404550629764+0.00003558047023013191i
-0.18575914797980836+0.4642124960980566i,0.00005007780188629908-0.00012205328801222318i,0.000026404768016307408-0.0000648513346380072i
0.4831422093811282+0.12873629644367898i,-0.00012057541528080962-0.0000331892324583203i,-0.00006383520713403863-0.00001779608212698441i
0.06985232904932562-0.4950938071525409i,-0.00001752560898457538+0.00011709120820811071i,-0.000009293525360308434+0.00006165771929411218i
-0.49989928845114934-0.009958505177456849i,0.00011176111744288803+0.000003224158416770237i,0.00005901713845034837+0.000001423721008313048i
0.05007606943189771+0.4974858815719363i,-0.0000096463789613494-0.00010493190295606906i,-0.000005198444933274984-0.00005567256064554507i
0.48788660572324644-0.10938716752500002i,-0.00009697940250303289+0.00002090360945044554i,-0.00005127400739585333+0.000010880772419270976i
-0.16712108623632374-0.4712405107724841i,0.00003039465811703421+0.00008812772382253356i,0.000016057803794764715+0.000046327091165412166i
-0.4477929037856273+0.22244246655647776i,0.00007858040581267164-0.00003815410620673894i,0.00004141945996188531-0.000020386101050287056i
0.2745489742271666+0.4178787499606882i,-0.00004427284264244475-0.000068662824790819i,-0.000023463319073825414-0.00003638588459093542i
0.3819283578127187-0.3226900999264543i,-0.000058696554911551925+0.00004875272113230787i,-0.00003097255772476751+0.00002561147528146542i
-0.3661742234148176-0.34046123276825213i,0.00005161755807544067+0.00004886243770556312i,0.000027236750351702323+0.00002557815829459994i
-0.2940810869906845+0.4043709762818954i,0.00003930558342946249-0.000053028792778982376i,0.0000206428502764402-0.000028144645890516998i
0.43672608957695813+0.24345416324965985i,-0.00005318020246574339-0.000030244732888476412i,-0.000028098573840389676-0.00001602133011571444i
0.1893096633914901-0.4627735192669281i,-0.00002187645356154784+0.00005218667501514397i,-0.000011501788389525842+0.000027405942892475932i
-0.4821414160130673-0.1324301261607745i,0.00005016824540111814+0.000014277349538386549i,0.00002641936763260827+0.000007353632777421235i
-0.07364144285437127+0.49454697933998665i,0.000007486801116057581-0.000047332353778481804i,0.000003862300765484084-0.000025038776666880985i
0.4998090127769318+0.01378950675296685i,-0.00004389313334310916-0.000001589082835768667i,-0.000023132307061315354-0.0000008771069961660197i
-0.04626380260345045-0.49785213903436654i,0.0000033561754404814946+0.00003999135080492323i,0.0000017952667304664024+0.000020956344763709176i
-0.4887094111130019+0.10565001832660735i,0.00003575692325127773-0.00000737936522484552i,0.000018782063652724056-0.000004004823112510062i
